# Filename	C:\Users\labuser\Documents\2D-Comp-Model\computationresults\2018-02-25T03-29-16.txt
# Source	C:\Users\labuser\Documents\2D-Comp-Model\computation\testing.nb
# Note	A phase vs. final energy run at given parameters for the StaPD computational model.
# Date	2018-02-25T03:29:16
# E0	0.
# l0	3.4641016151377544
# Ep	4.480566836510487e-11
# Emw	7.778761868941818e-10
# fmw	2.4165294551500505e-6
# toff	8.26827466731227e8
# tring	4.134137333656135e8
# tmax	2.8938961335592947e9
dL	th_LRL	phi	enfinal
-1.	0.	0.	0.0002890792717670172
-1.	0.	0.031415926535897934	0.00007538131459652915
-1.	0.	0.06283185307179587	NaN
-1.	0.	0.09424777960769379	NaN
-1.	0.	0.12566370614359174	NaN
-1.	0.	0.15707963267948966	0.0002234747980716563
-1.	0.	0.18849555921538758	0.00028124181169808966
-1.	0.	0.21991148575128555	0.000036561217523320155
-1.	0.	0.25132741228718347	NaN
-1.	0.	0.2827433388230814	NaN
-1.	0.	0.3141592653589793	-1.2579873560078178e-6
-1.	0.	0.34557519189487723	NaN
-1.	0.	0.37699111843077515	NaN
-1.	0.	0.4084070449666731	0.00011483490243206005
-1.	0.	0.4398229715025711	0.00005845922392257307
-1.	0.	0.47123889803846897	4.0477323324942e-6
-1.	0.	0.5026548245743669	4.292889601967859e-7
-1.	0.	0.5340707511102649	NaN
-1.	0.	0.5654866776461628	NaN
-1.	0.	0.5969026041820606	9.439584397109664e-6
-1.	0.	0.6283185307179586	-8.620061072630587e-6
-1.	0.	0.6597344572538565	0.00011300082535525386
-1.	0.	0.6911503837897545	NaN
-1.	0.	0.7225663103256524	2.9515031071617693e-6
-1.	0.	0.7539822368615503	NaN
-1.	0.	0.7853981633974483	NaN
-1.	0.	0.8168140899333463	-0.000018884992234591502
-1.	0.	0.8482300164692442	-0.00002744630772371225
-1.	0.	0.8796459430051422	0.00027477658962660423
-1.	0.	0.91106186954104	2.8261109395667395e-6
-1.	0.	0.9424777960769379	0.0000951720690440442
-1.	0.	0.9738937226128359	NaN
-1.	0.	1.0053096491487339	NaN
-1.	0.	1.0367255756846319	6.651116472347668e-6
-1.	0.	1.0681415022205298	0.00006834238794674523
-1.	0.	1.0995574287564276	7.745858603593432e-6
-1.	0.	1.1309733552923256	NaN
-1.	0.	1.1623892818282235	0.00021071497887251424
-1.	0.	1.1938052083641213	0.0001139161744393261
-1.	0.	1.2252211349000193	NaN
-1.	0.	1.2566370614359172	NaN
-1.	0.	1.288052987971815	0.00026084989604057486
-1.	0.	1.319468914507713	0.00008117679490207264
-1.	0.	1.350884841043611	NaN
-1.	0.	1.382300767579509	0.00024830134186476803
-1.	0.	1.413716694115407	0.00002399345477514744
-1.	0.	1.4451326206513049	NaN
-1.	0.	1.4765485471872026	0.0001500414116976952
-1.	0.	1.5079644737231006	NaN
-1.	0.	1.5393804002589986	0.00018121016410600592
-1.	0.	1.5707963267948966	0.00011198919781078133
-1.	0.	1.6022122533307945	0.00006229912015255594
-1.	0.	1.6336281798666925	0.00019284150787832175
-1.	0.	1.6650441064025905	0.00005808336459707238
-1.	0.	1.6964600329384885	NaN
-1.	0.	1.7278759594743864	NaN
-1.	0.	1.7592918860102844	-0.000015913817362286237
-1.	0.	1.790707812546182	NaN
-1.	0.	1.82212373908208	NaN
-1.	0.	1.853539665617978	0.00018288873640497953
-1.	0.	1.8849555921538759	0.00009253309852937225
-1.	0.	1.9163715186897738	0.000024890824655700803
-1.	0.	1.9477874452256718	NaN
-1.	0.	1.9792033717615696	1.1790212246870443e-6
-1.	0.	2.0106192982974678	0.00014505038823721164
-1.	0.	2.0420352248333655	4.927074916201994e-6
-1.	0.	2.0734511513692637	0.00016415212560818955
-1.	0.	2.1048670779051615	NaN
