# Filename	C:\Users\labuser\Documents\2D-Comp-Model\computationresults\2018-02-23T21-55-18.txt
# Source	C:\Users\labuser\Documents\2D-Comp-Model\computation\testing.nb
# Note	A phase vs. final energy run at given parameters for the StaPD computational model.
# Date	2018-02-23T21:55:18
# E0	-3.0396598110480402e-6
# l0	3.4641016151377544
# Ep	3.360425127382865e-11
# Emw	7.778761868941818e-10
# fmw	2.4165294551500505e-6
# toff	8.26827466731227e8
# tring	4.134137333656135e8
# tmax	2.8938961335592947e9
dL	th_LRL	phi	enfinal
-1.	0.	0.	0.00007187814292330495
-1.	0.	0.031415926535897934	7.1530705501430955e-6
-1.	0.	0.06283185307179587	0.000020817729014745463
-1.	0.	0.09424777960769379	0.00005956804862800314
-1.	0.	0.12566370614359174	0.00014305827558417202
-1.	0.	0.15707963267948966	0.00008230280251801623
-1.	0.	0.18849555921538758	-6.442200521221352e-6
-1.	0.	0.21991148575128555	NaN
-1.	0.	0.25132741228718347	NaN
-1.	0.	0.2827433388230814	NaN
-1.	0.	0.3141592653589793	3.488114325236547e-6
-1.	0.	0.34557519189487723	1.7801525821566063e-9
-1.	0.	0.37699111843077515	NaN
-1.	0.	0.4084070449666731	NaN
-1.	0.	0.4398229715025711	NaN
-1.	0.	0.47123889803846897	NaN
-1.	0.	0.5026548245743669	NaN
-1.	0.	0.5340707511102649	0.000022734363656930547
-1.	0.	0.5654866776461628	NaN
-1.	0.	0.5969026041820606	-5.4855834627224e-6
-1.	0.	0.6283185307179586	NaN
-1.	0.	0.6597344572538565	NaN
-1.	0.	0.6911503837897545	0.00003455729918467056
-1.	0.	0.7225663103256524	0.00006538208863035405
-1.	0.	0.7539822368615503	0.00004106752088481145
-1.	0.	0.7853981633974483	1.3409376571088455e-6
-1.	0.	0.8168140899333463	NaN
-1.	0.	0.8482300164692442	NaN
-1.	0.	0.8796459430051422	2.526484397023882e-6
-1.	0.	0.91106186954104	NaN
-1.	0.	0.9424777960769379	-1.992281653664639e-6
-1.	0.	0.9738937226128359	0.0000490175875272831
-1.	0.	1.0053096491487339	NaN
-1.	0.	1.0367255756846319	1.0674716707165942e-7
-1.	0.	1.0681415022205298	7.316061738315984e-6
-1.	0.	1.0995574287564276	0.00013217733257553748
-1.	0.	1.1309733552923256	-4.203941537324261e-6
-1.	0.	1.1623892818282235	NaN
-1.	0.	1.1938052083641213	0.000019140392300872983
-1.	0.	1.2252211349000193	0.00002271449821524831
-1.	0.	1.2566370614359172	-3.824345797536709e-6
-1.	0.	1.288052987971815	-0.00001206306603753843
-1.	0.	1.319468914507713	4.95234015487001e-6
-1.	0.	1.350884841043611	0.0001380600900283208
-1.	0.	1.382300767579509	4.990973046729018e-6
-1.	0.	1.413716694115407	0.00009084598271039646
-1.	0.	1.4451326206513049	0.00007144663884958748
-1.	0.	1.4765485471872026	NaN
-1.	0.	1.5079644737231006	NaN
-1.	0.	1.5393804002589986	NaN
-1.	0.	1.5707963267948966	-2.3335519795152774e-7
-1.	0.	1.6022122533307945	0.00005842954435312381
-1.	0.	1.6336281798666925	5.007718713530136e-6
-1.	0.	1.6650441064025905	0.0001124531653019576
-1.	0.	1.6964600329384885	0.000041275772931645723
-1.	0.	1.7278759594743864	0.00012170316512546436
-1.	0.	1.7592918860102844	NaN
-1.	0.	1.790707812546182	5.630357210333099e-6
-1.	0.	1.82212373908208	NaN
-1.	0.	1.853539665617978	NaN
-1.	0.	1.8849555921538759	1.822622883935381e-6
-1.	0.	1.9163715186897738	6.225609155436304e-7
-1.	0.	1.9477874452256718	0.00011777346889777095
-1.	0.	1.9792033717615696	NaN
-1.	0.	2.0106192982974678	NaN
-1.	0.	2.0420352248333655	0.00007001866952521498
-1.	0.	2.0734511513692637	0.00011690605043707385
-1.	0.	2.1048670779051615	-3.3658131191097258e-6
-1.	0.	2.1362830044410597	-1.1187023609906305e-6
-1.	0.	2.167698930976957	0.00009510247819112945
-1.	0.	2.199114857512855	0.000012438379465936011
-1.	0.	2.230530784048753	4.2672834152987557e-7
-1.	0.	2.261946710584651	-5.75080308626043e-6
-1.	0.	2.293362637120549	NaN
-1.	0.	2.324778563656447	NaN
-1.	0.	2.356194490192345	NaN
-1.	0.	2.3876104167282426	NaN
-1.	0.	2.419026343264141	-1.1555170592459878e-6
-1.	0.	2.4504422698000385	0.000045304128633567196
-1.	0.	2.4818581963359367	0.00005363213141130052
-1.	0.	2.5132741228718345	0.00001162357371901591
-1.	0.	2.5446900494077327	3.6260422333482803e-6
-1.	0.	2.57610597594363	NaN
-1.	0.	2.607521902479528	0.00005644441213124737
-1.	0.	2.638937829015426	0.0000774604162145785
-1.	0.	2.670353755551324	NaN
-1.	0.	2.701769682087222	NaN
-1.	0.	2.73318560862312	0.0000575614147278023
-1.	0.	2.764601535159018	0.00007174496386527409
-1.	0.	2.796017461694916	0.000023576208588736523
-1.	0.	2.827433388230814	-2.5261989904921914e-6
-1.	0.	2.858849314766712	0.00008682177736750376
-1.	0.	2.8902652413026098	NaN
-1.	0.	2.921681167838508	0.00003728455606603953
-1.	0.	2.9530970943744053	0.00009707768747551462
-1.	0.	2.9845130209103035	1.6439889346661022e-6
-1.	0.	3.015928947446201	-2.2033852834895237e-6
-1.	0.	3.0473448739820994	0.00012698908785653323
-1.	0.	3.078760800517997	NaN
-1.	0.	3.1101767270538954	0.0001386681890671768
-1.	0.	3.141592653589793	0.000015976931894451116
-1.	0.	3.173008580125691	0.00014281459941009584
-1.	0.	3.204424506661589	-6.940912828358768e-7
-1.	0.	3.235840433197487	0.00014711235734224875
-1.	0.	3.267256359733385	NaN
-1.	0.	3.2986722862692828	0.0000836413991265414
-1.	0.	3.330088212805181	0.00014548651031058593
-1.	0.	3.3615041393410787	1.3012793491868196e-6
-1.	0.	3.392920065876977	0.00010225057139406366
-1.	0.	3.4243359924128747	0.00014969958627543086
-1.	0.	3.455751918948773	0.00009294697036086512
-1.	0.	3.4871678454846706	NaN
-1.	0.	3.518583772020569	0.00006800743208876546
-1.	0.	3.5499996985564657	0.00010239635648213118
-1.	0.	3.581415625092364	0.00010222570388627228
-1.	0.	3.6128315516282616	0.00014846582702226726
-1.	0.	3.64424747816416	0.0001513536006226435
-1.	0.	3.6756634047000576	0.00015142836908211893
-1.	0.	3.707079331235956	0.0001512654353740157
-1.	0.	3.7384952577718535	0.00013287292663811978
-1.	0.	3.7699111843077517	0.00009773324553346823
-1.	0.	3.8013271108436495	-2.825803104880757e-6
-1.	0.	3.8327430373795477	7.128162700211254e-6
-1.	0.	3.8641589639154454	3.851466161176645e-6
-1.	0.	3.8955748904513436	0.0001523254039119763
-1.	0.	3.9269908169872414	0.00011876290855187203
-1.	0.	3.958406743523139	-9.653664368669409e-7
-1.	0.	3.9898226700590373	0.00008410697916088747
-1.	0.	4.0212385965949355	0.00015160789917389487
-1.	0.	4.052654523130833	0.000032534401027248576
-1.	0.	4.084070449666731	0.00013310333792385156
-1.	0.	4.115486376202629	4.358628517002299e-6
-1.	0.	4.1469023027385274	0.00010433267448657876
-1.	0.	4.178318229274425	0.00009099241800914151
-1.	0.	4.209734155810323	2.84250140492112e-6
-1.	0.	4.241150082346221	0.000025545818715314345
-1.	0.	4.272566008882119	0.00010025819301464539
-1.	0.	4.303981935418017	0.0000415775707466079
