# Filename	C:\Users\labuser\Documents\2D-Comp-Model\computationresults\2018-01-31T16-42-41.txt
# Source	C:\Users\labuser\Documents\2D-Comp-Model\computation\testing.nb
# Note	A phase vs. final energy run at given parameters for the StaPD computational model.
# Date	2018-01-31T16:42:41
# E0	-3.0396598110480402e-6
# l0	3.4641016151377544
# Ep	1.1201417091276217e-11
# Emw	7.778761868941818e-10
# fmw	2.4165294551500505e-6
# toff	8.26827466731227e8
# tring	4.134137333656135e8
# tmax	2.8938961335592947e9
dL	th_LRL	phi	enfinal
-1.	0.	0.	NaN
-1.	0.	0.031415926535897934	-4.619621028861605e-7
-1.	0.	0.06283185307179587	1.5467761696896574e-6
-1.	0.	0.09424777960769379	-1.2743861215212158e-6
-1.	0.	0.12566370614359174	NaN
-1.	0.	0.15707963267948966	-4.6741985785365065e-8
-1.	0.	0.18849555921538758	-6.956144385111739e-7
-1.	0.	0.21991148575128555	1.4161859778985742e-7
-1.	0.	0.25132741228718347	4.72296043943119e-6
-1.	0.	0.2827433388230814	NaN
-1.	0.	0.3141592653589793	0.000010643925650746679
-1.	0.	0.34557519189487723	-2.3516476615804438e-6
-1.	0.	0.37699111843077515	-7.683738554857318e-7
-1.	0.	0.4084070449666731	-7.164512421011205e-7
-1.	0.	0.4398229715025711	2.4933391290389333e-6
-1.	0.	0.47123889803846897	-4.674303123740232e-7
-1.	0.	0.5026548245743669	-0.000018614342735847744
-1.	0.	0.5340707511102649	5.057963995216445e-6
-1.	0.	0.5654866776461628	-0.000019771771476675038
-1.	0.	0.5969026041820606	-9.499754949981143e-7
-1.	0.	0.6283185307179586	NaN
-1.	0.	0.6597344572538565	1.5866984929373825e-7
-1.	0.	0.6911503837897545	-3.024353196686634e-6
-1.	0.	0.7225663103256524	2.0810088530487615e-6
-1.	0.	0.7539822368615503	4.668070031620164e-6
-1.	0.	0.7853981633974483	NaN
-1.	0.	0.8168140899333463	NaN
-1.	0.	0.8482300164692442	NaN
-1.	0.	0.8796459430051422	-4.868303682468051e-7
