# Filename	C:\Users\labuser\Documents\Electron Motion\testingresults\2018-01-27T05-34-10.txt
# Source	C:\Users\labuser\Documents\Electron Motion\testing\testing.nb
# Note	A phase vs. final energy run at given parameters for the StaPD computational model.
# Date	2018-01-27T05:34:10
# E0	0.
# l0	3.4641016151377544
# Ep	1.9602479909733378e-11
# Emw	7.778761868941818e-10
# fmw	2.4165294551500505e-6
# toff	8.26827466731227e8
# tring	4.134137333656135e8
# tmax	2.8938961335592947e9
dL	th_LRL	phi	enfinal
-1.	0.	0.	NaN
-1.	0.	0.031415926535897934	NaN
-1.	0.	0.06283185307179587	-0.000019739139430657302
-1.	0.	0.09424777960769379	-2.745020200817897e-6
-1.	0.	0.12566370614359174	0.000022671508056985537
-1.	0.	0.15707963267948966	4.298612789975144e-6
-1.	0.	0.18849555921538758	NaN
-1.	0.	0.21991148575128555	4.933577474696242e-8
-1.	0.	0.25132741228718347	0.00002160238587570927
-1.	0.	0.2827433388230814	6.384006043128361e-6
-1.	0.	0.3141592653589793	-1.339719456954192e-6
-1.	0.	0.34557519189487723	NaN
-1.	0.	0.37699111843077515	-0.000014784621413968818
-1.	0.	0.4084070449666731	5.917043657391562e-6
-1.	0.	0.4398229715025711	7.652338111715818e-6
-1.	0.	0.47123889803846897	6.407334102119757e-7
-1.	0.	0.5026548245743669	6.259438272812702e-6
-1.	0.	0.5340707511102649	-0.000011941780883256496
-1.	0.	0.5654866776461628	NaN
-1.	0.	0.5969026041820606	-2.5628908108862933e-6
-1.	0.	0.6283185307179586	0.000015062437186186498
-1.	0.	0.6597344572538565	5.750341536690528e-6
-1.	0.	0.6911503837897545	NaN
-1.	0.	0.7225663103256524	5.627470465864543e-6
-1.	0.	0.7539822368615503	2.625668193533211e-6
-1.	0.	0.7853981633974483	0.000018288641593610378
-1.	0.	0.8168140899333463	NaN
-1.	0.	0.8482300164692442	NaN
-1.	0.	0.8796459430051422	-0.000013110597710771829
-1.	0.	0.91106186954104	-2.03863310885262e-6
-1.	0.	0.9424777960769379	4.343596081696527e-6
-1.	0.	0.9738937226128359	-2.68604747037586e-6
-1.	0.	1.0053096491487339	8.074973007459966e-6
-1.	0.	1.0367255756846319	1.28995926757941e-6
-1.	0.	1.0681415022205298	3.1327544878795222e-6
