,Dir,field,dW,W0,a,phi,y0
0,-1,0.0,43,-2,0.16392352366868784,0.5410520681182421,0.3041666666666671
1,-1,1.0,43,-2,0.16208902855460697,0.5410520681182421,0.3180555555555559
2,-1,2.0,43,-2,0.16020639892213617,0.5410520681182421,0.32638888888888956
3,-1,3.0,43,-2,0.15649186510677854,0.5410520681182421,0.33750000000000047
4,-1,4.0,43,-2,0.1525446660547139,0.5410520681182421,0.35138888888888903
5,-1,5.0,43,-2,0.14779691311560667,0.5410520681182421,0.36527777777777803
6,-1,6.0,43,-2,0.14036044896360367,0.5410520681182421,0.384722222222223
7,-1,7.0,43,-2,0.13377911372386442,0.5410520681182421,0.39861111111111125
8,-1,8.0,43,-2,0.12368156564412677,0.5410520681182421,0.41527777777777836
9,-1,9.0,43,-2,0.11254713511738046,0.5410520681182421,0.434722222222223
10,-1,10.0,43,-2,0.09687335250913609,0.5410520681182421,0.4597222222222229
11,-1,11.0,43,-2,0.0792521331770556,0.5410520681182421,0.4819444444444447
12,-1,12.0,43,-2,0.055898868621362674,0.5410520681182421,0.5125000000000004
13,-1,13.0,43,-2,0.025840356861722757,0.5410520681182421,0.5458333333333342
14,-1,14.0,43,-2,-0.011879089289995426,3.6826447217080314,0.5875000000000002
15,-1,15.0,43,-2,-0.0787247939139295,3.6826447217080314,0.6541666666666672
16,-1,16.0,43,-2,-0.15668364343550617,3.6826447217080314,0.7208333333333337
17,-1,17.0,43,-2,-0.15557496887703642,3.6826447217080314,0.7152777777777786
18,-1,18.0,43,-2,-0.1525446660547139,3.6826447217080314,0.7013888888888893
19,-1,19.0,43,-2,-0.14924383433250582,3.6826447217080314,0.6902777777777782
20,-1,20.0,43,-2,-0.14339635864195194,3.6826447217080314,0.6736111111111119
21,-1,21.0,43,-2,-0.13556590660458273,3.6826447217080314,0.6541666666666675
22,-1,22.0,43,-2,-0.12713688843460808,3.6826447217080314,0.6375000000000003
23,-1,23.0,43,-2,-0.11450515707429809,3.6826447217080314,0.6152777777777787
24,-1,24.0,43,-2,-0.09654094967012924,3.6826447217080314,0.5875000000000001
25,-1,25.0,43,-2,-0.07606731919644402,3.6826447217080314,0.5597222222222229
26,-1,26.0,43,-2,-0.044513704251413905,3.6826447217080314,0.5208333333333337
27,-1,27.0,43,-2,0.00040405741374816007,0.5410520681182421,0.4708333333333341
28,-1,28.0,43,-2,0.08733291137684726,0.5410520681182421,0.3819444444444449
29,-1,29.0,43,-2,0.13713428055187377,0.5410520681182421,0.3347222222222223
30,-1,30.0,43,-2,0.13271873506810075,0.5410520681182421,0.3430555555555556
31,-1,31.0,43,-2,0.12957215356859575,0.5410520681182421,0.3486111111111113
32,-1,32.0,43,-2,0.12455753759423416,0.5410520681182421,0.3569444444444448
33,-1,33.0,43,-2,0.11920151806721503,0.5410520681182421,0.36527777777777803
34,-1,34.0,43,-2,0.11351877546476954,0.5410520681182421,0.37361111111111156
35,-1,35.0,43,-2,0.1075248857893685,0.5410520681182421,0.38194444444444525
36,-1,36.0,43,-2,0.101236277875982,0.5410520681182421,0.3902777777777781
37,-1,37.0,43,-2,0.09242291893296553,0.5410520681182421,0.4013888888888896
38,-1,38.0,43,-2,0.08077826453949885,0.5410520681182421,0.4152777777777788
39,-1,39.0,43,-2,0.06851883877763693,0.5410520681182421,0.4291666666666664
40,-1,40.0,43,-2,0.0531276859999103,0.5410520681182421,0.44583333333333325
41,-1,41.0,43,-2,0.02626847572674415,0.5410520681182421,0.47361111111111204
42,-1,42.0,43,-2,1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
