,Dir,field,dW,W0,a,phi,y0
0,-1,0.0,43,-5,0.11253022089133669,0.5410520681182421,0.15146961087532415
1,-1,1.0,43,-5,0.11415327006767363,0.5410520681182421,0.15469570428212243
2,-1,2.0,43,-5,0.11582394998716657,0.5410520681182421,0.1580219189927403
3,-1,3.0,43,-5,0.11770449952370322,0.5410520681182421,0.16282749672273997
4,-1,4.0,43,-5,0.11947968606692301,0.5410520681182421,0.1663950535259887
5,-1,5.0,43,-5,0.12136358031683742,0.5410520681182421,0.1701356637779829
6,-1,6.0,43,-5,0.12339163152620024,0.5410520681182421,0.17408773409858885
7,-1,7.0,43,-5,0.12563098017805682,0.5410520681182421,0.1783223387091031
8,-1,8.0,43,-5,0.12827700379840554,0.5410520681182421,0.18440920110712042
9,-1,9.0,43,-5,0.13185228640275226,0.5410520681182421,0.19017366253325538
10,-1,10.0,43,-5,0.1344823969954928,0.5410520681182421,0.1950859937137203
11,-1,11.0,43,-5,0.13658011772599185,0.5410520681182421,0.2010195860040101
12,-1,12.0,43,-5,0.13845960300538313,0.5410520681182421,0.20538693888730686
13,-1,13.0,43,-5,0.13997243674180262,0.5410520681182421,0.2110100728829141
14,-1,14.0,43,-5,0.14144867477313278,0.5410520681182421,0.21518296249609273
15,-1,15.0,43,-5,0.1425610949701853,0.5410520681182421,0.2206911112248398
16,-1,16.0,43,-5,0.14374270247501053,0.5410520681182421,0.22478993198719419
17,-1,17.0,43,-5,0.1444998639375304,0.5410520681182421,0.23023805876054426
18,-1,18.0,43,-5,0.14540167102353893,0.5410520681182421,0.23428078531439234
19,-1,19.0,43,-5,0.14583110722545373,0.5410520681182421,0.23971021072215565
20,-1,20.0,43,-5,0.1460950143172859,0.5410520681182421,0.2451619266899719
21,-1,21.0,43,-5,0.1466069591561075,0.5410520681182421,0.24919716538375702
22,-1,22.0,43,-5,0.14654688259891072,0.5410520681182421,0.25465420681875006
23,-1,23.0,43,-5,0.14632845572205716,0.5410520681182421,0.2601609046645598
24,-1,24.0,43,-5,0.14590032550613682,0.5410520681182421,0.265639820336107
25,-1,25.0,43,-5,0.14529888854494638,0.5410520681182421,0.2711545667248862
26,-1,26.0,43,-5,0.1445231177630622,0.5410520681182421,0.27671170202567413
27,-1,27.0,43,-5,0.14357593780773736,0.5410520681182421,0.28232711294833346
28,-1,28.0,43,-5,0.14168205765553998,0.5410520681182421,0.28936976936115627
29,-1,29.0,43,-5,0.1403040606011201,0.5410520681182421,0.2950419739900937
30,-1,30.0,43,-5,0.13788330834510165,0.5410520681182421,0.3021642359071864
31,-1,31.0,43,-5,0.13608774162310688,0.5410520681182421,0.3079674527451894
32,-1,32.0,43,-5,0.1331574428983527,0.5410520681182421,0.315276963759085
33,-1,33.0,43,-5,0.12990899688696717,0.5410520681182421,0.32259182758343247
34,-1,34.0,43,-5,0.1253005413281145,0.5410520681182421,0.3313882782093221
35,-1,35.0,43,-5,0.12140745775690875,0.5410520681182421,0.33891593069862364
36,-1,36.0,43,-5,0.11604280229409202,0.5410520681182421,0.3479817672779696
37,-1,37.0,43,-5,0.10902496127609074,0.5410520681182421,0.35851230168530496
38,-1,38.0,43,-5,0.10019817299238251,0.5410520681182421,0.3706291021393758
39,-1,39.0,43,-5,0.08939945499276039,0.5410520681182421,0.3843883256300251
