,Dir,field,dW,W0,a,phi,y0
0,-1,0.0,43,-10,0.12278697279037096,0.5410520681182421,0.1732872642152583
1,-1,1.0,43,-10,0.12473160085277801,0.5410520681182421,0.17714717295454396
2,-1,2.0,43,-10,0.12689740619719586,0.5410520681182421,0.18129168926212114
3,-1,3.0,43,-10,0.12952005270800915,0.5410520681182421,0.1859536399603337
4,-1,4.0,43,-10,0.1326634031143563,0.5410520681182421,0.19122115883076743
5,-1,5.0,43,-10,0.1348506629458824,0.5410520681182421,0.19705412283938423
6,-1,6.0,43,-10,0.13674027710565007,0.5410520681182421,0.20125590555815862
7,-1,7.0,43,-10,0.13842583871756295,0.5410520681182421,0.20533297893985
8,-1,8.0,43,-10,0.1399279931738514,0.5410520681182421,0.20930438817980956
9,-1,9.0,43,-10,0.14113227126730687,0.5410520681182421,0.21462231284127337
10,-1,10.0,43,-10,0.1423242209694631,0.5410520681182421,0.2184717876492858
11,-1,11.0,43,-10,0.14343617665887398,0.5410520681182421,0.22233066544650804
12,-1,12.0,43,-10,0.14414930251387442,0.5410520681182421,0.22753231556905137
13,-1,13.0,43,-10,0.1450375377154122,0.5410520681182421,0.23137657931671257
14,-1,14.0,43,-10,0.145461913819043,0.5410520681182421,0.23657148444251344
15,-1,15.0,43,-10,0.14610137424655176,0.5410520681182421,0.24037504030808354
16,-1,16.0,43,-10,0.14624479099271093,0.5410520681182421,0.24558433538731123
17,-1,17.0,43,-10,0.14622822636885485,0.5410520681182421,0.25080596904617075
18,-1,18.0,43,-10,0.14654838005482007,0.5410520681182421,0.2546588263293059
19,-1,19.0,43,-10,0.14625604652985635,0.5410520681182421,0.25992647409772246
20,-1,20.0,43,-10,0.14580511105164629,0.5410520681182421,0.2652261788692046
21,-1,21.0,43,-10,0.1451898645856141,0.5410520681182421,0.2705548222187697
22,-1,22.0,43,-10,0.14439759637497357,0.5410520681182421,0.2758936648941458
23,-1,23.0,43,-10,0.14343909313581932,0.5410520681182421,0.28126984938578575
24,-1,24.0,43,-10,0.14231204216475396,0.5410520681182421,0.2866867801717373
25,-1,25.0,43,-10,0.14101391966233207,0.5410520681182421,0.29214797887039856
26,-1,26.0,43,-10,0.13954199328018815,0.5410520681182421,0.29765734139997335
27,-1,27.0,43,-10,0.13701841740907,0.5410520681182421,0.30460892272605855
28,-1,28.0,43,-10,0.13514839210736224,0.5410520681182421,0.31023369203104867
29,-1,29.0,43,-10,0.1321272914664039,0.5410520681182421,0.3173125133495673
30,-1,30.0,43,-10,0.1288275615049223,0.5410520681182421,0.32446831902692097
31,-1,31.0,43,-10,0.12524676868488732,0.5410520681182421,0.33171002061979854
32,-1,32.0,43,-10,0.12138168462781106,0.5410520681182421,0.3390570314537947
33,-1,33.0,43,-10,0.11605923857666951,0.5410520681182421,0.3479233473891584
34,-1,34.0,43,-10,0.10910854956722377,0.5410520681182421,0.3582526677398562
35,-1,35.0,43,-10,0.1016598977115514,0.5410520681182421,0.3687463973708725
36,-1,36.0,43,-10,0.09104926996094631,0.5410520681182421,0.38223342892941436
37,-1,37.0,43,-10,0.06794585330509217,0.5410520681182421,0.40789649632338104
38,-1,38.0,43,-10,0.0656596459678597,0.5410520681182421,0.41233795921233857
39,-1,39.0,43,-10,0.06327370146816816,0.5410520681182421,0.4168278768654266
40,-1,40.0,43,-10,0.06078877672956093,0.5410520681182421,0.4213145591492901
41,-1,41.0,43,-10,0.058200341367296266,0.5410520681182421,0.42581656605643364
42,-1,42.0,43,-10,0.055510393353005616,0.5410520681182421,0.4303131036201862
43,-1,43.0,43,-10,0.05270548271100248,0.5410520681182421,0.43485285773715837
44,-1,44.0,43,-10,0.04979749404544773,0.5410520681182421,0.43937472949932815
45,-1,45.0,43,-10,0.04678427271849378,0.5410520681182421,0.4438898101097958
46,-1,46.0,43,-10,0.043652112866177734,0.5410520681182421,0.4484317717774152
47,-1,47.0,43,-10,0.04040157417224935,0.5410520681182421,0.4529885942412256
48,-1,48.0,43,-10,0.03702044730671186,0.5410520681182421,0.4575784913151079
49,-1,49.0,43,-10,0.033550188307477274,0.5410520681182421,0.46211517015641007
50,-1,50.0,43,-10,0.029924789018027836,0.5410520681182421,0.46671964195871046
51,-1,51.0,43,-10,0.026205321688279964,0.5410520681182421,0.4712803663602139
52,-1,52.0,43,-10,0.022331302029793415,0.5410520681182421,0.475891423418799
53,-1,53.0,43,-10,0.018368839941372755,0.5410520681182421,0.4804538660507208
54,-1,54.0,43,-10,0.01425231915879202,0.5410520681182421,0.4850559533757324
55,-1,55.0,43,-10,0.010002298684645472,0.5410520681182421,0.4896650716268946
56,-1,56.0,43,-10,0.005606442726596383,0.5410520681182421,0.4942919789698937
57,-1,57.0,43,-10,0.0010934019939039252,0.5410520681182421,0.49890279577369107
58,-1,58.0,43,-10,1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
59,-1,59.0,43,-10,1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
60,-1,60.0,43,-10,1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
