# Filename	binding_0\3fe5e9d5-45ee-4a18-8894-b7a21fddd24c.txt
# Source	C:\Users\labuser\Documents\2D-Comp-Model\computation\Turning Time\turning.nb
# Note	1D calculation of binding time vs. field and orbit energy.
# Date	2018-03-06T19:49:06
# Dir	1
# field	2.2169471326484182e-11
# zi	6.
W	field	zb	tb	argtb	zt	tt	argtt
-0.000045594897165720605	2.2169471326484182e-11	NaN	NaN	NaN	22171.29163596696	3.6819158561070566e6	0.
-0.00004164333941135815	2.2169471326484182e-11	NaN	NaN	NaN	24328.539275494502	4.235722506854322e6	-1.607039042350074e-7
-0.0000378437646475481	2.2169471326484182e-11	NaN	NaN	NaN	26846.65487237098	4.915415039644536e6	0.
-0.000034044189883738054	2.2169471326484182e-11	NaN	NaN	NaN	29958.026155369513	5.802873342424016e6	0.
-0.000045442914175168206	2.2169471326484182e-11	NaN	NaN	NaN	22247.08554021067	3.7009169258005223e6	0.
-0.00004149135642080575	2.2169471326484182e-11	NaN	NaN	NaN	24420.038084088996	4.259800411909375e6	-1.7309886342910918e-7
-0.0000376917816569957	2.2169471326484182e-11	NaN	NaN	NaN	26958.445342470037	4.946399300843311e6	0.
-0.00003389220689318565	2.2169471326484182e-11	NaN	NaN	NaN	30097.860264369105	5.843963906093326e6	-1.5129741669065837e-7
-0.0000452909311846158	2.2169471326484182e-11	NaN	NaN	NaN	22323.405243104076	3.72008359493084e6	0.
-0.00004133937343025335	2.2169471326484182e-11	NaN	NaN	NaN	24512.237065407342	4.284110382444099e6	-2.201611781054591e-7
-0.0000375397986664433	2.2169471326484182e-11	NaN	NaN	NaN	27071.18614477411	4.977719775141536e6	0.
-0.00003374022390263325	2.2169471326484182e-11	NaN	NaN	NaN	30239.033030284278	5.8855526850288855e6	-2.648777285459536e-7
-0.0000451389481940634	2.2169471326484182e-11	NaN	NaN	NaN	22400.25629614868	3.7394185623759995e6	0.
-0.000041187390439700946	2.2169471326484182e-11	NaN	NaN	NaN	24605.1443954894	4.308655616998681e6	-1.4656263006077122e-7
-0.0000373878156758909	2.2169471326484182e-11	NaN	NaN	NaN	27184.889648660075	5.009370844659267e6	0.
-0.00003358824091208085	2.2169471326484182e-11	NaN	NaN	NaN	30381.564163854986	5.927648220777178e6	0.
-0.000044986965203511	2.2169471326484182e-11	NaN	NaN	NaN	22477.644330133364	3.7589231238580025e6	0.
-0.00004103540744914855	2.2169471326484182e-11	NaN	NaN	NaN	24698.7683798538	4.333439931913616e6	0.
-0.00003723583268533849	2.2169471326484182e-11	NaN	NaN	NaN	27299.568442556643	5.0413671936380835e6	-3.8712635570188915e-7
-0.000033436257921528444	2.2169471326484182e-11	NaN	NaN	NaN	30525.473772424233	5.970257716313044e6	0.
-0.000044834982212958595	2.2169471326484182e-11	NaN	NaN	NaN	22555.57505657099	3.77860077090266e6	0.
-0.00004088342445859614	2.2169471326484182e-11	NaN	NaN	NaN	24793.117456104752	4.3584652817331925e6	0.
-0.00003708384969478609	2.2169471326484182e-11	NaN	NaN	NaN	27415.235338889	5.073712073832729e6	-1.4453034782177405e-7
-0.000033284274930976045	2.2169471326484182e-11	NaN	NaN	NaN	30670.782370153294	6.013390216929429e6	-1.3341184417159148e-7
-0.000044682999222406196	2.2169471326484182e-11	NaN	NaN	NaN	22634.054269165084	3.798450468687691e6	-2.533580813094206e-7
