# Filename	binding_0\d7b7b9bc-d874-4a8d-9938-a314dfc5513a.txt
# Source	C:\Users\labuser\Documents\2D-Comp-Model\computation\Turning Time\turning.nb
# Note	1D calculation of binding time vs. field and orbit energy.
# Date	2018-03-06T19:49:24
# Dir	1
# field	2.3530754653549e-11
# zi	6.
W	field	zb	tb	argtb	zt	tt	argtt
-0.000045594897165720605	2.3530754653549e-11	NaN	NaN	NaN	22186.311700462375	3.686613638206936e6	-1.084102336190015e-7
-0.00004164333941135815	2.3530754653549e-11	NaN	NaN	NaN	24348.434448979817	4.242252960284196e6	-3.6013019109706705e-7
-0.0000378437646475481	2.3530754653549e-11	NaN	NaN	NaN	26873.476731126484	4.924684326422194e6	0.
-0.000045442914175168206	2.3530754653549e-11	NaN	NaN	NaN	22262.261462118266	3.705672432454439e6	0.
-0.00004149135642080575	2.3530754653549e-11	NaN	NaN	NaN	24440.160849287247	4.266419811862397e6	0.
-0.0000376917816569957	2.3530754653549e-11	NaN	NaN	NaN	26985.60780916773	4.95580763852743e6	0.
-0.000034044189883738054	2.3530754653549e-11	NaN	NaN	NaN	29995.464106498956	5.816583697123267e6	-1.9788870954790115e-7
-0.0000452909311846158	2.3530754653549e-11	NaN	NaN	NaN	22338.73920291657	3.724896669729137e6	-3.7768759229519674e-7
-0.00004133937343025335	2.3530754653549e-11	NaN	NaN	NaN	24532.590939387097	4.29081878185566e6	0.
-0.0000375397986664433	2.3530754653549e-11	NaN	NaN	NaN	27098.69507688042	4.987264751234284e6	-1.2733147726366026e-7
-0.00003389220689318565	2.3530754653549e-11	NaN	NaN	NaN	30135.833048966797	5.857906376057369e6	0.
-0.0000451389481940634	2.3530754653549e-11	NaN	NaN	NaN	22415.750512917482	3.7442909928076398e6	0.
-0.000041187390439700946	2.3530754653549e-11	NaN	NaN	NaN	24625.732964151146	4.315454072367559e6	0.
-0.0000373878156758909	2.3530754653549e-11	NaN	NaN	NaN	27212.751031525226	5.0190642142022895e6	0.
-0.00003374022390263325	2.3530754653549e-11	NaN	NaN	NaN	30277.551030176535	5.899729855110888e6	-3.196709915615432e-7
-0.000044986965203511	2.3530754653549e-11	NaN	NaN	NaN	22493.301062296778	3.763855270728389e6	-8.248292873327529e-7
-0.00004103540744914855	2.3530754653549e-11	NaN	NaN	NaN	24719.595299568235	4.340329686394509e6	-1.523350051837389e-7
-0.00003723583268533849	2.3530754653549e-11	NaN	NaN	NaN	27327.78839281713	5.05120698622785e6	0.
-0.00003358824091208085	2.3530754653549e-11	NaN	NaN	NaN	30420.63801756573	5.942065273297719e6	-1.6879918958518512e-7
-0.000044834982212958595	2.3530754653549e-11	NaN	NaN	NaN	22571.39660280183	3.7835936170461834e6	0.
-0.00004088342445859614	2.3530754653549e-11	NaN	NaN	NaN	24814.186455395382	4.365449697157923e6	0.
-0.00003708384969478609	2.3530754653549e-11	NaN	NaN	NaN	27443.820107977663	5.083700687902269e6	-2.2876787077171415e-7
-0.000033436257921528444	2.3530754653549e-11	NaN	NaN	NaN	30565.11438293502	5.984920789146927e6	-4.357868856749639e-7
-0.000044682999222406196	2.3530754653549e-11	NaN	NaN	NaN	22650.042969241003	3.8035059844320063e6	0.
-0.00004073144146804374	2.3530754653549e-11	NaN	NaN	NaN	24909.515077877117	4.390815474865358e6	-3.2005082667265146e-7
-0.000036931866704233694	2.3530754653549e-11	NaN	NaN	NaN	27560.85935692781	5.116551758403438e6	0.
-0.000033284274930976045	2.3530754653549e-11	NaN	NaN	NaN	30711.00091294207	6.028305627987031e6	-3.624739241176493e-7
-0.00004453101623185379	2.3530754653549e-11	NaN	NaN	NaN	22729.246081005604	3.823596535991697e6	0.
-0.00004057945847749134	2.3530754653549e-11	NaN	NaN	NaN	25005.589952528895	4.4164328446889175e6	0.
-0.00003677988371368129	2.3530754653549e-11	NaN	NaN	NaN	27678.919557627916	5.149763538365392e6	-1.7739257076212452e-7
-0.00003313229194042364	2.3530754653549e-11	NaN	NaN	NaN	30858.318819930144	6.072229194608964e6	-1.3575177485634526e-7
-0.00004437903324130139	2.3530754653549e-11	NaN	NaN	NaN	22809.011943625654	3.843866477622279e6	0.
-0.00004042747548693894	2.3530754653549e-11	NaN	NaN	NaN	25102.420006992812	4.442303335610581e6	0.
-0.00003662790072312889	2.3530754653549e-11	NaN	NaN	NaN	27798.01437156433	5.183346089729304e6	0.
-0.00003298030894987124	2.3530754653549e-11	NaN	NaN	NaN	31007.089753103966	6.116701820987768e6	0.
-0.000044227050250748985	2.3530754653549e-11	NaN	NaN	NaN	22889.346650360974	3.864317952503892e6	0.
-0.00004027549249638654	2.3530754653549e-11	NaN	NaN	NaN	25200.014313962696	4.468430836797148e6	0.
-0.00003647591773257648	2.3530754653549e-11	NaN	NaN	NaN	27918.15770939444	5.217296595901368e6	-2.0562241800772104e-7
-0.000032828325959318834	2.3530754653549e-11	NaN	NaN	NaN	31157.335810067576	6.161732129231914e6	0.
-0.000044075067260196586	2.3530754653549e-11	NaN	NaN	NaN	22970.25638382807	3.884954225125889e6	0.
-0.00004012350950583413	2.3530754653549e-11	NaN	NaN	NaN	25298.3820941841	4.494819121716408e6	-2.2692084001709087e-7
-0.00003632393474202408	2.3530754653549e-11	NaN	NaN	NaN	28039.36373674906	5.251629838458118e6	0.
-0.000032676342968766434	2.3530754653549e-11	NaN	NaN	NaN	31309.079548734404	6.207329421173895e6	-2.0244175853980079e-7
-0.000043923084269644186	2.3530754653549e-11	NaN	NaN	NaN	23051.74741766292	3.9057771629372267e6	0.
-0.00003997152651528173	2.3530754653549e-11	NaN	NaN	NaN	25397.532719528703	4.521473354695212e6	0.
-0.000036171951751471684	2.3530754653549e-11	NaN	NaN	NaN	28161.646880202592	5.286346952509723e6	-1.6072490515228073e-7
-0.000032524359978214035	2.3530754653549e-11	NaN	NaN	NaN	31462.34399962837	6.253506843773672e6	-5.815263614511471e-7
-0.00004377110127909178	2.3530754653549e-11	NaN	NaN	NaN	23133.826118222605	3.926788670796996e6	-6.87718161669828e-7
-0.000039819543524729326	2.3530754653549e-11	NaN	NaN	NaN	25497.475716148503	4.548395540210165e6	0.
-0.00003601996876091928	2.3530754653549e-11	NaN	NaN	NaN	28285.021833412207	5.3214563497718815e6	-2.740216365223391e-7
-0.00003237237698766163	2.3530754653549e-11	NaN	NaN	NaN	31617.152678588933	6.300272352174712e6	-3.5537411351044294e-7
-0.00004361911828853938	2.3530754653549e-11	NaN	NaN	NaN	23216.49894632483	3.947992125496868e6	-1.1148347902138547e-7
-0.00003966756053417693	2.3530754653549e-11	NaN	NaN	NaN	25598.220767708488	4.575589487294165e6	-6.530916472835276e-7
-0.00003586798577036688	2.3530754653549e-11	NaN	NaN	NaN	28409.50356343631	5.356964462659507e6	0.
-0.00003222039399710923	2.3530754653549e-11	NaN	NaN	NaN	31773.529599895366	6.347639667642622e6	0.
-0.000043467135297986975	2.3530754653549e-11	NaN	NaN	NaN	23299.7724590276	3.9693895204335465e6	-1.682449027822244e-7
-0.00003951557754362453	2.3530754653549e-11	NaN	NaN	NaN	25699.777718703084	4.60306102917002e6	0.
-0.00003571600277981447	2.3530754653549e-11	NaN	NaN	NaN	28535.107317234688	5.392875270114682e6	-4.5150192516548343e-7
-0.000032068411006556824	2.3530754653549e-11	NaN	NaN	NaN	31931.49928982896	6.395615444669647e6	-3.535591969830052e-7
-0.000043315152307434576	2.3530754653549e-11	NaN	NaN	NaN	23383.65331145009	3.990983446410132e6	-1.1907399245906913e-7
-0.00003936359455307212	2.3530754653549e-11	NaN	NaN	NaN	25802.156577858295	4.63081259578945e6	0.
-0.000035564019789262074	2.3530754653549e-11	NaN	NaN	NaN	28661.84862835805	5.4291978569056615e6	-1.867063607210358e-7
-0.000031916428016004425	2.3530754653549e-11	NaN	NaN	NaN	32091.086800688074	6.444216955209904e6	0.
-0.00004316316931688218	2.3530754653549e-11	NaN	NaN	NaN	23468.14825863425	4.0127768826545e6	0.
-0.00003921161156251972	2.3530754653549e-11	NaN	NaN	NaN	25905.367521620377	4.658848038153064e6	0.
-0.00003541203679870967	2.3530754653549e-11	NaN	NaN	NaN	28789.743323834475	5.465938119802165e6	-1.5877584403552997e-7
-0.000031764445025452026	2.3530754653549e-11	NaN	NaN	NaN	32252.3177252766	6.4934492136987485e6	0.
-0.00004301118632632977	2.3530754653549e-11	NaN	NaN	NaN	23553.264157451496	4.0347722458736575e6	0.
-0.00003905962857196732	2.3530754653549e-11	NaN	NaN	NaN	26009.420897736796	4.687171877275921e6	-1.721977852241614e-7
-0.00003526005380815727	2.3530754653549e-11	NaN	NaN	NaN	28918.80753125794	5.503107327605057e6	0.
-0.00003161246203489962	2.3530754653549e-11	NaN	NaN	NaN	32415.218211883184	6.5433290664610835e6	0.
-0.00004285920333577737	2.3530754653549e-11	NaN	NaN	NaN	23639.00796855114	4.056970650948836e6	0.
-0.00003890764558141492	2.3530754653549e-11	NaN	NaN	NaN	26114.327228928632	4.715789872871606e6	0.
-0.00003510807081760487	2.3530754653549e-11	NaN	NaN	NaN	29049.05768608732	5.540699371370374e6	-3.2657317576334325e-7
-0.00003146047904434722	2.3530754653549e-11	NaN	NaN	NaN	32579.814979770876	6.593866510351053e6	0.
-0.000042707220345224966	2.3530754653549e-11	NaN	NaN	NaN	23725.386758356923	4.079376761424075e6	0.
