# Filename	C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\Turning Timeresults\2018-02-05T05-38-52.txt
# Source	C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\Turning Time\turning.nb
# Note	1D calculation of turning time vs. field and orbit energy.
# Date	2018-02-05T05:38:52
# Dir	-1
# field	4.647810216692736e-11
# zi	-6.
W	field	zt	t	argt
-0.000030396600266570223	4.647810216692736e-11	-31391.631466892963	6.074512458191362e6	0.
-0.000025229178221253285	4.647810216692736e-11	-37100.85652693316	7.754287967064752e6	0.
-0.000030244617265237375	4.647810216692736e-11	-31535.468908505365	6.115383082590219e6	0.
-0.000025077195219920433	4.647810216692736e-11	-37298.46202820899	7.814425211484769e6	0.
-0.000030092634263904523	4.647810216692736e-11	-31680.571534396946	6.156692987783189e6	0.
-0.000024925212218587585	4.647810216692736e-11	-37498.053943567546	7.875294788963401e6	0.
-0.00002994065126257167	4.647810216692736e-11	-31826.955322614638	6.198448899762586e6	0.
-0.000024773229217254733	4.647810216692736e-11	-37699.66039203588	7.936908015915217e6	0.
-0.00002978866826123882	4.647810216692736e-11	-31974.63650730169	6.240657854552148e6	0.
-0.00002462124621592188	4.647810216692736e-11	-37903.30998528646	7.9992771382638225e6	0.
-0.000029636685259905967	4.647810216692736e-11	-32123.63158353242	6.283324006614793e6	0.
-0.00002446926321458903	4.647810216692736e-11	-38109.0318374272	8.062413867816917e6	0.
-0.00002948470225857312	4.647810216692736e-11	-32273.957312249076	6.326456699821193e6	0.
-0.00002431728021325618	4.647810216692736e-11	-38316.85557499326	8.126331236274862e6	0.
-0.000029332719257240267	4.647810216692736e-11	-32425.63072530093	6.3700612314727465e6	0.
-0.00002416529721192333	4.647810216692736e-11	-38526.81134714337	8.191040997939607e6	0.
-0.000029180736255907415	4.647810216692736e-11	-32578.669130590333	6.414144683655183e6	0.
-0.000024013314210590477	4.647810216692736e-11	-38738.929836065254	8.2565563961207615e6	0.
-0.000029028753254574563	4.647810216692736e-11	-32733.090117326217	6.458714242697454e6	0.
-0.000023861331209257626	4.647810216692736e-11	-38953.24226759285	8.322890747407371e6	0.
-0.00002887677025324171	4.647810216692736e-11	-32888.91156138819	6.503777438422349e6	0.
-0.000023709348207924774	4.647810216692736e-11	-39169.78042203937	8.390056169452531e6	0.
-0.000028724787251908863	4.647810216692736e-11	-33046.15163080323	6.549341033066453e6	0.
-0.000023557365206591925	4.647810216692736e-11	-39388.57664525006	8.458067541721884e6	0.
-0.00002857280425057601	4.647810216692736e-11	-33204.82879133798	6.5954122773246635e6	0.
-0.000023405382205259074	4.647810216692736e-11	-39609.66385987742	8.526938198658852e6	0.
-0.00002842082124924316	4.647810216692736e-11	-33364.96181220849	6.641999543366102e6	0.
-0.000023253399203926222	4.647810216692736e-11	-39833.07557688335	8.596682257853333e6	0.
-0.000028268838247910308	4.647810216692736e-11	-33526.56977191002	6.6891091714733625e6	0.
-0.00002310141620259337	4.647810216692736e-11	-40058.84590727122	8.667314048313133e6	0.
-0.000028116855246577456	4.647810216692736e-11	-33689.67206417013	6.73674969303005e6	0.
-0.000022949433201260518	4.647810216692736e-11	-40287.00957405162	8.73884804279574e6	0.
-0.000027964872245244608	4.647810216692736e-11	-33854.28840402681	6.784929890681656e6	0.
-0.00002279745019992767	4.647810216692736e-11	-40517.601924445196	8.811299454628535e6	0.
-0.000027812889243911756	4.647810216692736e-11	-34020.4388340345	6.833656167418354e6	0.
-0.000022645467198594818	4.647810216692736e-11	-40750.65894232599	8.884683389344616e6	0.
-0.000027660906242578904	4.647810216692736e-11	-34188.14373060164	6.882937898799585e6	0.
-0.000022493484197261966	4.647810216692736e-11	-40986.2172609087	8.959015240845213e6	0.
-0.000027508923241246052	4.647810216692736e-11	-34357.42381046093	6.932783258937578e6	0.
-0.000022341501195929114	4.647810216692736e-11	-41224.314175683285	9.034310119566185e6	0.
-0.0000273569402399132	4.647810216692736e-11	-34528.3001372765	6.98320077660125e6	0.
-0.000022189518194596263	4.647810216692736e-11	-41464.98765760009	9.110585322564038e6	0.
-0.000027204957238580352	4.647810216692736e-11	-34700.79412839002	7.034199386451555e6	0.
-0.000022037535193263414	4.647810216692736e-11	-41708.27636650831	9.187855963626612e6	0.
