# Filename	C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\Turning Timeresults\2018-02-05T05-29-56.txt
# Source	C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\Turning Time\turning.nb
# Note	1D calculation of turning time vs. field and orbit energy.
# Date	2018-02-05T05:29:56
# Dir	-1
# field	1.5168585644436545e-11
# zi	-6.
W	field	zt	t	argt
-0.000030396600266570223	1.5168585644436545e-11	-32375.35869893807	6.432129100287523e6	0.
-0.000025229178221253285	1.5168585644436545e-11	-38734.57704913038	8.39619812623781e6	0.
-0.000030244617265237375	1.5168585644436545e-11	-32532.919785932067	6.478768705454434e6	-1.8831310786285988e-7
-0.000025077195219920433	1.5168585644436545e-11	-38958.79497774156	8.468384232077984e6	0.
-0.000030092634263904523	1.5168585644436545e-11	-32691.997392066587	6.525966834684921e6	0.
-0.000024925212218587585	1.5168585644436545e-11	-39185.564395475754	8.541584766610175e6	-2.1913674405244382e-7
-0.00002994065126257167	1.5168585644436545e-11	-32852.61315786205	6.573731427659489e6	0.
-0.000024773229217254733	1.5168585644436545e-11	-39414.928072217735	8.615824272089072e6	0.
-0.00002978866826123882	1.5168585644436545e-11	-33014.789130487974	6.622071053107461e6	0.
-0.00002462124621592188	1.5168585644436545e-11	-39646.92971515542	8.691117969501402e6	-5.558384073970729e-7
-0.000029636685259905967	1.5168585644436545e-11	-33178.547773187594	6.670996387834203e6	0.
-0.00002446926321458903	1.5168585644436545e-11	-39881.61399389495	8.767490585275691e6	0.
-0.00002948470225857312	1.5168585644436545e-11	-33343.91197495822	6.720520304366471e6	0.
-0.00002431728021325618	1.5168585644436545e-11	-40119.02656636521	8.84495902401243e6	0.
-0.000029332719257240267	1.5168585644436545e-11	-33510.905060498044	6.770643638189417e6	0.
-0.00002416529721192333	1.5168585644436545e-11	-40359.214105536084	8.923546129941843e6	-2.536676093221429e-7
-0.000029180736255907415	1.5168585644436545e-11	-33679.550800428784	6.821385051630762e6	0.
-0.000024013314210590477	1.5168585644436545e-11	-40602.22432698072	9.00327770678301e6	0.
-0.000029028753254574563	1.5168585644436545e-11	-33849.87342180007	6.87275364226969e6	0.
-0.000023861331209257626	1.5168585644436545e-11	-40848.10601731378	9.084171716901205e6	-3.863785898923749e-7
-0.00002887677025324171	1.5168585644436545e-11	-34021.8976188866	6.924758695720853e6	0.
-0.000023709348207924774	1.5168585644436545e-11	-41096.909063532	9.166255842463844e6	0.
-0.000028724787251908863	1.5168585644436545e-11	-34195.64856428725	6.977409370111357e6	0.
-0.000023557365206591925	1.5168585644436545e-11	-41348.684483296725	9.249550864640487e6	0.
-0.00002857280425057601	1.5168585644436545e-11	-34371.15192033489	7.0307192970191995e6	0.
-0.000023405382205259074	1.5168585644436545e-11	-41603.48445618485	9.334080606147358e6	-4.342652099085148e-7
-0.00002842082124924316	1.5168585644436545e-11	-34548.43385082775	7.084699133553027e6	-2.1800283512485208e-7
-0.000023253399203926222	1.5168585644436545e-11	-41861.3623559486	9.41987505221067e6	0.
-0.000028268838247910308	1.5168585644436545e-11	-34727.52103309124	7.139362860432943e6	0.
-0.00002310141620259337	1.5168585644436545e-11	-42122.37278381899	9.50695479409501e6	0.
-0.000028116855246577456	1.5168585644436545e-11	-34908.440670384196	7.194717503665728e6	-7.074829395788897e-7
-0.000022949433201260518	1.5168585644436545e-11	-42386.57160288966	9.595350199799888e6	0.
-0.000027964872245244608	1.5168585644436545e-11	-35091.22050465584	7.250780560675106e6	0.
-0.00002279745019992767	1.5168585644436545e-11	-42654.0159736224	9.685083729200587e6	0.
-0.000027812889243911756	1.5168585644436545e-11	-35275.88882966988	7.3075591911209505e6	-2.5876909138423714e-7
-0.000022645467198594818	1.5168585644436545e-11	-42924.764390514916	9.776186100023722e6	0.
-0.000027660906242578904	1.5168585644436545e-11	-35462.47450450341	7.365071474416584e6	0.
-0.000022493484197261966	1.5168585644436545e-11	-43198.87671997275	9.8686859983723e6	0.
-0.000027508923241246052	1.5168585644436545e-11	-35651.00696743683	7.423325901875502e6	0.
-0.000022341501195929114	1.5168585644436545e-11	-43476.41423943073	9.962614130435225e6	0.
-0.0000273569402399132	1.5168585644436545e-11	-35841.51625024407	7.482337327256994e6	0.
-0.000022189518194596263	1.5168585644436545e-11	-43757.439677769245	1.005799572111908e7	0.
-0.000027204957238580352	1.5168585644436545e-11	-36034.03299289921	7.54212099732966e6	0.
-0.000022037535193263414	1.5168585644436545e-11	-44042.01725707453	1.0154866287926484e7	0.
-0.0000270529742372475	1.5168585644436545e-11	-36228.58845871095	7.602687243826718e6	0.
-0.000021885552191930562	1.5168585644436545e-11	-44330.212735791276	1.0253256711756265e7	0.
-0.000026900991235914648	1.5168585644436545e-11	-36425.21454990184	7.664051701058829e6	-2.6656016261527846e-7
-0.00002173356919059771	1.5168585644436545e-11	-44622.09345332076	1.0353197250709074e7	0.
-0.000026749008234581796	1.5168585644436545e-11	-36623.94382364382	7.726235042965895e6	0.
-0.00002158158618926486	1.5168585644436545e-11	-44917.728376118444	1.0454723779113343e7	0.
-0.000026597025233248945	1.5168585644436545e-11	-36824.80950856886	7.789237988924925e6	-2.5411682276690915e-7
-0.000021429603187932007	1.5168585644436545e-11	-45217.18814534608	1.0557869266771458e7	0.
-0.000026445042231916096	1.5168585644436545e-11	-37027.84552176744	7.853091158115909e6	0.
