# Filename	C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\Turning Timeresults\2018-02-05T05-36-23.txt
# Source	C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\Turning Time\turning.nb
# Note	1D calculation of turning time vs. field and orbit energy.
# Date	2018-02-05T05:36:23
# Dir	-1
# field	3.772699506436782e-11
# zi	-6.
W	field	zt	t	argt
-0.000030396600266570223	3.772699506436782e-11	-31654.74675105123	6.168868387002207e6	0.
-0.000025229178221253285	3.772699506436782e-11	-37530.37186348165	7.919894099367148e6	0.
-0.000030244617265237375	3.772699506436782e-11	-31802.148149312	6.211211144657452e6	0.
-0.000025077195219920433	3.772699506436782e-11	-37734.69309342321	7.982997842954334e6	0.
-0.000030092634263904523	3.772699506436782e-11	-31950.877581097226	6.254022462623538e6	0.
-0.000024925212218587585	3.772699506436782e-11	-37941.13598882548	8.046899916037466e6	0.
-0.00002994065126257167	3.772699506436782e-11	-32100.952375103676	6.2973087721826425e6	0.
-0.000024773229217254733	3.772699506436782e-11	-38149.731948179426	8.111614075896831e6	0.
-0.00002978866826123882	3.772699506436782e-11	-32252.390150000283	6.3410779102728795e6	0.
-0.00002462124621592188	3.772699506436782e-11	-38360.512954084574	8.177153222501226e6	0.
-0.000029636685259905967	3.772699506436782e-11	-32405.208820223383	6.3853367095129145e6	0.
-0.00002446926321458903	3.772699506436782e-11	-38573.51158586994	8.24353050253069e6	0.
-0.00002948470225857312	3.772699506436782e-11	-32559.42660190382	6.430092057373599e6	0.
-0.00002431728021325618	3.772699506436782e-11	-38788.76103251033	8.310761919069623e6	0.
-0.000029332719257240267	3.772699506436782e-11	-32715.062018928355	6.4753522751111e6	0.
-0.00002416529721192333	3.772699506436782e-11	-39006.295105844496	8.378861787366158e6	0.
-0.000029180736255907415	3.772699506436782e-11	-32872.13390913883	6.521124285319032e6	0.
-0.000024013314210590477	3.772699506436782e-11	-39226.148254102736	8.447843091826491e6	0.
-0.000029028753254574563	3.772699506436782e-11	-33030.66143067277	6.567416356430245e6	0.
-0.000023861331209257626	3.772699506436782e-11	-39448.35557575087	8.51772266065769e6	0.
-0.00002887677025324171	3.772699506436782e-11	-33190.66406844857	6.614237665773741e6	0.
-0.000023709348207924774	3.772699506436782e-11	-39672.95283365705	8.588515533603454e6	0.
-0.000028724787251908863	3.772699506436782e-11	-33352.16164079852	6.661598585645593e6	0.
-0.000023557365206591925	3.772699506436782e-11	-39899.97646958946	8.660236982652225e6	0.
-0.00002857280425057601	3.772699506436782e-11	-33515.17430625436	6.709493654375299e6	0.
-0.000023405382205259074	3.772699506436782e-11	-40129.46361905206	8.7329037089446e6	0.
-0.00002842082124924316	3.772699506436782e-11	-33679.722570488135	6.757947026912048e6	0.
-0.000023253399203926222	3.772699506436782e-11	-40361.45212646548	8.806531086321466e6	0.
-0.000028268838247910308	3.772699506436782e-11	-33845.82729341195	6.806963583967072e6	0.
-0.00002310141620259337	3.772699506436782e-11	-40595.98056070133	8.881136729480164e6	0.
-0.000028116855246577456	3.772699506436782e-11	-34013.50969644131	6.856546511085661e6	0.
-0.000022949433201260518	3.772699506436782e-11	-40833.088230976966	8.956738182890758e6	0.
-0.000027964872245244608	3.772699506436782e-11	-34182.791369926446	6.906711147346967e6	0.
-0.00002279745019992767	3.772699506436782e-11	-41072.81520311866	9.033352068121001e6	0.
-0.000027812889243911756	3.772699506436782e-11	-34353.694280753414	6.957462277089737e6	0.
-0.000022645467198594818	3.772699506436782e-11	-41315.202316201576	9.110995705056004e6	0.
-0.000027660906242578904	3.772699506436782e-11	-34526.24078012232	7.008810919301899e6	0.
-0.000022493484197261966	3.772699506436782e-11	-41560.29119957368	9.189688299905637e6	0.
-0.000027508923241246052	3.772699506436782e-11	-34700.453611504374	7.0607666748935245e6	0.
-0.000022341501195929114	3.772699506436782e-11	-41808.12429027205	9.269446994966412e6	0.
-0.0000273569402399132	3.772699506436782e-11	-34876.355918783425	7.11333840552773e6	0.
-0.000022189518194596263	3.772699506436782e-11	-42058.74485083987	9.350292924020398e6	0.
-0.000027204957238580352	3.772699506436782e-11	-35053.97125458637	7.166536674488367e6	0.
-0.000022037535193263414	3.772699506436782e-11	-42312.19698755151	9.432242468293462e6	0.
-0.0000270529742372475	3.772699506436782e-11	-35233.32358880656	7.2203696625862215e6	0.
-0.000021885552191930562	3.772699506436782e-11	-42568.52566905531	9.515318611297183e6	0.
-0.000026900991235914648	3.772699506436782e-11	-35414.4373173256	7.274850064091037e6	0.
-0.00002173356919059771	3.772699506436782e-11	-42827.77674544004	9.599538802834174e6	0.
-0.000026749008234581796	3.772699506436782e-11	-35597.337270937285	7.329986204655612e6	0.
-0.00002158158618926486	3.772699506436782e-11	-43089.99696773628	9.684925466989001e6	0.
-0.000026597025233248945	3.772699506436782e-11	-35782.04872448017	7.385790232523167e6	0.
-0.000021429603187932007	3.772699506436782e-11	-43355.23400785804	9.771499329234278e6	0.
-0.000026445042231916096	3.772699506436782e-11	-35968.59740618191	7.442271598901901e6	0.
-0.00002127762018659916	3.772699506436782e-11	-43623.53647899503	9.859280405484356e6	0.
-0.000026293059230583244	3.772699506436782e-11	-36157.00950722233	7.4994418412283575e6	0.
-0.000021125637185266307	3.772699506436782e-11	-43894.95395646304	9.948291221048148e6	0.
-0.000026141076229250393	3.772699506436782e-11	-36347.31169151913	7.557312403664158e6	0.
-0.000020973654183933455	3.772699506436782e-11	-44169.536999020514	1.0038554739082431e7	0.
-0.00002598909322791754	3.772699506436782e-11	-36539.531105742215	7.615894658814819e6	0.
-0.000020821671182600603	3.772699506436782e-11	-44447.33717065999	1.0130094013597606e7	0.
-0.00002583711022658469	3.772699506436782e-11	-36733.69538956204	7.67519961375618e6	0.
-0.00002066968818126775	3.772699506436782e-11	-44728.407062882005	1.0222931798202982e7	0.
-0.00002568512722525184	3.772699506436782e-11	-36929.83268613774	7.735240072581037e6	0.
-0.000020517705179934903	3.772699506436782e-11	-45012.80031746026	1.0317092165753484e7	0.
-0.00002553314422391899	3.772699506436782e-11	-37127.97165285016	7.796027525956212e6	0.
-0.00002036572217860205	3.772699506436782e-11	-45300.571649705234	1.0412598969744999e7	0.
-0.000025381161222586137	3.772699506436782e-11	-37328.14147228647	7.857574705721671e6	0.
-0.0000202137391772692	3.772699506436782e-11	-45591.7768722344	1.0509477040151244e7	0.
-0.000020061756175936347	3.772699506436782e-11	-45886.47291925677	1.06077521828415e7	0.
-0.00001489433413061941	3.772699506436782e-11	-58477.741586181575	1.500304381974065e7	0.
-0.000019909773174603496	3.772699506436782e-11	-46184.71787137898	1.0707450866732527e7	0.
-0.00001474235112928656	3.772699506436782e-11	-58941.30934734408	1.5171297358079977e7	0.
-0.000019757790173270647	3.772699506436782e-11	-46486.57098094014	1.0808598291420674e7	0.
-0.000014590368127953708	3.772699506436782e-11	-59411.41485700794	1.5342328813665155e7	0.
-0.000019605807171937795	3.772699506436782e-11	-46792.0926978829	1.0911222827157639e7	0.
-0.000014438385126620856	3.772699506436782e-11	-59888.178659028854	1.5516193216859322e7	0.
-0.000019453824170604944	3.772699506436782e-11	-47101.344696166496	1.1015350496483037e7	0.
-0.000014286402125288006	3.772699506436782e-11	-60371.72373980207	1.5692946775712349e7	0.
-0.000019301841169272092	3.772699506436782e-11	-47414.38990072921	1.112101100493339e7	0.
-0.000014134419123955154	3.772699506436782e-11	-60862.175570612984	1.587264594140081e7	0.
-0.00001914985816793924	3.772699506436782e-11	-47731.2925150051	1.1228232129079018e7	0.
-0.000013982436122622304	3.772699506436782e-11	-61359.6621499175	1.6055349002486633e7	0.
