,f,tt_up,tt_down,tr_up,tr_down,tb_up,tb_down,tp_up,il
779,1.5149135100000002e-11,7.899922680701603e-05,-7.78441708055721e-06,2.0682088332902956e-05,-7.784946705850034e-06,8.653840844044373e-05,-7.782722944500537e-06,7.109682296744339e-05,-7.784377971296101e-06
780,1.5168582e-11,7.920043780508175e-05,-7.789411865213544e-06,2.073266897517145e-05,-7.789938230224726e-06,8.674496336568823e-05,-7.787705028739564e-06,7.129308506500462e-05,-7.789372760370376e-06
781,1.51880289e-11,7.940191642830139e-05,-7.794403449109738e-06,2.0783312170167158e-05,-7.794926657592297e-06,8.695176569984203e-05,-7.792716394840691e-06,7.14896119952673e-05,-7.794364348681681e-06
782,1.5207475800000002e-11,7.960364083804008e-05,-7.799391838391253e-06,2.083402356272899e-05,-7.799911989202989e-06,8.715884398412612e-05,-7.797716147093292e-06,7.168643457651712e-05,-7.799352742375485e-06
783,1.5226922700000003e-11,7.980562744088161e-05,-7.80437703918392e-06,2.088478288035777e-05,-7.804894226578685e-06,8.736612986544827e-05,-7.802712866538996e-06,7.188348744913482e-05,-7.804337947577617e-06
784,1.52463696e-11,8.000787207487977e-05,-7.809359057594003e-06,2.0935611402337594e-05,-7.809873371507023e-06,8.757371105694802e-05,-7.807706381245202e-06,7.208079426762033e-05,-7.80931997039435e-06
785,1.52658165e-11,8.021037957269874e-05,-7.81433789970831e-06,2.0986502037037822e-05,-7.814849426016089e-06,8.778153380270349e-05,-7.812721324437032e-06,7.227837128690357e-05,-7.814298816912495e-06
786,1.5285263400000002e-11,8.041314683320455e-05,-7.819313571594257e-06,2.1037456198442096e-05,-7.819822392352166e-06,8.798962739810755e-05,-7.817711507853208e-06,7.247618650907136e-05,-7.819274493199481e-06
787,1.53047103e-11,8.061617011838179e-05,-7.82428607929999e-06,2.10884719146321e-05,-7.8247922729756e-06,8.819796236144618e-05,-7.822692804769827e-06,7.26743111062371e-05,-7.82424700530345e-06
788,1.5324157200000004e-11,8.081944558597395e-05,-7.829255428854426e-06,2.1139552463358537e-05,-7.829759070520221e-06,8.840656168863969e-05,-7.827670999988025e-06,7.287266516489273e-05,-7.829216359253332e-06
789,1.5343604100000002e-11,8.102299699145452e-05,-7.834221626267377e-06,2.1190691472554086e-05,-7.834712904051677e-06,8.861538718028175e-05,-7.832646169653118e-06,7.307129976665667e-05,-7.83418256105894e-06
790,1.5363051e-11,8.122679156566269e-05,-7.839184677529609e-06,2.1241897312979164e-05,-7.839675930193314e-06,8.882451765648894e-05,-7.837618406993051e-06,7.327017465867773e-05,-7.839145616711046e-06
791,1.5382497900000004e-11,8.143084615892872e-05,-7.844144588612941e-06,2.1293158637225776e-05,-7.844635816171944e-06,8.903387441819719e-05,-7.842596684131062e-06,7.346931849221053e-05,-7.844105532181475e-06
792,1.54019448e-11,8.16351699966304e-05,-7.84910136547032e-06,2.134449261101491e-05,-7.849592567940482e-06,8.924346843414474e-05,-7.847561979482484e-06,7.366872694033043e-05,-7.849062313423178e-06
793,1.5421391700000002e-11,8.1839738101473e-05,-7.85405501403591e-06,2.139588881045019e-05,-7.854546191433066e-06,8.945333693087721e-05,-7.852525072991414e-06,7.386839979302727e-05,-7.854015966370326e-06
794,1.5440838600000003e-11,8.204458031634537e-05,-7.859005540225177e-06,2.1447340176251995e-05,-7.859463242657118e-06,8.966343236975413e-05,-7.857486068672202e-06,7.406835691476983e-05,-7.858966496938386e-06
795,1.54602855e-11,8.224967121312671e-05,-7.863952949934958e-06,2.1498853457999002e-05,-7.864410627252092e-06,8.987383173913168e-05,-7.862434167952153e-06,7.426856337268325e-05,-7.863913911024204e-06
796,1.5479732400000002e-11,8.245501874614978e-05,-7.868897249043557e-06,2.1550432339392143e-05,-7.86935490126167e-06,9.008447152807867e-05,-7.86739534955634e-06,7.446899016590881e-05,-7.868858214506092e-06
797,1.5499179300000003e-11,8.266063347814129e-05,-7.873838443410826e-06,2.1602070763431624e-05,-7.874296070545684e-06,9.029534681057727e-05,-7.872350071086453e-06,7.466973829485579e-05,-7.873799413243902e-06
798,1.5518626200000004e-11,8.286649577324207e-05,-7.878776538878235e-06,2.1653777703272503e-05,-7.879234140945565e-06,9.050650133324804e-05,-7.877304651873376e-06,7.487071197225643e-05,-7.87873751307911e-06
799,1.55380731e-11,8.307263315997156e-05,-7.883711541268963e-06,2.170554858733478e-05,-7.884169118284468e-06,9.071789139115378e-05,-7.882259891275393e-06,7.507195702116716e-05,-7.883672519834903e-06
800,1.555752e-11,8.327902602029047e-05,-7.888643456387974e-06,2.1757378546260925e-05,-7.889101008367327e-06,9.092951815584585e-05,-7.88720365892586e-06,7.527347804220636e-05,-7.888604439316247e-06
801,1.5576966900000003e-11,8.348567327411688e-05,-7.893572290022098e-06,2.1809266707831585e-05,-7.894029816980939e-06,9.114141858357831e-05,-7.892133690745847e-06,7.547523747129186e-05,-7.893533277309978e-06
802,1.55964138e-11,8.369257394238698e-05,-7.898498047940105e-06,2.1861223528538252e-05,-7.898922099400272e-06,9.135360416386986e-05,-7.897058600444678e-06,7.56772721432701e-05,-7.898459039584874e-06
803,1.5615860700000002e-11,8.389973427218557e-05,-7.903420735892795e-06,2.1913238606330507e-05,-7.903844561815701e-06,9.156601795752399e-05,-7.902013891245984e-06,7.58795848525574e-05,-7.903381731891735e-06
804,1.5635307600000003e-11,8.410716633328443e-05,-7.908340359613064e-06,2.1965321249647954e-05,-7.908762246766768e-06,9.177869819811704e-05,-7.906932667876348e-06,7.608212383434348e-05,-7.908301359963466e-06
805,1.56547545e-11,8.431484736376017e-05,-7.913256924815988e-06,2.2017462888923134e-05,-7.91367681615279e-06,9.199161098179139e-05,-7.911848386516e-06,7.628493469859556e-05,-7.913217929515148e-06
806,1.56742014e-11,8.452278617671469e-05,-7.918170437198905e-06,2.2069665692359694e-05,-7.918588274033727e-06,9.22047867669125e-05,-7.916794503619174e-06,7.648803766547556e-05,-7.91813144624412e-06
807,1.5693648300000002e-11,8.473098973405738e-05,-7.92308090244148e-06,2.2121939317124367e-05,-7.923496624541665e-06,9.24182152182552e-05,-7.921704123421626e-06,7.669135231710465e-05,-7.923041915830057e-06
808,1.5713095200000003e-11,8.493944365045767e-05,-7.927988326205791e-06,2.217426676537336e-05,-7.928402086767167e-06,9.263191215420166e-05,-7.92663136432939e-06,7.689497348831421e-05,-7.92794934393504e-06
809,1.57325421e-11,8.514816398930657e-05,-7.932892714136407e-06,2.2226661978959415e-05,-7.933305027264618e-06,9.284584638862853e-05,-7.931540531437094e-06,7.7098826898322e-05,-7.932853736203638e-06
810,1.5751989000000002e-11,8.535713831283668e-05,-7.93779407186045e-06,2.22791253802191e-05,-7.93820486905214e-06,9.30600699681875e-05,-7.936446856034626e-06,7.730294813691747e-05,-7.937755098262985e-06
811,1.5771435900000003e-11,8.55663717318165e-05,-7.942692404987686e-06,2.233164216089299e-05,-7.943101612660028e-06,9.327451655602087e-05,-7.941350349994801e-06,7.750734686279377e-05,-7.942653435722851e-06
812,1.57908828e-11,8.577586893860938e-05,-7.947587719110592e-06,2.2384222948144048e-05,-7.947995258089281e-06,9.348922929499334e-05,-7.946251024971141e-06,7.771200896907759e-05,-7.947548754175718e-06
813,1.58103297e-11,8.598561754038622e-05,-7.952480019804436e-06,2.243686256587113e-05,-7.95288580476217e-06,9.370418689367633e-05,-7.951182343527705e-06,7.791691471104694e-05,-7.952441059196855e-06
814,1.5829776600000002e-11,8.619563296119611e-05,-7.95736931262734e-06,2.248957630107653e-05,-7.9577732513991e-06,9.391940697522051e-05,-7.956077413959677e-06,7.812209925019175e-05,-7.957330356344394e-06
815,1.58492235e-11,8.640591027784676e-05,-7.962255603120366e-06,2.2542341119877498e-05,-7.962657595974267e-06,9.413487903407377e-05,-7.960969697457412e-06,7.832752826646044e-05,-7.962216651159399e-06
816,1.58686704e-11,8.661643279820319e-05,-7.967138896807584e-06,2.2595170952730358e-05,-7.967538835583564e-06,9.435061632641298e-05,-7.965859202958104e-06,7.853322812894026e-05,-7.967099949165945e-06
817,1.5888117300000002e-11,8.682721348843457e-05,-7.972019199196147e-06,2.264807094980142e-05,-7.972405222718828e-06,9.456660133233701e-05,-7.970745937967834e-06,7.873918775974804e-05,-7.971980255871185e-06
818,1.5907564200000003e-11,8.703826426020152e-05,-7.976896515776345e-06,2.2701035409786955e-05,-7.977280965992702e-06,9.478283523158591e-05,-7.97562990808455e-06,7.894540689230884e-05,-7.976857576765427e-06
819,1.59270111e-11,8.724956932751369e-05,-7.981770852021719e-06,2.275405315960985e-05,-7.982153638327872e-06,9.499935382244688e-05,-7.980510596065784e-06,7.915188865824623e-05,-7.981731917322204e-06
820,1.5946458e-11,8.746114391447103e-05,-7.98664221338909e-06,2.2807134955486782e-05,-7.98702323698498e-06,9.52160968062261e-05,-7.985386408104299e-06,7.935864073052695e-05,-7.986603282998348e-06
821,1.5965904900000002e-11,8.767296278374061e-05,-7.991510605318652e-06,2.286029364941217e-05,-7.991889758196828e-06,9.543311457192621e-05,-7.99029302080096e-06,7.956563504893695e-05,-7.991471679234057e-06
822,1.59853518e-11,8.788504570043269e-05,-7.996376033234035e-06,2.291350059036094e-05,-7.996752968787946e-06,9.56503520624584e-05,-7.995141789849548e-06,7.977290801579453e-05,-7.996337111452967e-06
823,1.6004798700000004e-11,8.809739099545693e-05,-8.001238502542394e-06,2.296677178258314e-05,-8.001612617909718e-06,9.586787118429295e-05,-8.000008963108284e-06,7.9980468123991e-05,-8.001199585062231e-06
824,1.60242456e-11,8.830998532464883e-05,-8.006098018634438e-06,2.302010662253095e-05,-8.006469380713048e-06,9.608565663633837e-05,-8.004908996210994e-06,8.018824357066464e-05,-8.00605910545257e-06
825,1.60436925e-11,8.852284705870333e-05,-8.010954586884542e-06,2.307350185968571e-05,-8.011316572887813e-06,9.63036705588714e-05,-8.009773426829091e-06,8.039630225766873e-05,-8.010915677998365e-06
826,1.6063139400000003e-11,8.87359661767844e-05,-8.015808212650805e-06,2.3126967119653528e-05,-8.016159878588632e-06,9.652195182608466e-05,-8.0146349452492e-06,8.060462957504787e-05,-8.015769308057711e-06
827,1.60825863e-11,8.894933916553946e-05,-8.0206589012751e-06,2.3180494483291233e-05,-8.020999213314513e-06,9.674049619341761e-05,-8.019493478302272e-06,8.081320094732588e-05,-8.020620000972494e-06
828,1.6102033200000002e-11,8.916297770163794e-05,-8.02550665808316e-06,2.323407686137751e-05,-8.025867870644767e-06,9.695926895700461e-05,-8.024348927784405e-06,8.102205838005235e-05,-8.025467762068452e-06
829,1.6121480100000003e-11,8.93768688735348e-05,-8.030351488384655e-06,2.3287724399027372e-05,-8.030698750451048e-06,9.717834817265867e-05,-8.029201163553345e-06,8.123113897688037e-05,-8.030312596655252e-06
830,1.6140927e-11,8.959101906906797e-05,-8.035193397473232e-06,2.3341442734721337e-05,-8.035525061995547e-06,9.73976273838958e-05,-8.03405001490641e-06,8.144051288908146e-05,-8.03515451002655e-06
831,1.61603739e-11,8.980544277694944e-05,-8.040032390626606e-06,2.3395211634359416e-05,-8.040388992703314e-06,9.761718404392682e-05,-8.038896919409843e-06,8.165015814489116e-05,-8.039993507460066e-06
832,1.6179820800000002e-11,9.002010429913638e-05,-8.044868473106614e-06,2.3449050383505726e-05,-8.045222916066984e-06,9.783700236578547e-05,-8.043736470330286e-06,8.18600227541143e-05,-8.044829594217643e-06
833,1.6199267700000003e-11,9.023503449351863e-05,-8.049701650159293e-06,2.3502953632731836e-05,-8.050054419747225e-06,9.805706819967785e-05,-8.04857770950336e-06,8.207017490629575e-05,-8.049662775545321e-06
834,1.62187146e-11,9.045023369576703e-05,-8.054531927014938e-06,2.3556923407820636e-05,-8.054879833252659e-06,9.827738688483413e-05,-8.053408870238967e-06,8.228060945092158e-05,-8.0544930566734e-06
835,1.6238161500000002e-11,9.066567949034149e-05,-8.059359308888171e-06,2.3610952216375048e-05,-8.059704326163847e-06,9.849798304645533e-05,-8.058242065376185e-06,8.249128036090983e-05,-8.059320442816505e-06
836,1.6257608400000003e-11,9.088138184398186e-05,-8.064183800978e-06,2.3665042412414246e-05,-8.064525247398334e-06,9.871878619856609e-05,-8.063090426480047e-06,8.270219465787758e-05,-8.064144939173652e-06
837,1.62770553e-11,9.109734622688562e-05,-8.0690054084679e-06,2.3719194545796544e-05,-8.069343349877549e-06,9.893989434327782e-05,-8.0679108432219e-06,8.291341946789137e-05,-8.068966550928315e-06
838,1.62965022e-11,9.131356828335706e-05,-8.073824136525861e-06,2.377341013683849e-05,-8.074130337140589e-06,9.916124905249078e-05,-8.07275502698138e-06,8.312486641616474e-05,-8.073785283248496e-06
839,1.6315949100000002e-11,9.153005563032673e-05,-8.078639990304466e-06,2.382768915903269e-05,-8.07897403624636e-06,9.93828257600264e-05,-8.07757812335955e-06,8.333662307154137e-05,-8.078601141286776e-06
840,1.6335396e-11,9.174679358405166e-05,-8.08345297494094e-06,2.388203487524776e-05,-8.083784978028016e-06,9.960466679537346e-05,-8.082398448903042e-06,8.354859454606885e-05,-8.08341413018039e-06
841,1.63548429e-11,9.196380233221275e-05,-8.088263095557238e-06,2.3936442619143688e-05,-8.088593120983925e-06,9.982680667277348e-05,-8.087211515464224e-06,8.376081603257777e-05,-8.08822425505129e-06
842,1.6374289800000002e-11,9.218105502066953e-05,-8.093070357260076e-06,2.3990909472881373e-05,-8.093398467139916e-06,0.0001000491737809497,-8.092026168937007e-06,8.397331557153518e-05,-8.093031521006205e-06
843,1.6393736700000003e-11,9.239857291165088e-05,-8.097874765141024e-06,2.4045435622789283e-05,-8.098201018689639e-06,0.00010027180388278,-8.09683738412259e-06,8.418611155011646e-05,-8.097835933136706e-06
844,1.64131836e-11,9.261635748069489e-05,-8.10267632427655e-06,2.4100027501314797e-05,-8.103000777992417e-06,0.00010049468264797691,-8.10164465300152e-06,8.439915684538799e-05,-8.102637496519266e-06
845,1.64326305e-11,9.283438483752377e-05,-8.107475039728105e-06,2.415468922650241e-05,-8.107797747555552e-06,0.0001007178178514994,-8.106449160844846e-06,8.461242279814884e-05,-8.107436216215334e-06
846,1.6452077400000002e-11,9.305268419323504e-05,-8.112270916542143e-06,2.4209402296058724e-05,-8.112591930022131e-06,0.00010094117727072194,-8.111250966076336e-06,8.482598482081797e-05,-8.112232097271379e-06
847,1.64715243e-11,9.327124230326322e-05,-8.117063959750231e-06,2.4264192832548743e-05,-8.11738332816399e-06,0.00010116483685797733,-8.116062434202939e-06,8.503978344094357e-05,-8.11702514471897e-06
848,1.6490971200000004e-11,9.349004963003275e-05,-8.121854174369088e-06,2.4319036594970813e-05,-8.122171944864255e-06,0.00010138872055127607,-8.120857322825765e-06,8.525386225528232e-05,-8.121815363574822e-06
849,1.6510418100000002e-11,9.370912058271349e-05,-8.126641565400633e-06,2.4373950316297943e-05,-8.126957783116648e-06,0.00010161289126846016,-8.125649225432162e-06,8.546822812722185e-05,-8.126602758840868e-06
850,1.6529865e-11,9.392845214284875e-05,-8.131426137832075e-06,2.4428919880196016e-05,-8.131693346121238e-06,0.00010183729693238528,-8.130438921262515e-06,8.568281336970224e-05,-8.131387335504317e-06
851,1.6549311900000004e-11,9.414804456890948e-05,-8.136207896635955e-06,2.4483951434839885e-05,-8.13647509153855e-06,0.0001020619546148627,-8.135210016772298e-06,8.589768403622306e-05,-8.136169098537715e-06
852,1.65687588e-11,9.436788552627508e-05,-8.140986846770205e-06,2.45390613745105e-05,-8.141254028294097e-06,0.00010228687534744259,-8.140018028742255e-06,8.611277686283362e-05,-8.140948052899e-06
853,1.6588205700000002e-11,9.458800000855072e-05,-8.14576299317822e-06,2.4594220597365253e-05,-8.146030161331257e-06,0.00010251202495197737,-8.144786001401928e-06,8.632820194859799e-05,-8.14572420353157e-06
854,1.66076526e-11,9.480835930878191e-05,-8.150536340788906e-06,2.4649444462984792e-05,-8.150803495578925e-06,0.00010273747435925938,-8.149574655508723e-06,8.654383198603156e-05,-8.150497555364334e-06
855,1.66270995e-11,9.502898370785093e-05,-8.155306894516751e-06,2.4704728467522828e-05,-8.155574035951572e-06,0.00010296315920219301,-8.154359289299794e-06,8.675974531127743e-05,-8.155268113311787e-06
856,1.6646546400000002e-11,9.524987662136755e-05,-8.160074659261873e-06,2.476008779642732e-05,-8.1603417873493e-06,0.00010318908850926145,-8.159129603248145e-06,8.697590503322486e-05,-8.160035882274048e-06
857,1.66659933e-11,9.547101213868481e-05,-8.16483963991008e-06,2.4815503288216006e-05,-8.165106754657913e-06,0.00010341531684657473,-8.163894078361807e-06,8.719235558189316e-05,-8.164800867136932e-06
858,1.6685440200000004e-11,9.569241363014515e-05,-8.169601841332934e-06,2.4870972540489575e-05,-8.169868942748951e-06,0.00010364173246106133,-8.168655774544974e-06,8.740906324008849e-05,-8.169563072772008e-06
859,1.67048871e-11,9.591407038451708e-05,-8.17436126838781e-06,2.492651973226253e-05,-8.174628356479777e-06,0.00010386847905269632,-8.173448151219667e-06,8.762602391773633e-05,-8.17432250403665e-06
860,1.6724334e-11,9.613599059761231e-05,-8.179117925917946e-06,2.4982124412861444e-05,-8.179385000693619e-06,0.00010409540615394491,-8.178204304168833e-06,8.784322887978781e-05,-8.179079165774102e-06
861,1.6743780900000003e-11,9.63581697406575e-05,-8.183871818752511e-06,2.5037782903553714e-05,-8.18413888021963e-06,0.00010432264300655267,-8.182957692715706e-06,8.806071739941936e-05,-8.183833062813537e-06
862,1.67632278e-11,9.658060705249033e-05,-8.188622951706646e-06,2.509351449810881e-05,-8.188889999872933e-06,0.00010455011447103602,-8.187708321674914e-06,8.827844622716012e-05,-8.188584199970102e-06
863,1.6782674700000002e-11,9.680330404223539e-05,-8.19337132958154e-06,2.5149310228236637e-05,-8.193638364454712e-06,0.00010477780961950083,-8.192456195847132e-06,8.849643678077182e-05,-8.193332582044989e-06
864,1.6802121600000003e-11,9.702625594081728e-05,-8.198116957164473e-06,2.5205170032084827e-05,-8.198383978752228e-06,0.00010500582736669633,-8.197201320019142e-06,8.871470776648498e-05,-8.198078213825482e-06
865,1.68215685e-11,9.724947532343978e-05,-8.202859839228879e-06,2.526107828770896e-05,-8.203126847538903e-06,0.00010523407213433586,-8.202000766745854e-06,8.893325596053469e-05,-8.20282110008502e-06
866,1.68410154e-11,9.747294597624149e-05,-8.207599980534398e-06,2.53170687464663e-05,-8.207866975574365e-06,0.0001054625244678695,-8.206743973877994e-06,8.91520345767569e-05,-8.207561245583246e-06
867,1.6860462300000002e-11,9.769667355555377e-05,-8.212337385826935e-06,2.5373109436826564e-05,-8.21257091245856e-06,0.00010569129009257355,-8.211484561991368e-06,8.937107040940738e-05,-8.212298655066071e-06
868,1.6879909200000003e-11,9.792066213821218e-05,-8.217072059838719e-06,2.5429215321519515e-05,-8.217305573145363e-06,0.00010592030007010338,-8.216222539595213e-06,8.959038503433684e-05,-8.217033333265724e-06
869,1.68993561e-11,9.814491117699562e-05,-8.221804007288338e-06,2.5485396719474472e-05,-8.222037507277678e-06,0.00010614956896203797,-8.22095791504395e-06,8.98099572848593e-05,-8.221765284900805e-06
870,1.6918803000000002e-11,9.836941635366212e-05,-8.226533232880826e-06,2.5541625705145e-05,-8.226766719560522e-06,0.00010637907443636032,-8.225690696449704e-06,9.002978139425812e-05,-8.226494514676347e-06
871,1.6938249900000003e-11,9.85941876929209e-05,-8.231259741307694e-06,2.5597926781751642e-05,-8.231493214685391e-06,0.00010660884214331275,-8.23042089157094e-06,9.024988217818587e-05,-8.231221027283862e-06
872,1.69576968e-11,9.88192106159502e-05,-8.23598353724699e-06,2.5654292477048225e-05,-8.23621699733032e-06,0.00010683888602674253,-8.235148507670398e-06,9.04702718145666e-05,-8.235944827401408e-06
873,1.69771437e-11,9.904449105952548e-05,-8.240704625363356e-06,2.5710714889472682e-05,-8.240938072159945e-06,0.00010706916481961821,-8.239873551333859e-06,9.069089063500521e-05,-8.240665919693627e-06
874,1.6996590600000002e-11,9.927003627692868e-05,-8.245423010308073e-06,2.5767204382471727e-05,-8.245656443825524e-06,0.00010729971276019518,-8.244596028238277e-06,9.091175108657753e-05,-8.24538430881181e-06
875,1.70160375e-11,9.949584254487165e-05,-8.250138696719134e-06,2.5823760921258667e-05,-8.250372116965047e-06,0.0001075304797971414,-8.249314483500468e-06,9.113291819528185e-05,-8.250099999393947e-06
876,1.70354844e-11,9.972189619404816e-05,-8.254851689221274e-06,2.5880374903181114e-05,-8.255085096203228e-06,0.00010776155183994683,-8.254030247931129e-06,9.135431145662875e-05,-8.254812996064781e-06
877,1.7054931300000002e-11,9.99482111153236e-05,-8.259561992426035e-06,2.593705238962856e-05,-8.259795386151599e-06,0.00010799284232285565,-8.258743512476724e-06,9.157595862364026e-05,-8.25952330343586e-06
878,1.7074378200000003e-11,0.00010017479798188056,-8.264269610931825e-06,2.5993789908928984e-05,-8.26450299140855e-06,0.00010822442274707832,-8.26345429862421e-06,9.179788393370279e-05,-8.264230926105587e-06
879,1.70938251e-11,0.00010040163645147823,-8.268974549323947e-06,2.6050589484364692e-05,-8.26920791655938e-06,0.0001084562318554436,-8.26817424952173e-06,9.202007331540433e-05,-8.26893586865928e-06
880,1.7113272e-11,0.00010062873083472169,-8.27367681217468e-06,2.610745989786439e-05,-8.27391016617635e-06,0.00010868830991423249,-8.272879367386337e-06,9.224253152255598e-05,-8.273638135669217e-06
881,1.7132718900000002e-11,0.00010085608031546654,-8.278376404043314e-06,2.6164394295717244e-05,-8.278609744818737e-06,0.00010892063278615978,-8.27758202780731e-06,9.246524884181405e-05,-8.278337731694691e-06
882,1.71521658e-11,0.00010108369505229772,-8.283073329476197e-06,2.622138352747941e-05,-8.28330665703288e-06,0.0001091532022945142,-8.282283495732235e-06,9.268822785056261e-05,-8.283034661282059e-06
883,1.7171612700000004e-11,0.00010131156943533614,-8.287767593006811e-06,2.6278449551920485e-05,-8.287967451087991e-06,0.00010938604771866429,-8.286982743775814e-06,9.291146469519211e-05,-8.2877289289648e-06
884,1.7191059600000002e-11,0.00010153969841209005,-8.292459199155784e-06,2.6335567842769412e-05,-8.292659043963606e-06,0.00010961913173060111,-8.291679303861973e-06,9.313495869292964e-05,-8.292420539263551e-06
885,1.72105065e-11,0.00010176809141746272,-8.297148152430982e-06,2.6392752795342194e-05,-8.29734798397295e-06,0.00010985248560615025,-8.296373117521785e-06,9.33587060663506e-05,-8.29710949668618e-06
886,1.7229953400000004e-11,0.00010199673998801176,-8.301834457327536e-06,2.644999567222022e-05,-8.302033678041646e-06,0.0001100860993143136,-8.301064107211846e-06,9.358275553968327e-05,-8.30179580572782e-06
887,1.72494003e-11,0.00010222564914037277,-8.306518118327882e-06,2.650730678969473e-05,-8.306711439944193e-06,0.00011031995094894907,-8.305752171256799e-06,9.380701798431719e-05,-8.306479470870918e-06
888,1.7268847200000002e-11,0.00010245481657262918,-8.311199139901848e-06,2.656468836726561e-05,-8.311419455326281e-06,0.00011055404729838099,-8.31044899274076e-06,9.403155443450848e-05,-8.3111604965853e-06
889,1.7288294100000003e-11,0.0001026842452704194,-8.315877526506669e-06,2.6622121317421336e-05,-8.316077305060022e-06,0.00011078845752459713,-8.31515039738582e-06,9.425638697781419e-05,-8.315838887328205e-06
890,1.7307741e-11,0.00010291392796109843,-8.320553282587053e-06,2.667962562213037e-05,-8.320770263873163e-06,0.0001110230793541674,-8.319818511602115e-06,9.448143484089305e-05,-8.320514647544346e-06
891,1.7327187900000002e-11,0.0001031438677950087,-8.32522641257522e-06,2.673718805480977e-05,-8.32542301083218e-06,0.00011125792934457674,-8.324520779964642e-06,9.470674946565749e-05,-8.32518778166595e-06
892,1.7346634800000003e-11,0.00010337406632849416,-8.329896920890966e-06,2.6794814595844783e-05,-8.330083742582503e-06,0.0001114930980495894,-8.32918093114707e-06,9.493235685407399e-05,-8.329858294112812e-06
893,1.7366081700000004e-11,0.00010360453461179076,-8.3345648119417e-06,2.685250575701966e-05,-8.334748317177059e-06,0.00011172846105457019,-8.333853049116992e-06,9.515821334452935e-05,-8.334526189292347e-06
894,1.73855286e-11,0.00010383525306857164,-8.339230090122493e-06,2.691026391026535e-05,-8.33941358893141e-06,0.00011196413953289008,-8.338521763822464e-06,9.538429020706817e-05,-8.33919147159963e-06
895,1.74049755e-11,0.00010406622507389865,-8.343892759816131e-06,2.6968077438610303e-05,-8.344076252202196e-06,0.00011220001585676489,-8.343191449637283e-06,9.561066261878516e-05,-8.343854145417452e-06
896,1.7424422400000003e-11,0.00010429746965988444,-8.348552825393165e-06,2.702595441011214e-05,-8.348751638201792e-06,0.00011243616911904341,-8.347857671020945e-06,9.583731890058642e-05,-8.348514215116365e-06
897,1.74438693e-11,0.00010452896877115423,-8.353210291211947e-06,2.708389818441472e-05,-8.353407679659324e-06,0.00011267260191060993,-8.352521613865195e-06,9.60642138388007e-05,-8.353171685054726e-06
898,1.7463316200000002e-11,0.00010476071609795004,-8.357865161618692e-06,2.7141907795656917e-05,-8.358060372274615e-06,0.00011290926639795227,-8.35717707608881e-06,9.629134695480075e-05,-8.357826559578753e-06
899,1.7482763100000003e-11,0.00010499272839962687,-8.36251744094751e-06,2.719997995795239e-05,-8.362710564823219e-06,0.00011314621623006947,-8.36183446931568e-06,9.651877783323754e-05,-8.362478843022565e-06
900,1.750221e-11,0.00010522499950264629,-8.36716713352047e-06,2.725810793962097e-05,-8.367360391179769e-06,0.00011338339279221803,-8.366490370426518e-06,9.674646476706408e-05,-8.367128539708232e-06
901,1.75216569e-11,0.00010545753180127508,-8.37181424364764e-06,2.7316312037217585e-05,-8.372005128291772e-06,0.00011362084356555248,-8.371140936713514e-06,9.697441322650579e-05,-8.371775653945822e-06
902,1.7541103800000002e-11,0.00010569032215807607,-8.376458775627127e-06,2.737457680459426e-05,-8.376648426649017e-06,0.00011385851179657354,-8.375788799932012e-06,9.720259448953672e-05,-8.376420190033449e-06
903,1.7560550700000003e-11,0.0001059233837739239,-8.381100733745132e-06,2.7432895382246026e-05,-8.381289189946761e-06,0.00011409647027851393,-8.380433970604441e-06,9.743107712682645e-05,-8.381062152257314e-06
904,1.75799976e-11,0.0001061566868640396,-8.385740122275982e-06,2.749128726151278e-05,-8.38592742064975e-06,0.00011433466895329607,-8.385076458833466e-06,9.765980578082554e-05,-8.385701544891758e-06
905,1.7599444500000002e-11,0.00010639025382314739,-8.390376945482206e-06,2.7549737261703127e-05,-8.390563121322456e-06,0.00011457313620047054,-8.389716274334851e-06,9.788879461961637e-05,-8.3903383721993e-06
906,1.7618891400000003e-11,0.00010662408034705063,-8.39501120761454e-06,2.7608252929753555e-05,-8.395196294621652e-06,0.0001148118652171667,-8.394353426467191e-06,9.811804095535331e-05,-8.394972638430694e-06
907,1.76383383e-11,0.00010685816321506833,-8.399642912912015e-06,2.7666837421600436e-05,-8.399826943284638e-06,0.00011505081745593337,-8.398987924258887e-06,9.834752669768937e-05,-8.399604347824962e-06
908,1.76577852e-11,0.00010709250732451363,-8.404272065601963e-06,2.7725480913554852e-05,-8.40445547481524e-06,0.00011529006878874971,-8.403619776432618e-06,9.857731953121123e-05,-8.404233504609448e-06
909,1.7677232100000002e-11,0.00010732710944652839,-8.408898669900094e-06,2.7784177748677668e-05,-8.409082072740197e-06,0.00011552954329826762,-8.408248991427614e-06,9.880735778996132e-05,-8.408860112999859e-06
910,1.7696679e-11,0.0001075619630648003,-8.413522730010514e-06,2.784294815192857e-05,-8.413706126480954e-06,0.00011576928676054831,-8.412894528987738e-06,9.903766341962305e-05,-8.413484177200312e-06
911,1.77161259e-11,0.00010779708613213151,-8.418144250125789e-06,2.7901782366492093e-05,-8.41829418203325e-06,0.00011600930281585669,-8.417515747607337e-06,9.926817206426506e-05,-8.418105701403374e-06
