,E0,Ep,Filename,a,a_sigma,dL,th_LRL,x0,x0_sigma,y0,y0_sigma
30,-3.0396598110480402e-06,1.1201417091276217e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-31T16-42-41.txt,0.03862229746792164,1.2075678958593668e-34,1.0,0.0,2.546817277333254,8.095344469637837e-32,0.6183333333333333,6.037839278491794e-35
31,-3.0396598110480402e-06,1.1201417091276217e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-31T16-42-41.txt,-0.007499177555515223,1.6604725167837587e-37,1.0,3.1415926535897927,1.49749288103616,2.952598690255801e-33,0.0075,8.302362523113138e-38
32,-3.0396598110480402e-06,1.4001771364095269e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-31T19-44-15.txt,0.08718815193446923,6.397606900908917e-35,-1.0,0.0,0.15224431568054655,8.415939000579711e-33,0.4133333333333333,3.1988034304550763e-35
33,-3.0396598110480402e-06,1.4001771364095269e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-31T19-44-15.txt,-0.005,1.0924657004176827e-37,-1.0,3.1415926535897927,-0.2199114857512856,4.369862306286994e-33,0.005,5.462328484941026e-38
34,-3.0396598110480402e-06,1.4001771364095269e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-31T19-44-15.txt,0.08718815193446923,6.397606900908917e-35,1.0,0.0,0.15224431568054655,8.415939000579711e-33,0.4133333333333333,3.1988034304550763e-35
35,-3.0396598110480402e-06,1.4001771364095269e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-31T19-44-15.txt,-0.005,1.0924657004176827e-37,1.0,3.1415926535897927,-0.2199114857512856,4.369862306286994e-33,0.005,5.462328484941026e-38
36,-3.0396598110480402e-06,1.6802125636914323e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-31T22-30-08.txt,0.04521407931163611,4.6769791759165533e-35,-1.0,0.0,0.8926139249366125,2.2877999384211807e-32,0.3980833333333333,2.338489562072841e-35
37,-3.0396598110480402e-06,1.6802125636914323e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-31T22-30-08.txt,-0.009998766324816609,1.6275292298932764e-37,-1.0,3.1415926535897927,0.015707963267948752,1.62793059823818e-33,0.01,8.13764618613981e-38
38,-3.0396598110480402e-06,1.6802125636914323e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-31T22-30-08.txt,0.04521407931163611,4.6769791759165533e-35,1.0,0.0,0.8926139249366125,2.2877999384211807e-32,0.3980833333333333,2.338489562072841e-35
39,-3.0396598110480402e-06,1.6802125636914323e-11,C:\Users\edmag\Documents\Work\2D-Comp-Model\computation\results\2018-01-31T22-30-08.txt,-0.009998766324816609,1.6275292298932764e-37,1.0,3.1415926535897927,0.015707963267948752,1.62793059823818e-33,0.01,8.13764618613981e-38
