,E0,Ep,dL,phi,th_LRL
30073,-20.,259.2,1.,73.,0.
30074,-20.,259.2,1.,74.,0.
30078,-20.,259.2,1.,78.,0.
30079,-20.,259.2,1.,79.,0.
30085,-20.,259.2,1.,85.,0.
30092,-20.,259.2,1.,92.,0.
30100,-20.,259.2,1.,100.,0.
30104,-20.,259.2,1.,104.,0.
30109,-20.,259.2,1.,109.,0.
30137,-20.,259.2,1.,137.,0.
30147,-20.,259.2,1.,147.,0.
30151,-20.,259.2,1.,151.,0.
30152,-20.,259.2,1.,152.,0.
30154,-20.,259.2,1.,154.,0.
30162,-20.,259.2,1.,162.,0.
30164,-20.,259.2,1.,164.,0.
30167,-20.,259.2,1.,167.,0.
30169,-20.,259.2,1.,169.,0.
30170,-20.,259.2,1.,170.,0.
30171,-20.,259.2,1.,171.,0.
30176,-20.,259.2,1.,176.,0.
30179,-20.,259.2,1.,179.,0.
30182,-20.,259.2,1.,182.,0.
30186,-20.,259.2,1.,186.,0.
30195,-20.,259.2,1.,195.,0.
30196,-20.,259.2,1.,196.,0.
30197,-20.,259.2,1.,197.,0.
