,E0,Ep,dL,phi,th_LRL,Error,n,wfinal
18029.,-3.0396598110480402e-6,1.680212563691433e-11,1.,0.91106186954104,0.,NOERR,2,7.595319756984078e-6
18451.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,1.6022122533307945,0.,NOERR,1,-6.090220107092495e-7
18031.,-3.0396598110480402e-6,1.680212563691433e-11,1.,0.9738937226128359,0.,NOERR,1,-2.2078433498632317e-7
19279.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,2.4818581963359367,0.,NOERR,4,-0.000010108257084629002
18991.,-3.0396598110480402e-6,1.9602479909733385e-11,1.,6.000441968356505,0.,NOERR,2,-3.3944837907799604e-6
19281.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,2.5446900494077327,0.,NOERR,1,3.921969632131771e-6
18993.,-3.0396598110480402e-6,1.9602479909733385e-11,1.,6.0632738214283,0.,NOERR,2,-2.134299378352904e-6
18452.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,1.6336281798666925,0.,NOERR,2,-0.000024784440857134085
19288.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,2.764601535159018,0.,NOERR,2,-0.00001687743384553634
18997.,-3.0396598110480402e-6,1.9602479909733385e-11,1.,6.188937527571892,0.,NOERR,72,-0.0000186689943584831
19108.,-3.0396598110480402e-6,1.9602479909733385e-11,1.,3.392920065876977,3.141592653589793,NOERR,1,0.000048433903342674706
18034.,-3.0396598110480402e-6,1.680212563691433e-11,1.,1.0681415022205298,0.,NOERR,3,-0.00005191385947129048
18455.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,1.7278759594743864,0.,NOERR,1,-0.000028103396107468042
19112.,-3.0396598110480402e-6,1.9602479909733385e-11,1.,3.518583772020569,3.141592653589793,NOERR,2,0.000012156857079066224
18035.,-3.0396598110480402e-6,1.680212563691433e-11,1.,1.0995574287564276,0.,NOERR,2,-3.8006925833710447e-6
19289.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,2.796017461694916,0.,NOERR,1,-8.312913003200843e-6
18465.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,2.0420352248333655,0.,NOERR,1,-6.8685847741740956e-6
19297.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,3.0473448739820994,0.,NOERR,2,-1.028465089397762e-6
18038.,-3.0396598110480402e-6,1.680212563691433e-11,1.,1.1938052083641213,0.,NOERR,3,-2.67842759977063e-6
19311.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,3.4871678454846706,0.,NOERR,2,-5.1601002421047625e-6
19117.,-3.0396598110480402e-6,1.9602479909733385e-11,1.,3.6756634047000576,3.141592653589793,NOERR,2,-0.000013007898165224651
19317.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,3.6756634047000576,0.,ShortOrb,2,-0.0000636889413231876
18040.,-3.0396598110480402e-6,1.680212563691433e-11,1.,1.2566370614359172,0.,NOERR,2,2.4992944968534915e-6
19124.,-3.0396598110480402e-6,1.9602479909733385e-11,1.,3.8955748904513436,3.141592653589793,NOERR,2,0.000056143034743402146
19125.,-3.0396598110480402e-6,1.9602479909733385e-11,1.,3.9269908169872414,3.141592653589793,NOERR,2,0.00003470031121115573
19781.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,5.686282702997525,0.,NOERR,1,1.145906278647918e-6
19786.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,5.843362335677016,0.,NOERR,1,-2.9331487857948894e-6
18468.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,2.1362830044410597,0.,ShortOrb,5,-0.00007892720835348443
19323.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,3.8641589639154454,0.,NOERR,1,-0.000018764765223285062
19343.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,4.492477494633404,0.,ShortOrb,3,-0.00004497657372531675
19787.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,5.874778262212914,0.,NOERR,2,8.463540925631215e-7
18469.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,2.167698930976957,0.,NOERR,1,7.316250634912716e-6
19790.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,5.969026041820607,0.,NOERR,1,6.557859927066e-6
18471.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,2.230530784048753,0.,ShortOrb,5,-0.000045705722911135695
19126.,-3.0396598110480402e-6,1.9602479909733385e-11,1.,3.958406743523139,3.141592653589793,NOERR,2,-0.000010898066611512663
19354.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,4.838052686528282,0.,NOERR,1,-2.20037507455618e-6
18473.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,2.293362637120549,0.,NOERR,2,-2.3456189879912077e-6
19205.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,0.15707963267948966,0.,NOERR,2,7.6177634390005245e-6
18477.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,2.419026343264141,0.,NOERR,2,7.852862959768166e-6
18479.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,2.4818581963359367,0.,NOERR,2,-7.196636187075966e-6
19791.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,6.000441968356505,0.,NOERR,2,-0.000022509451149775887
18483.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,2.607521902479528,0.,NOERR,1,-2.4593149031157473e-6
18486.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,2.701769682087222,0.,ShortOrb,6,-0.0000516588263592844
19355.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,4.869468613064179,0.,ShortOrb,3,-0.000042167968546162615
18491.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,2.858849314766712,0.,NOERR,2,3.368817668299003e-7
19357.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,4.932300466135976,0.,NOERR,2,9.685785323010482e-7
18494.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,2.9530970943744053,0.,NOERR,4,-1.8758506498962275e-6
19212.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,0.37699111843077515,0.,NOERR,2,-0.000035223605687366965
19361.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,5.057964172279568,0.,NOERR,2,2.6196109625612604e-7
19793.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,6.0632738214283,0.,NOERR,1,-0.000020486752363611943
19362.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,5.089380098815465,0.,NOERR,1,8.679746358904902e-8
18499.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,3.1101767270538954,0.,NOERR,2,-6.6316764087389985e-6
18501.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,3.173008580125691,0.,ShortOrb,3,-0.000044456710528425365
19364.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,5.15221195188726,0.,NOERR,2,0.000016914657921539905
19366.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,5.215043804959056,0.,NOERR,2,6.24850749481454e-6
19797.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,6.188937527571892,0.,NOERR,5,-0.000010060635757512177
19214.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,0.4398229715025711,0.,NOERR,2,-0.000011305110075730772
19799.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,6.2517693806436885,0.,NOERR,2,-7.4795381195362e-7
18502.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,3.204424506661589,0.,NOERR,1,-0.00002091691576190762
20001.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,0.031415926535897934,0.,ShortOrb,4,-0.00007032866669202516
18530.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,4.084070449666731,0.,ShortOrb,3,-0.000051923599474876624
19216.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,0.5026548245743669,0.,NOERR,1,4.763152475648166e-7
18560.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,5.026548245743669,0.,ShortOrb,11,-0.00004890029951474865
20002.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,0.06283185307179587,0.,ShortOrb,2,-0.000043990531714469265
18562.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,5.089380098815465,0.,NOERR,2,-5.343022534735382e-7
19217.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,0.5340707511102649,0.,NOERR,2,8.434921424411889e-7
19375.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,5.497787143782138,0.,NOERR,3,-0.000013517380481059439
19218.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,0.5654866776461628,0.,NOERR,2,3.90446910200931e-6
19376.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,5.529203070318036,0.,NOERR,2,3.4733392955654455e-6
19219.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,0.5969026041820606,0.,NOERR,2,7.517566001106802e-6
20010.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,0.3141592653589793,0.,NOERR,2,-5.246458934769924e-6
19381.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,5.686282702997525,0.,NOERR,1,1.145906278647918e-6
20011.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,0.34557519189487723,0.,ShortOrb,2,-0.000048163253099705195
19220.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,0.6283185307179586,0.,NOERR,2,5.969152769013874e-6
19386.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,5.843362335677016,0.,NOERR,1,-2.9331487857948894e-6
19221.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,0.6597344572538565,0.,NOERR,2,1.933363010786337e-7
18563.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,5.120796025351362,0.,NOERR,3,-0.00004384619281600297
20013.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,0.4084070449666731,0.,NOERR,1,-9.152036372032017e-6
19387.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,5.874778262212914,0.,NOERR,2,-1.3983790668034442e-7
19390.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,5.969026041820607,0.,NOERR,1,6.557859927066e-6
20017.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,0.5340707511102649,0.,NOERR,2,-1.4452259379302896e-6
18566.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,5.215043804959056,0.,NOERR,4,-3.1652315296018056e-6
19222.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,0.6911503837897545,0.,NOERR,2,2.0503676507990943e-6
19391.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,6.000441968356505,0.,NOERR,2,-4.523622863093304e-6
20018.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,0.5654866776461628,0.,NOERR,4,4.457685338344705e-6
19229.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,0.91106186954104,0.,NOERR,2,-6.190278513744885e-7
20021.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,0.6597344572538565,0.,ShortOrb,5,-0.000050792982940032534
19234.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,1.0681415022205298,0.,ShortOrb,7,-0.00004573189213438825
18570.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,5.340707511102648,0.,NOERR,1,-0.000015104235851459673
20022.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,0.6911503837897545,0.,ShortOrb,3,-0.000046939534425191566
18572.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,5.403539364174444,0.,ShortOrb,5,-0.00005132393764752699
19237.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,1.1623892818282235,0.,ShortOrb,3,-0.00004606743765590084
20026.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,0.8168140899333463,0.,NOERR,2,7.081454844263242e-6
18573.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,5.4349552907103424,0.,NOERR,1,-8.357103178774518e-6
19393.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,6.0632738214283,0.,NOERR,1,-0.000020486752363611943
18574.,-3.0396598110480402e-6,1.9602479909733385e-11,-1.,5.46637121724624,0.,NOERR,1,-9.389139412954346e-7
19397.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,6.188937527571892,0.,NOERR,7,-0.000021097166144834603
20440.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,1.2566370614359172,0.,NOERR,3,-0.00002483901435314882
19399.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,6.2517693806436885,0.,NOERR,2,-7.47917240182218e-7
19243.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,1.350884841043611,0.,NOERR,2,-0.00003109550592203064
20442.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,1.319468914507713,0.,ShortOrb,4,-0.000051141493047436826
19605.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,0.15707963267948966,0.,NOERR,2,7.623553272078043e-6
19247.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,1.4765485471872026,0.,NOERR,2,-2.9632418184907554e-6
20443.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,1.350884841043611,0.,NOERR,2,-2.5713711907237638e-6
20027.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,0.8482300164692442,0.,NOERR,2,-0.00004130893573059429
19255.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,1.7278759594743864,0.,NOERR,2,-2.3148652563723047e-6
20445.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,1.413716694115407,0.,ShortOrb,2,-0.00005290162620043218
19260.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,1.8849555921538759,0.,NOERR,2,-4.2976156379072324e-6
20030.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,0.9424777960769379,0.,NOERR,1,-6.071265098710105e-6
20447.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,1.4765485471872026,0.,ShortOrb,4,-0.000046515963230492856
20450.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,1.5707963267948966,0.,ShortOrb,3,-0.000045257302468844585
20452.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,1.6336281798666925,0.,ShortOrb,2,-0.00006112167210003677
19612.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,0.37699111843077515,0.,NOERR,2,-0.000035223605687366965
20031.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,0.9738937226128359,0.,ShortOrb,3,-0.00007174025654167748
20453.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,1.6650441064025905,0.,ShortOrb,7,-0.00005538318944308014
19262.,-3.0396598110480402e-6,2.2402834182552437e-11,-1.,1.9477874452256718,0.,ShortOrb,4,0.0013391938025048011
20035.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,1.0995574287564276,0.,NOERR,2,-8.641826730068775e-6
20455.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,1.7278759594743864,0.,NOERR,1,0.00001288784215198439
20036.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,1.1309733552923256,0.,NOERR,2,-1.930537924557937e-6
20457.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,1.790707812546182,0.,NOERR,1,-4.797822826160494e-6
19614.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,0.4398229715025711,0.,NOERR,4,-0.00003189762849720657
20958.,-3.0396598110480402e-6,3.360425127382866e-11,-1.,4.9637163926718735,0.,NOERR,2,-0.000013663137616007888
20966.,-3.0396598110480402e-6,3.360425127382866e-11,-1.,5.215043804959056,0.,NOERR,2,-1.4803858917470166e-6
19616.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,0.5026548245743669,0.,NOERR,1,4.763152475648166e-7
20039.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,1.2252211349000193,0.,NOERR,2,-0.000019718993426898676
20967.,-3.0396598110480402e-6,3.360425127382866e-11,-1.,5.246459731494954,0.,NOERR,2,0.00007714602902373003
20461.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,1.9163715186897738,0.,NOERR,3,-0.00001918614937619251
19617.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,0.5340707511102649,0.,NOERR,2,3.3961668829068226e-6
20972.,-3.0396598110480402e-6,3.360425127382866e-11,-1.,5.403539364174444,0.,NOERR,2,5.381666050263542e-6
20477.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,2.419026343264141,0.,NOERR,2,8.882965605089657e-6
19618.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,0.5654866776461628,0.,NOERR,2,4.881388561556724e-6
19619.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,0.5969026041820606,0.,NOERR,2,7.517565940401036e-6
20974.,-3.0396598110480402e-6,3.360425127382866e-11,-1.,5.46637121724624,0.,NOERR,2,-8.531226296989607e-6
20040.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,1.2566370614359172,0.,NOERR,3,-0.00002483901435314882
20975.,-3.0396598110480402e-6,3.360425127382866e-11,-1.,5.497787143782138,0.,NOERR,2,-6.730449103428128e-6
19620.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,0.6283185307179586,0.,NOERR,3,-4.33018540410307e-6
20042.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,1.319468914507713,0.,ShortOrb,4,-0.000051141493047436826
20979.,-3.0396598110480402e-6,3.360425127382866e-11,-1.,5.62345084992573,0.,NOERR,1,2.8388361224320357e-6
19621.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,0.6597344572538565,0.,NOERR,2,-2.539836513892306e-7
20043.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,1.350884841043611,0.,NOERR,2,1.3613510858596064e-6
19622.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,0.6911503837897545,0.,NOERR,2,9.175148192721437e-6
20981.,-3.0396598110480402e-6,3.360425127382866e-11,-1.,5.686282702997525,0.,NOERR,2,-5.779768454117164e-6
20045.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,1.413716694115407,0.,ShortOrb,2,-0.00005290162620043218
20490.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,2.827433388230814,0.,NOERR,5,-0.000032153183569861164
20986.,-3.0396598110480402e-6,3.360425127382866e-11,-1.,5.843362335677016,0.,NOERR,1,0.000015941669144631193
20047.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,1.4765485471872026,0.,ShortOrb,4,-0.000046515963230436884
20050.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,1.5707963267948966,0.,ShortOrb,3,-0.00004525730246883171
20989.,-3.0396598110480402e-6,3.360425127382866e-11,-1.,5.937610115284708,0.,NOERR,2,1.022265660478343e-6
20052.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,1.6336281798666925,0.,ShortOrb,4,-0.00005781056393973973
20992.,-3.0396598110480402e-6,3.360425127382866e-11,-1.,6.031857894892402,0.,ShortOrb,3,-0.000054365400627939716
19629.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,0.91106186954104,0.,NOERR,3,-0.000014949722371895901
20053.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,1.6650441064025905,0.,NOERR,2,-4.5039613377708307e-7
19634.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,1.0681415022205298,0.,ShortOrb,7,-0.00004573189188922084
19637.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,1.1623892818282235,0.,ShortOrb,3,-0.00004606743765592751
20055.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,1.7278759594743864,0.,NOERR,1,0.00001288784215198439
20057.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,1.790707812546182,0.,NOERR,1,-4.797822826160494e-6
20491.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,2.858849314766712,0.,NOERR,4,-0.00002897262717289766
20061.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,1.9163715186897738,0.,NOERR,3,7.605638060496337e-6
20493.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,2.921681167838508,0.,NOERR,1,-4.449308282560702e-6
20077.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,2.419026343264141,0.,NOERR,2,8.882965623403686e-6
20997.,-3.0396598110480402e-6,3.360425127382866e-11,-1.,6.188937527571892,0.,ShortOrb,4,-0.00003379064571884527
20496.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,3.015928947446201,0.,NOERR,2,1.8550284199006838e-7
20999.,-3.0396598110480402e-6,3.360425127382866e-11,-1.,6.2517693806436885,0.,NOERR,1,0.000014456217924616758
20090.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,2.827433388230814,0.,NOERR,2,-2.3793661530508914e-6
20091.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,2.858849314766712,0.,NOERR,3,-1.2914181554079367e-6
19643.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,1.350884841043611,0.,NOERR,2,-0.00003109550592203064
20093.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,2.921681167838508,0.,NOERR,1,-4.449308282560702e-6
19647.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,1.4765485471872026,0.,NOERR,2,-3.766858930743898e-6
21207.,-3.0396598110480402e-6,3.360425127382866e-11,1.,0.21991148575128555,0.,NOERR,3,-0.000026327273197331806
19655.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,1.7278759594743864,0.,NOERR,2,-1.6679325260087138e-6
20096.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,3.015928947446201,0.,NOERR,2,-0.000011556494518111914
19660.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,1.8849555921538759,0.,NOERR,2,-3.2123851500246597e-6
21208.,-3.0396598110480402e-6,3.360425127382866e-11,1.,0.25132741228718347,0.,NOERR,1,8.620279854340982e-6
20497.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,3.0473448739820994,0.,NOERR,2,-0.00004881968874456097
19662.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,1.9477874452256718,0.,NOERR,2,6.32694960534621e-7
21209.,-3.0396598110480402e-6,3.360425127382866e-11,1.,0.2827433388230814,0.,ShortOrb,2,-0.00005674852807971394
19663.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,1.9792033717615696,0.,NOERR,13,-6.993193342585873e-7
21212.,-3.0396598110480402e-6,3.360425127382866e-11,1.,0.37699111843077515,0.,NOERR,2,0.000010388505766735565
19664.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,2.0106192982974678,0.,NOERR,1,4.0479129121023555e-6
19665.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,2.0420352248333655,0.,ShortOrb,5,-0.00005249887704252488
21213.,-3.0396598110480402e-6,3.360425127382866e-11,1.,0.4084070449666731,0.,NOERR,2,-4.18610342706009e-6
20545.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,4.5553093477052,0.,NOERR,2,-0.000049169162063851
19666.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,2.0734511513692637,0.,NOERR,2,-5.5929565507550644e-6
20097.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,3.0473448739820994,0.,NOERR,2,-0.00004881968874456097
20548.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,4.649557127312894,0.,NOERR,2,2.3021449475558202e-7
20549.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,4.680973053848792,0.,ShortOrb,2,-0.00005679537410710864
21214.,-3.0396598110480402e-6,3.360425127382866e-11,1.,0.4398229715025711,0.,NOERR,5,-0.00002556277392334941
20145.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,4.5553093477052,0.,NOERR,2,-0.000049169162063851
19672.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,2.261946710584651,0.,NOERR,3,-0.000010364514213542958
19675.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,2.356194490192345,0.,NOERR,2,-5.955134911889324e-7
19676.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,2.3876104167282426,0.,NOERR,3,-0.000012289145219621723
19678.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,2.4504422698000385,0.,NOERR,3,-2.4051444649562207e-7
19679.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,2.4818581963359367,0.,NOERR,3,7.545504534544101e-6
19681.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,2.5446900494077327,0.,NOERR,1,3.921969632131771e-6
21215.,-3.0396598110480402e-6,3.360425127382866e-11,1.,0.47123889803846897,0.,NOERR,4,-0.000044376082847915164
20551.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,4.743804906920587,0.,ShortOrb,6,-0.0004643688471588914
20554.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,4.838052686528282,0.,ShortOrb,2,-0.00005101424614336079
20562.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,5.089380098815465,0.,NOERR,2,0.00001766472161475211
20565.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,5.183627878423159,0.,NOERR,2,-0.000010256972369007046
21216.,-3.0396598110480402e-6,3.360425127382866e-11,1.,0.5026548245743669,0.,NOERR,2,-0.000024201354017403338
19688.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,2.764601535159018,0.,ShortOrb,3,-0.00009786164856351309
20566.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,5.215043804959056,0.,NOERR,3,-0.000011607044781609304
20148.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,4.649557127312894,0.,ShortOrb,5,-0.00007423732018549054
20569.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,5.3092915845667505,0.,NOERR,2,0.000022279866023504016
21218.,-3.0396598110480402e-6,3.360425127382866e-11,1.,0.5654866776461628,0.,NOERR,3,-0.000016916043255133665
20149.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,4.680973053848792,0.,ShortOrb,2,-0.00005679537410711398
19689.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,2.796017461694916,0.,NOERR,1,-8.312913003200843e-6
20574.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,5.46637121724624,0.,NOERR,3,-6.311494034787274e-7
20575.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,5.497787143782138,0.,ShortOrb,4,-0.00005119274484746498
21220.,-3.0396598110480402e-6,3.360425127382866e-11,1.,0.6283185307179586,0.,NOERR,1,3.8759437113223e-6
19697.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,3.0473448739820994,0.,NOERR,2,4.249324577538294e-6
20577.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,5.5606189968539335,0.,NOERR,3,-7.51898758839568e-6
20580.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,5.654866776461628,0.,ShortOrb,4,-0.00004724963866318047
19711.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,3.4871678454846706,0.,NOERR,2,3.779713803311499e-8
20582.,-3.0396598110480402e-6,2.8003542728190545e-11,1.,5.717698629533424,0.,ShortOrb,2,-0.00006794849104476393
21221.,-3.0396598110480402e-6,3.360425127382866e-11,1.,0.6597344572538565,0.,ShortOrb,3,-0.00006977101081930687
19717.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,3.6756634047000576,0.,ShortOrb,2,-0.00006368894132324876
20151.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,4.743804906920587,0.,ShortOrb,3,-0.000047126251950642874
20154.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,4.838052686528282,0.,ShortOrb,2,-0.00005101424614336079
20162.,-3.0396598110480402e-6,2.8003542728190545e-11,-1.,5.089380098815465,0.,NOERR,2,0.000017664721713308838
21226.,-3.0396598110480402e-6,3.360425127382866e-11,1.,0.8168140899333463,0.,ShortOrb,3,-0.00006294928432193939
19723.,-3.0396598110480402e-6,2.2402834182552437e-11,1.,3.8641589639154454,0.,NOERR,1,-0.000018764765223285062
