,Filename,E0,Ep,dL,th_LRL,phi,enfinal,bound,bound_p
104,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.267256359733385,2.301134179239068e-06,0.0,0.0
105,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.2986722862692828,2.3531566922212825e-06,0.0,0.0
106,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.330088212805181,2.401041275581796e-06,0.0,0.0
107,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.3615041393410787,2.444715318538318e-06,0.0,0.0
108,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.392920065876977,2.484114604865776e-06,0.0,0.0
109,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.4243359924128747,2.5191802409129366e-06,0.0,0.0
110,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.4557519189487733,2.5498614412608647e-06,0.0,0.0
111,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.4871678454846697,2.5761145101469137e-06,0.0,0.0
112,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.518583772020569,2.59790299955038e-06,0.0,0.0
113,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.5499996985564657,2.61519687374078e-06,0.0,0.0
114,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.581415625092364,2.627973714392433e-06,0.0,0.0
115,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.6128315516282616,2.6362179590158364e-06,0.0,0.0
116,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.64424747816416,2.63992119974995e-06,0.0,0.0
117,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.6756634047000576,2.639081713335553e-06,0.0,0.0
118,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.707079331235956,2.633705150759224e-06,0.0,0.0
119,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.7384952577718535,2.623803917703744e-06,0.0,0.0
120,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.7699111843077517,2.6093973130674592e-06,0.0,0.0
121,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.8013271108436495,2.5905115637706337e-06,0.0,0.0
122,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.8327430373795486,2.5671797713349204e-06,0.0,0.0
123,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.8641589639154446,2.53944179231871e-06,0.0,0.0
124,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.8955748904513436,2.5073442524269297e-06,0.0,0.0
125,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.9269908169872414,2.4709407182889547e-06,0.0,0.0
126,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.9584067435231383,2.4302910038556764e-06,0.0,0.0
127,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.9898226700590373,2.385462096363054e-06,0.0,0.0
128,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.021238596594936,2.336527052007333e-06,0.0,0.0
129,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.052654523130833,2.283566137801844e-06,0.0,0.0
130,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.084070449666731,2.226665644225268e-06,0.0,0.0
131,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.115486376202629,2.1659181459660906e-06,0.0,0.0
132,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.146902302738528,2.101423893759526e-06,0.0,0.0
133,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.178318229274425,2.033287604379708e-06,0.0,0.0
134,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.209734155810323,1.9616229613133257e-06,0.0,0.0
135,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.241150082346222,1.8865475339138264e-06,0.0,0.0
136,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.272566008882119,1.8081871045785736e-06,0.0,0.0
137,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.303981935418017,1.7266733451971714e-06,0.0,0.0
138,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.335397861953914,1.6421439223054066e-06,0.0,0.0
139,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.366813788489812,1.5547440092618662e-06,0.0,0.0
140,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.3982297150257095,1.464624775809562e-06,0.0,0.0
141,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.429645641561608,1.3719443776076846e-06,0.0,0.0
142,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.461061568097506,1.2768678466036194e-06,0.0,0.0
143,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.492477494633404,1.1795672181421008e-06,0.0,0.0
144,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.523893421169302,1.0802220889230748e-06,0.0,0.0
145,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.5553093477052,9.790195907293616e-07,0.0,0.0
146,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.586725274241098,8.761549485915127e-07,0.0,0.0
147,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.618141200776996,7.718319702329009e-07,0.0,0.0
148,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.649557127312893,6.662635667745581e-07,0.0,0.0
149,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.680973053848792,5.596727140748801e-07,0.0,0.0
150,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.7123889803846915,4.522929844292186e-07,0.0,0.0
151,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.7438049069205865,3.443701514961803e-07,0.0,0.0
152,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.775220833456485,2.361633500444357e-07,0.0,0.0
153,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.806636759992384,1.2794701983760382e-07,0.0,0.0
154,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.8380526865282825,2.001317339396024e-08,0.0,0.0
155,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.8694686130641776,-8.732572692550683e-08,1.0,1.0
156,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.900884539600077,-1.9373291990393268e-07,1.0,1.0
157,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.932300466135977,-2.988424637857989e-07,1.0,1.0
158,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.9637163926718735,-4.022528262150485e-07,1.0,1.0
159,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,4.995132319207771,-5.035181457474017e-07,1.0,1.0
160,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.026548245743669,-6.021364159894142e-07,1.0,1.0
161,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.0579641722795685,-6.97532898732343e-07,1.0,1.0
162,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.089380098815465,-8.719089073251656e-07,1.0,1.0
163,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.120796025351362,-1.1156742880699275e-06,1.0,1.0
164,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.152211951887259,-3.90320382256623e-07,1.0,1.0
165,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.18362787842316,-1.8139414175613568e-06,1.0,1.0
166,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.215043804959056,-3.149817736958567e-06,1.0,1.0
167,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.246459731494954,-2.3378252876790907e-06,1.0,1.0
168,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.277875658030852,-4.077338772370041e-06,1.0,1.0
169,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.309291584566751,1.8311016161258971e-06,0.0,0.0
170,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.340707511102648,,,0.3333333333333333
171,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.372123437638546,,,0.0
172,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.403539364174444,3.5927691175225234e-06,0.0,0.0
173,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.4349552907103424,3.4963021203482177e-06,0.0,0.0
174,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.46637121724624,-9.074550457224793e-07,1.0,1.0
175,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.497787143782138,-1.7040850392429447e-06,1.0,1.0
176,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.529203070318036,-1.7876425277858356e-05,1.0,1.0
177,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.5606189968539335,,,0.5
178,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.592034923389832,3.2348821379743094e-06,0.0,0.0
179,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.62345084992573,,,0.0
180,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.654866776461628,4.598731654397538e-07,0.0,0.0
181,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.686282702997526,3.2399956438550703e-06,0.0,0.0
182,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.717698629533424,-1.2347503860163416e-05,1.0,1.0
183,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.749114556069323,4.35694078808072e-06,0.0,0.0
184,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.78053048260522,-1.0534675359338496e-06,1.0,1.0
185,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.811946409141117,-8.201885987883427e-07,1.0,1.0
186,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.843362335677019,-4.37626641036052e-06,1.0,1.0
187,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.8747782622129145,4.0841737317565236e-06,0.0,0.0
188,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.9061941887488105,,,0.5
189,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.937610115284707,-8.34158494081452e-07,1.0,1.0
190,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,5.969026041820607,1.4180097547562758e-07,0.0,0.0
