,Filename,E0,Ep,dL,th_LRL,phi,enfinal,bound,bound_p
0,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.0,2.4487664523911463e-06,0.0,0.0
1,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.031415926535897934,-5.2246817192811e-07,1.0,1.0
2,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.06283185307179588,-9.664302179409263e-07,1.0,1.0
3,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.0942477796076938,-6.660066436833352e-07,1.0,1.0
4,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.12566370614359176,1.1030502734363113e-06,0.0,0.0
5,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.15707963267948966,-1.614123174837708e-07,1.0,1.0
6,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.1884955592153876,5.0560358621049036e-06,0.0,0.0
7,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.21991148575128555,-1.506113669559469e-06,1.0,1.0
8,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.2513274122871835,7.5909808772453785e-06,0.0,0.0
9,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.2827433388230814,1.983035247787389e-06,0.0,0.0
10,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.3141592653589793,-6.931529076583071e-07,1.0,1.0
11,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.34557519189487723,-5.326534918805918e-07,1.0,1.0
12,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.3769911184307752,-1.2930226771286064e-07,1.0,1.0
13,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.4084070449666731,7.465762373777175e-07,0.0,0.0
14,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.4398229715025711,8.479502125404832e-06,0.0,0.0
15,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.47123889803846897,-4.520837066706203e-06,1.0,1.0
16,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.5026548245743669,3.5233620772009134e-07,0.0,0.0
17,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.5340707511102649,9.715219953954843e-07,0.0,0.0
18,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.5654866776461628,-8.576462293121581e-08,1.0,1.0
19,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.5969026041820606,2.381128770755328e-06,0.0,0.0
20,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.6283185307179586,1.1906187193227637e-06,0.0,0.0
21,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.6597344572538565,6.640292300672215e-06,0.0,0.0
22,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.6911503837897545,1.6741769478886137e-06,0.0,0.0
23,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.7225663103256524,,,0.0
24,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.7539822368615503,8.296983728704295e-06,0.0,0.0
25,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.7853981633974483,1.6350005296714116e-06,0.0,0.0
26,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.8168140899333463,1.95633101541917e-06,0.0,0.0
27,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.8482300164692442,,,0.3333333333333333
28,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.8796459430051422,,,0.6666666666666666
29,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.91106186954104,-2.5009614185595016e-06,1.0,1.0
30,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.9424777960769379,-2.2576502382467455e-06,1.0,1.0
31,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,0.9738937226128359,-3.143476078039343e-07,1.0,1.0
32,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.005309649148734,1.0564575352490698e-06,0.0,0.0
33,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.036725575684632,2.4936068413235093e-06,0.0,0.0
34,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.0681415022205298,6.478176117719391e-06,0.0,0.0
35,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.0995574287564276,1.7777091356443722e-06,0.0,0.0
36,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.1309733552923256,-7.79575244103919e-07,1.0,1.0
37,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.1623892818282235,3.4507193703952107e-07,0.0,0.0
38,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.1938052083641213,1.4210493817023825e-06,0.0,0.0
39,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.2252211349000193,-5.9569090084546815e-06,1.0,1.0
40,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.2566370614359172,-1.0525292425647574e-06,1.0,1.0
41,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.2880529879718148,,,0.5
42,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.319468914507713,2.2180740190762595e-06,0.0,0.0
43,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.350884841043611,2.904735798536735e-06,0.0,0.0
44,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.382300767579509,-2.1111691454849742e-06,1.0,1.0
45,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.413716694115407,3.4667738363394607e-06,0.0,0.0
46,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.4451326206513049,-2.873834682554228e-06,1.0,1.0
47,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.4765485471872026,-2.5222249062304926e-06,1.0,1.0
48,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.5079644737231006,,,0.6666666666666666
49,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.5393804002589986,,,0.3333333333333333
50,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.5707963267948966,1.6997480418478547e-06,0.0,0.0
51,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.6022122533307943,6.536943543401238e-07,0.0,0.0
52,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.6336281798666925,4.8941275280687445e-06,0.0,0.0
53,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.6650441064025905,4.847602749072949e-06,0.0,0.0
54,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.6964600329384885,5.810927986398449e-06,0.0,0.0
55,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.7278759594743864,-5.0790160244677296e-06,1.0,1.0
56,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.7592918860102844,6.519613775363629e-07,0.0,0.0
57,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.790707812546182,5.717871867532102e-06,0.0,0.0
58,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.82212373908208,2.754598422213403e-06,0.0,0.0
59,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.853539665617978,4.619972183778299e-06,0.0,0.0
60,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.8849555921538759,-1.061985697232682e-05,1.0,1.0
61,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.9163715186897736,-2.026197343172466e-07,1.0,1.0
62,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.9477874452256718,-2.7756923591788267e-06,1.0,1.0
63,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,1.9792033717615696,-6.646625132173275e-07,1.0,1.0
64,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.010619298297468,-9.735078497261765e-07,1.0,1.0
65,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.042035224833365,-2.5959513368860425e-06,1.0,1.0
66,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.073451151369264,-3.3447848350517663e-06,1.0,1.0
67,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.1048670779051606,-1.1939402025005798e-06,1.0,1.0
68,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.13628300444106,,,1.0
69,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.167698930976957,-1.7310761373217876e-06,1.0,1.0
70,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.1991148575128547,-1.2024943911609905e-06,1.0,1.0
71,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.230530784048753,-8.848271868626335e-07,1.0,1.0
72,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.261946710584651,-7.116266936743591e-07,1.0,1.0
73,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.293362637120549,-6.14890328944782e-07,1.0,1.0
74,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.324778563656446,-5.14726981416215e-07,1.0,1.0
75,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.3561944901923453,-4.117610271267558e-07,1.0,1.0
76,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.3876104167282426,-3.065353321505908e-07,1.0,1.0
77,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.419026343264141,-1.9953022788647413e-07,1.0,1.0
78,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.4504422698000385,-9.117685221752982e-08,1.0,1.0
79,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.4818581963359367,1.813305287411827e-08,0.0,0.0
80,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.5132741228718345,1.2803997745539866e-07,0.0,0.0
81,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.5446900494077327,2.3821103650779605e-07,0.0,0.0
82,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.5761059759436296,3.483361427402471e-07,0.0,0.0
83,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.607521902479528,4.581245233382411e-07,0.0,0.0
84,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.638937829015426,5.673021192465321e-07,0.0,0.0
85,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.670353755551324,6.756101480214001e-07,0.0,0.0
86,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.701769682087222,7.828029498553701e-07,0.0,0.0
87,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.73318560862312,8.886469444891056e-07,0.0,0.0
88,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.764601535159018,9.929197709844365e-07,0.0,0.0
89,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.796017461694916,1.0954096604750013e-06,0.0,0.0
90,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.827433388230814,1.1959140330197908e-06,0.0,0.0
91,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.858849314766712,1.294239907664913e-06,0.0,0.0
92,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.8902652413026098,1.3902023594192616e-06,0.0,0.0
93,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.9216811678385084,1.4836257663591046e-06,0.0,0.0
94,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.9530970943744053,1.5743419439083782e-06,0.0,0.0
95,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,2.9845130209103035,1.6621910327042438e-06,0.0,0.0
96,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.0159289474462017,1.7470203848301518e-06,0.0,0.0
97,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.0473448739820994,1.8286857962286446e-06,0.0,0.0
98,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.078760800517997,1.907049449581493e-06,0.0,0.0
99,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.1101767270538963,1.9819816347732622e-06,0.0,0.0
100,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.1415926535897927,2.053359791662257e-06,0.0,0.0
101,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.1730085801256918,2.121068605283223e-06,0.0,0.0
102,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.204424506661589,2.1849998750144804e-06,0.0,0.0
103,results\2018-01-25T21-40-22.txt,0.0,1.4001771364095271e-12,-1.0,0.0,3.235840433197487,2.2450530969377917e-06,0.0,0.0
