,E0,Ep,dL,phi,th_LRL,Error,Dlow,Dhigh,enfinal
17679,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,2.4818581963359367,0.,ndsz,0.,1.8718214620277867e8,5.701497855170601e-6
17682,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,2.57610597594363,0.,ndsz,0.,6.308934594672331e8,-0.00001563853861341613
17702,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,3.204424506661589,0.,mxst,0.,1.6836866114186237e9,-0.00006752754492954155
17714,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,3.581415625092364,0.,mxst,0.,2.1562098300452127e9,-0.00005221769589009925
17724,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,3.8955748904513436,0.,ndsz,0.,5.479176556627637e8,-0.00001596521465785372
17727,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,3.9898226700590373,0.,ndsz,0.,5.763334078316507e8,-0.000017477186304404313
17751,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,4.743804906920587,0.,ndsz,0.,5.802600001873311e8,-0.000018528265670170185
17756,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,4.900884539600077,0.,ndsz,0.,5.0744793071351904e8,-0.00001353384932656354
17757,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,4.932300466135976,0.,ndsz,0.,5.937688813356856e8,-5.962192545561074e-6
17759,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,4.995132319207771,0.,ndsz,0.,1.6590076664140803e8,1.086282751236456e-6
17761,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,5.057964172279568,0.,ndsz,0.,1.5699531035500017e8,-1.0839829411857238e-6
17762,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,5.089380098815465,0.,ndsz,0.,1.5266603944734186e8,2.8957315407751594e-6
17765,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,5.183627878423159,0.,ndsz,0.,1.40256304413872e8,-6.517104438219512e-6
17767,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,5.246459731494954,0.,mxst,0.,1.4756157793546917e9,-0.00004762405192610411
17769,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,5.3092915845667505,0.,ndsz,0.,7.715421342223512e8,-8.58643302237283e-6
17772,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,5.403539364174444,0.,ndsz,0.,2.745381036511018e8,-0.00001496250115451403
17773,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,5.4349552907103424,0.,ndsz,0.,2.8397809943712395e8,-0.00001526832451759219
17774,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,5.46637121724624,0.,ndsz,0.,2.6735008513905418e8,-0.000014312598935362075
17775,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,5.497787143782138,0.,ndsz,0.,5.082625959300514e8,7.81274170691404e-6
17777,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,5.5606189968539335,0.,ndsz,0.,7.053364672176049e8,-0.000028868130179660056
17780,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,5.654866776461628,0.,ndsz,0.,8.268274667312505e8,-8.430753442208497e-6
17781,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,5.686282702997525,0.,ndsz,0.,2.669763843914134e8,-9.129252148909472e-6
17782,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,5.717698629533424,0.,ndsz,0.,3.655327675680646e8,-0.00003187323208919679
17785,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,5.811946409141117,0.,mxst,0.,1.3260428169686089e9,-0.00005997243448548637
17786,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,5.843362335677016,0.,ndsz,0.,2.2932325775396138e8,-0.000012830074536701597
17790,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,5.969026041820607,0.,ndsz,0.,3.1839307485228264e8,-0.00006266448160374694
17794,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,6.094689747964199,0.,mxst,0.,1.6781457889004407e9,-0.00004380046599706004
17799,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,6.2517693806436885,0.,ndsz,0.,3.5702156387372714e8,-9.401546456899723e-6
17903,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,3.235840433197487,3.141592653589793,ndsz,0.,3.698706854297046e8,-0.00005207715472010932
17906,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,3.330088212805181,3.141592653589793,ndsz,0.,3.201403034753156e8,-0.000018629537954950592
17910,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,3.455751918948773,3.141592653589793,ndsz,0.,8.268274667312505e8,-0.0000503931086739524
17911,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,3.4871678454846706,3.141592653589793,ndsz,0.,3.7169348657466525e8,-0.000024910982631354273
17914,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,3.581415625092364,3.141592653589793,ndsz,0.,5.401866437102476e8,-0.00004563170389815241
17921,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,3.8013271108436495,3.141592653589793,ndsz,0.,3.3219315526720583e8,-0.00006862031924015355
17929,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,4.052654523130833,3.141592653589793,ndsz,0.,3.956142105960159e8,-0.000012932855895542161
17933,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,4.178318229274425,3.141592653589793,ndsz,0.,2.449777670771716e8,-0.000010951912505163808
17934,-3.0396598110480402e-6,1.6802125636914326e-11,-1.,4.209734155810323,3.141592653589793,ndsz,0.,2.6399957221294075e8,-0.000018830479845632908
18000,-3.0396598110480402e-6,1.6802125636914326e-11,1.,0.,0.,ndsz,0.,3.657086787158471e8,-0.000022959682986822827
18003,-3.0396598110480402e-6,1.6802125636914326e-11,1.,0.09424777960769379,0.,ndsz,0.,4.698496618911501e8,-0.00002800077601960993
18009,-3.0396598110480402e-6,1.6802125636914326e-11,1.,0.2827433388230814,0.,ndsz,0.,4.566092714927325e8,-0.00001756131797492344
18010,-3.0396598110480402e-6,1.6802125636914326e-11,1.,0.3141592653589793,0.,ndsz,0.,1.1979590226895907e9,-0.00004699480928849198
18012,-3.0396598110480402e-6,1.6802125636914326e-11,1.,0.37699111843077515,0.,mxst,0.,2.334323985957836e9,-0.000021643106119092676
18022,-3.0396598110480402e-6,1.6802125636914326e-11,1.,0.6911503837897545,0.,mxst,0.,2.1655239553382635e9,-0.00002918505797033788
18023,-3.0396598110480402e-6,1.6802125636914326e-11,1.,0.7225663103256524,0.,mxst,0.,2.4506552436195693e9,-0.00002809901915316708
18024,-3.0396598110480402e-6,1.6802125636914326e-11,1.,0.7539822368615503,0.,ndsz,0.,3.511763898200518e8,-0.00003204795113731507
18025,-3.0396598110480402e-6,1.6802125636914326e-11,1.,0.7853981633974483,0.,ndsz,0.,4.9598878594136935e8,-0.000046233479842783254
18029,-3.0396598110480402e-6,1.6802125636914326e-11,1.,0.91106186954104,0.,ndsz,0.,1.835306925855873e8,-6.22125604388124e-6
18031,-3.0396598110480402e-6,1.6802125636914326e-11,1.,0.9738937226128359,0.,ndsz,0.,4.619943340491278e8,-0.00003970916736051322
18034,-3.0396598110480402e-6,1.6802125636914326e-11,1.,1.0681415022205298,0.,ndsz,0.,4.1511789004378545e8,-0.00004037333118844799
18035,-3.0396598110480402e-6,1.6802125636914326e-11,1.,1.0995574287564276,0.,ndsz,0.,2.5941680365250298e8,-0.000012839313285439857
18038,-3.0396598110480402e-6,1.6802125636914326e-11,1.,1.1938052083641213,0.,ndsz,0.,2.2637057839742965e8,-6.423622323836753e-6
18039,-3.0396598110480402e-6,1.6802125636914326e-11,1.,1.2252211349000193,0.,ndsz,0.,1.8091476601865566e8,-8.347502949659913e-6
18040,-3.0396598110480402e-6,1.6802125636914326e-11,1.,1.2566370614359172,0.,ndsz,0.,2.4834001011715528e8,-0.000011699544124610384
18044,-3.0396598110480402e-6,1.6802125636914326e-11,1.,1.382300767579509,0.,ndsz,0.,4.0474871380517536e8,-0.00002929109320604084
18049,-3.0396598110480402e-6,1.6802125636914326e-11,1.,1.5393804002589986,0.,ndsz,0.,2.8126196448691773e8,-2.4136203506941456e-6
18062,-3.0396598110480402e-6,1.6802125636914326e-11,1.,1.9477874452256718,0.,ndsz,0.,4.064509932859895e8,-0.000028742183047825165
18071,-3.0396598110480402e-6,1.6802125636914326e-11,1.,2.230530784048753,0.,ndsz,0.,3.1056300330754834e8,-0.00002663153792070716
18075,-3.0396598110480402e-6,1.6802125636914326e-11,1.,2.356194490192345,0.,ndsz,0.,7.452018064610255e8,-0.0000400687822832424
18079,-3.0396598110480402e-6,1.6802125636914326e-11,1.,2.4818581963359367,0.,ndsz,0.,1.8718214620277867e8,5.701497855170601e-6
18082,-3.0396598110480402e-6,1.6802125636914326e-11,1.,2.57610597594363,0.,ndsz,0.,6.308934594672331e8,-0.00001563853861341613
18102,-3.0396598110480402e-6,1.6802125636914326e-11,1.,3.204424506661589,0.,mxst,0.,1.6836866114186237e9,-0.00006752754492954155
18114,-3.0396598110480402e-6,1.6802125636914326e-11,1.,3.581415625092364,0.,mxst,0.,2.1562098300452127e9,-0.00005221769589009925
18124,-3.0396598110480402e-6,1.6802125636914326e-11,1.,3.8955748904513436,0.,ndsz,0.,5.479176556627637e8,-0.00001596521465785372
18127,-3.0396598110480402e-6,1.6802125636914326e-11,1.,3.9898226700590373,0.,ndsz,0.,5.763334078316507e8,-0.000017477186304404313
18151,-3.0396598110480402e-6,1.6802125636914326e-11,1.,4.743804906920587,0.,ndsz,0.,5.802600001873311e8,-0.000018528265670170185
18156,-3.0396598110480402e-6,1.6802125636914326e-11,1.,4.900884539600077,0.,ndsz,0.,5.0744793071351904e8,-0.00001353384932656354
18157,-3.0396598110480402e-6,1.6802125636914326e-11,1.,4.932300466135976,0.,ndsz,0.,5.937688813356856e8,-5.962192545561074e-6
18159,-3.0396598110480402e-6,1.6802125636914326e-11,1.,4.995132319207771,0.,ndsz,0.,1.6590076664140803e8,1.086282751236456e-6
18161,-3.0396598110480402e-6,1.6802125636914326e-11,1.,5.057964172279568,0.,ndsz,0.,1.5699531035500017e8,-1.0839829411857238e-6
18162,-3.0396598110480402e-6,1.6802125636914326e-11,1.,5.089380098815465,0.,ndsz,0.,1.5266603944734186e8,2.8957315407751594e-6
18165,-3.0396598110480402e-6,1.6802125636914326e-11,1.,5.183627878423159,0.,ndsz,0.,1.40256304413872e8,-6.517104438219512e-6
18167,-3.0396598110480402e-6,1.6802125636914326e-11,1.,5.246459731494954,0.,mxst,0.,1.4756157793546917e9,-0.00004762405192610411
18169,-3.0396598110480402e-6,1.6802125636914326e-11,1.,5.3092915845667505,0.,ndsz,0.,7.715421342223512e8,-8.58643302237283e-6
18172,-3.0396598110480402e-6,1.6802125636914326e-11,1.,5.403539364174444,0.,ndsz,0.,2.745381036511018e8,-0.00001496250115451403
18173,-3.0396598110480402e-6,1.6802125636914326e-11,1.,5.4349552907103424,0.,ndsz,0.,2.8397809943712395e8,-0.00001526832451759219
18174,-3.0396598110480402e-6,1.6802125636914326e-11,1.,5.46637121724624,0.,ndsz,0.,2.6735008513905418e8,-0.000014312598935362075
18175,-3.0396598110480402e-6,1.6802125636914326e-11,1.,5.497787143782138,0.,ndsz,0.,5.082625959300514e8,7.81274170691404e-6
18177,-3.0396598110480402e-6,1.6802125636914326e-11,1.,5.5606189968539335,0.,ndsz,0.,7.053364672176049e8,-0.000028868130179660056
18180,-3.0396598110480402e-6,1.6802125636914326e-11,1.,5.654866776461628,0.,ndsz,0.,8.268274667312505e8,-8.430753442208497e-6
18181,-3.0396598110480402e-6,1.6802125636914326e-11,1.,5.686282702997525,0.,ndsz,0.,2.669763843914134e8,-9.129252148909472e-6
18182,-3.0396598110480402e-6,1.6802125636914326e-11,1.,5.717698629533424,0.,ndsz,0.,3.655327675680646e8,-0.00003187323208919679
18185,-3.0396598110480402e-6,1.6802125636914326e-11,1.,5.811946409141117,0.,mxst,0.,1.3260428169686089e9,-0.00005997243448548637
18186,-3.0396598110480402e-6,1.6802125636914326e-11,1.,5.843362335677016,0.,ndsz,0.,2.2932325775396138e8,-0.000012830074536701597
18190,-3.0396598110480402e-6,1.6802125636914326e-11,1.,5.969026041820607,0.,ndsz,0.,3.1839307485228264e8,-0.00006266448160374694
18194,-3.0396598110480402e-6,1.6802125636914326e-11,1.,6.094689747964199,0.,mxst,0.,1.6781457889004407e9,-0.00004380046599706004
18199,-3.0396598110480402e-6,1.6802125636914326e-11,1.,6.2517693806436885,0.,ndsz,0.,3.5702156387372714e8,-9.401546456899723e-6
18303,-3.0396598110480402e-6,1.6802125636914326e-11,1.,3.235840433197487,3.141592653589793,ndsz,0.,3.698706854297046e8,-0.00005207715472010932
18306,-3.0396598110480402e-6,1.6802125636914326e-11,1.,3.330088212805181,3.141592653589793,ndsz,0.,3.201403034753156e8,-0.000018629537954950592
18310,-3.0396598110480402e-6,1.6802125636914326e-11,1.,3.455751918948773,3.141592653589793,ndsz,0.,8.268274667312505e8,-0.0000503931086739524
18311,-3.0396598110480402e-6,1.6802125636914326e-11,1.,3.4871678454846706,3.141592653589793,ndsz,0.,3.7169348657466525e8,-0.000024910982631354273
18314,-3.0396598110480402e-6,1.6802125636914326e-11,1.,3.581415625092364,3.141592653589793,ndsz,0.,5.401866437102476e8,-0.00004563170389815241
18321,-3.0396598110480402e-6,1.6802125636914326e-11,1.,3.8013271108436495,3.141592653589793,ndsz,0.,3.3219315526720583e8,-0.00006862031924015355
18329,-3.0396598110480402e-6,1.6802125636914326e-11,1.,4.052654523130833,3.141592653589793,ndsz,0.,3.956142105960159e8,-0.000012932855895542161
18333,-3.0396598110480402e-6,1.6802125636914326e-11,1.,4.178318229274425,3.141592653589793,ndsz,0.,2.449777670771716e8,-0.000010951912505163808
18334,-3.0396598110480402e-6,1.6802125636914326e-11,1.,4.209734155810323,3.141592653589793,ndsz,0.,2.6399957221294075e8,-0.000018830479845632908
18400,-3.0396598110480402e-6,1.960247990973338e-11,-1.,0.,0.,ndsz,0.,1.8066634860669512e8,-1.5295029243134195e-8
18403,-3.0396598110480402e-6,1.960247990973338e-11,-1.,0.09424777960769379,0.,ndsz,0.,2.718285290064187e8,-0.000020719549027603534
18404,-3.0396598110480402e-6,1.960247990973338e-11,-1.,0.12566370614359174,0.,ndsz,0.,3.2776675536176354e8,-0.000055227023523229946
18405,-3.0396598110480402e-6,1.960247990973338e-11,-1.,0.15707963267948966,0.,ndsz,0.,7.320756326029453e8,-0.000013603977855325411
18412,-3.0396598110480402e-6,1.960247990973338e-11,-1.,0.37699111843077515,0.,ndsz,0.,4.28431756020612e8,-0.00006297248181397208
18417,-3.0396598110480402e-6,1.960247990973338e-11,-1.,0.5340707511102649,0.,NOERR,0.,2.8938961335592947e9,-3.008473560605583e-6
18420,-3.0396598110480402e-6,1.960247990973338e-11,-1.,0.6283185307179586,0.,ndsz,0.,3.2897555667007846e8,-0.000028211482259621334
18422,-3.0396598110480402e-6,1.960247990973338e-11,-1.,0.6911503837897545,0.,ndsz,0.,2.7971808087753606e8,-0.000023286681184231384
18430,-3.0396598110480402e-6,1.960247990973338e-11,-1.,0.9424777960769379,0.,ndsz,0.,3.626900331364122e8,-0.00006457756015265659
18437,-3.0396598110480402e-6,1.960247990973338e-11,-1.,1.1623892818282235,0.,ndsz,0.,3.6057960323967665e8,-0.00003131620681529057
18451,-3.0396598110480402e-6,1.960247990973338e-11,-1.,1.6022122533307945,0.,ndsz,0.,3.2381646931998676e8,-0.000032935125503286145
18452,-3.0396598110480402e-6,1.960247990973338e-11,-1.,1.6336281798666925,0.,NOERR,0.,2.8938961335592947e9,-0.000012302845996435427
18455,-3.0396598110480402e-6,1.960247990973338e-11,-1.,1.7278759594743864,0.,ndsz,0.,8.152960894577789e8,-0.00004673764499329991
18465,-3.0396598110480402e-6,1.960247990973338e-11,-1.,2.0420352248333655,0.,ndsz,0.,5.2391115552302456e8,-0.000010150566453148713
18468,-3.0396598110480402e-6,1.960247990973338e-11,-1.,2.1362830044410597,0.,ndsz,0.,3.4830476889970875e8,-9.304238396623532e-6
18469,-3.0396598110480402e-6,1.960247990973338e-11,-1.,2.167698930976957,0.,ndsz,0.,8.20586578703053e8,-0.00003124972293022665
18471,-3.0396598110480402e-6,1.960247990973338e-11,-1.,2.230530784048753,0.,NOERR,0.,2.8938961335592947e9,-0.000013085584780577985
18473,-3.0396598110480402e-6,1.960247990973338e-11,-1.,2.293362637120549,0.,ndsz,0.,2.6065012034983075e8,-0.00001452077820829345
18477,-3.0396598110480402e-6,1.960247990973338e-11,-1.,2.419026343264141,0.,ndsz,0.,1.598103972425055e8,-6.858865890968513e-6
18479,-3.0396598110480402e-6,1.960247990973338e-11,-1.,2.4818581963359367,0.,ndsz,0.,1.6782139161181515e8,-6.974829091177526e-6
18483,-3.0396598110480402e-6,1.960247990973338e-11,-1.,2.607521902479528,0.,ndsz,0.,8.268274667312505e8,4.151959496467638e-6
18486,-3.0396598110480402e-6,1.960247990973338e-11,-1.,2.701769682087222,0.,ndsz,0.,4.1987150952765816e8,-0.00001594487985556725
18491,-3.0396598110480402e-6,1.960247990973338e-11,-1.,2.858849314766712,0.,ndsz,0.,4.347467010898854e8,-0.000020689669000262256
18494,-3.0396598110480402e-6,1.960247990973338e-11,-1.,2.9530970943744053,0.,ndsz,0.,3.863268429975241e8,-0.0000249232556654988
18499,-3.0396598110480402e-6,1.960247990973338e-11,-1.,3.1101767270538954,0.,ndsz,0.,5.010021772043156e8,-0.000024870121109188403
18501,-3.0396598110480402e-6,1.960247990973338e-11,-1.,3.173008580125691,0.,mxst,0.,1.6200295823901343e9,-0.000054324433291841334
18502,-3.0396598110480402e-6,1.960247990973338e-11,-1.,3.204424506661589,0.,NOERR,0.,2.8938961335592947e9,-3.612479015030086e-7
18530,-3.0396598110480402e-6,1.960247990973338e-11,-1.,4.084070449666731,0.,ndsz,0.,4.328409712088782e8,-0.00003607552082485199
18560,-3.0396598110480402e-6,1.960247990973338e-11,-1.,5.026548245743669,0.,ndsz,0.,1.4638013744692993e8,-4.335011129619204e-6
18562,-3.0396598110480402e-6,1.960247990973338e-11,-1.,5.089380098815465,0.,ndsz,0.,1.3904459917940664e8,2.345909216661113e-6
18563,-3.0396598110480402e-6,1.960247990973338e-11,-1.,5.120796025351362,0.,ndsz,0.,1.3546400638598374e8,-8.683711939738714e-6
18566,-3.0396598110480402e-6,1.960247990973338e-11,-1.,5.215043804959056,0.,ndsz,0.,1.8242002829117358e8,-0.000027139551477262103
18570,-3.0396598110480402e-6,1.960247990973338e-11,-1.,5.340707511102648,0.,ndsz,0.,8.286916778471743e8,-0.000021450861268590415
18572,-3.0396598110480402e-6,1.960247990973338e-11,-1.,5.403539364174444,0.,ndsz,0.,2.2645079901833302e8,-0.00002141752992201873
18573,-3.0396598110480402e-6,1.960247990973338e-11,-1.,5.4349552907103424,0.,NOERR,0.,2.8938961335592947e9,3.8012919985820045e-8
18574,-3.0396598110480402e-6,1.960247990973338e-11,-1.,5.46637121724624,0.,NOERR,0.,2.8938961335592947e9,0.000011033863450257505
18576,-3.0396598110480402e-6,1.960247990973338e-11,-1.,5.529203070318036,0.,ndsz,0.,2.418567464842579e8,-0.000035014576042158296
18577,-3.0396598110480402e-6,1.960247990973338e-11,-1.,5.5606189968539335,0.,ndsz,0.,1.7977241131005505e8,-0.000010719104517331601
18585,-3.0396598110480402e-6,1.960247990973338e-11,-1.,5.811946409141117,0.,NOERR,0.,2.8938961335592947e9,-7.748330289223171e-6
18591,-3.0396598110480402e-6,1.960247990973338e-11,-1.,6.000441968356505,0.,ndsz,0.,3.0099257313451856e8,-0.00002625354614593789
18593,-3.0396598110480402e-6,1.960247990973338e-11,-1.,6.0632738214283,0.,ndsz,0.,2.217585939325654e8,-5.448852874678778e-6
18597,-3.0396598110480402e-6,1.960247990973338e-11,-1.,6.188937527571892,0.,ndsz,0.,2.5875583936683264e8,-0.000011286842251934104
18708,-3.0396598110480402e-6,1.960247990973338e-11,-1.,3.392920065876977,3.141592653589793,ndsz,0.,2.467402119797614e8,-0.000025724505135826803
18712,-3.0396598110480402e-6,1.960247990973338e-11,-1.,3.518583772020569,3.141592653589793,ndsz,0.,2.2560419760674754e8,-0.000022061877567591814
18717,-3.0396598110480402e-6,1.960247990973338e-11,-1.,3.6756634047000576,3.141592653589793,ndsz,0.,2.5415992323200727e8,-0.000021193614728076682
18724,-3.0396598110480402e-6,1.960247990973338e-11,-1.,3.8955748904513436,3.141592653589793,ndsz,0.,2.3949112023955855e8,-0.000013062340983083232
18725,-3.0396598110480402e-6,1.960247990973338e-11,-1.,3.9269908169872414,3.141592653589793,ndsz,0.,2.0471771618023667e8,-0.000015218687514279017
18726,-3.0396598110480402e-6,1.960247990973338e-11,-1.,3.958406743523139,3.141592653589793,ndsz,0.,2.1486915333305207e8,-0.000013095366826032517
18800,-3.0396598110480402e-6,1.960247990973338e-11,1.,0.,0.,ndsz,0.,1.8066634860669512e8,-1.5295029243134195e-8
18803,-3.0396598110480402e-6,1.960247990973338e-11,1.,0.09424777960769379,0.,ndsz,0.,2.718285290064187e8,-0.000020719549027603534
18804,-3.0396598110480402e-6,1.960247990973338e-11,1.,0.12566370614359174,0.,ndsz,0.,3.2776675536176354e8,-0.000055227023523229946
18805,-3.0396598110480402e-6,1.960247990973338e-11,1.,0.15707963267948966,0.,ndsz,0.,7.320756326029453e8,-0.000013603977855325411
18812,-3.0396598110480402e-6,1.960247990973338e-11,1.,0.37699111843077515,0.,ndsz,0.,4.28431756020612e8,-0.00006297248181397208
18817,-3.0396598110480402e-6,1.960247990973338e-11,1.,0.5340707511102649,0.,NOERR,0.,2.8938961335592947e9,-3.008473560605583e-6
18820,-3.0396598110480402e-6,1.960247990973338e-11,1.,0.6283185307179586,0.,ndsz,0.,3.2897555667007846e8,-0.000028211482259621334
18822,-3.0396598110480402e-6,1.960247990973338e-11,1.,0.6911503837897545,0.,ndsz,0.,2.7971808087753606e8,-0.000023286681184231384
18830,-3.0396598110480402e-6,1.960247990973338e-11,1.,0.9424777960769379,0.,ndsz,0.,3.626900331364122e8,-0.00006457756015265659
18837,-3.0396598110480402e-6,1.960247990973338e-11,1.,1.1623892818282235,0.,ndsz,0.,3.6057960323967665e8,-0.00003131620681529057
18851,-3.0396598110480402e-6,1.960247990973338e-11,1.,1.6022122533307945,0.,ndsz,0.,3.2381646931998676e8,-0.000032935125503286145
18852,-3.0396598110480402e-6,1.960247990973338e-11,1.,1.6336281798666925,0.,NOERR,0.,2.8938961335592947e9,-0.000012302845996435427
18855,-3.0396598110480402e-6,1.960247990973338e-11,1.,1.7278759594743864,0.,ndsz,0.,8.152960894577789e8,-0.00004673764499329991
18865,-3.0396598110480402e-6,1.960247990973338e-11,1.,2.0420352248333655,0.,ndsz,0.,5.2391115552302456e8,-0.000010150566453148713
18868,-3.0396598110480402e-6,1.960247990973338e-11,1.,2.1362830044410597,0.,ndsz,0.,3.4830476889970875e8,-9.304238396623532e-6
18869,-3.0396598110480402e-6,1.960247990973338e-11,1.,2.167698930976957,0.,ndsz,0.,8.20586578703053e8,-0.00003124972293022665
18871,-3.0396598110480402e-6,1.960247990973338e-11,1.,2.230530784048753,0.,NOERR,0.,2.8938961335592947e9,-0.000013085584780577985
18873,-3.0396598110480402e-6,1.960247990973338e-11,1.,2.293362637120549,0.,ndsz,0.,2.6065012034983075e8,-0.00001452077820829345
18877,-3.0396598110480402e-6,1.960247990973338e-11,1.,2.419026343264141,0.,ndsz,0.,1.598103972425055e8,-6.858865890968513e-6
18879,-3.0396598110480402e-6,1.960247990973338e-11,1.,2.4818581963359367,0.,ndsz,0.,1.6782139161181515e8,-6.974829091177526e-6
18883,-3.0396598110480402e-6,1.960247990973338e-11,1.,2.607521902479528,0.,ndsz,0.,8.268274667312505e8,4.151959496467638e-6
18886,-3.0396598110480402e-6,1.960247990973338e-11,1.,2.701769682087222,0.,ndsz,0.,4.1987150952765816e8,-0.00001594487985556725
18891,-3.0396598110480402e-6,1.960247990973338e-11,1.,2.858849314766712,0.,ndsz,0.,4.347467010898854e8,-0.000020689669000262256
18894,-3.0396598110480402e-6,1.960247990973338e-11,1.,2.9530970943744053,0.,ndsz,0.,3.863268429975241e8,-0.0000249232556654988
18899,-3.0396598110480402e-6,1.960247990973338e-11,1.,3.1101767270538954,0.,ndsz,0.,5.010021772043156e8,-0.000024870121109188403
18901,-3.0396598110480402e-6,1.960247990973338e-11,1.,3.173008580125691,0.,mxst,0.,1.6200295823901343e9,-0.000054324433291841334
18902,-3.0396598110480402e-6,1.960247990973338e-11,1.,3.204424506661589,0.,NOERR,0.,2.8938961335592947e9,-3.612479015030086e-7
18930,-3.0396598110480402e-6,1.960247990973338e-11,1.,4.084070449666731,0.,ndsz,0.,4.328409712088782e8,-0.00003607552082485199
18960,-3.0396598110480402e-6,1.960247990973338e-11,1.,5.026548245743669,0.,ndsz,0.,1.4638013744692993e8,-4.335011129619204e-6
18962,-3.0396598110480402e-6,1.960247990973338e-11,1.,5.089380098815465,0.,ndsz,0.,1.3904459917940664e8,2.345909216661113e-6
18963,-3.0396598110480402e-6,1.960247990973338e-11,1.,5.120796025351362,0.,ndsz,0.,1.3546400638598374e8,-8.683711939738714e-6
18966,-3.0396598110480402e-6,1.960247990973338e-11,1.,5.215043804959056,0.,ndsz,0.,1.8242002829117358e8,-0.000027139551477262103
18970,-3.0396598110480402e-6,1.960247990973338e-11,1.,5.340707511102648,0.,ndsz,0.,8.286916778471743e8,-0.000021450861268590415
18972,-3.0396598110480402e-6,1.960247990973338e-11,1.,5.403539364174444,0.,ndsz,0.,2.2645079901833302e8,-0.00002141752992201873
18973,-3.0396598110480402e-6,1.960247990973338e-11,1.,5.4349552907103424,0.,NOERR,0.,2.8938961335592947e9,3.8012919985820045e-8
18974,-3.0396598110480402e-6,1.960247990973338e-11,1.,5.46637121724624,0.,NOERR,0.,2.8938961335592947e9,0.000011033863450257505
18976,-3.0396598110480402e-6,1.960247990973338e-11,1.,5.529203070318036,0.,ndsz,0.,2.418567464842579e8,-0.000035014576042158296
18977,-3.0396598110480402e-6,1.960247990973338e-11,1.,5.5606189968539335,0.,ndsz,0.,1.7977241131005505e8,-0.000010719104517331601
18985,-3.0396598110480402e-6,1.960247990973338e-11,1.,5.811946409141117,0.,NOERR,0.,2.8938961335592947e9,-7.748330289223171e-6
18991,-3.0396598110480402e-6,1.960247990973338e-11,1.,6.000441968356505,0.,ndsz,0.,3.0099257313451856e8,-0.00002625354614593789
18993,-3.0396598110480402e-6,1.960247990973338e-11,1.,6.0632738214283,0.,ndsz,0.,2.217585939325654e8,-5.448852874678778e-6
18997,-3.0396598110480402e-6,1.960247990973338e-11,1.,6.188937527571892,0.,ndsz,0.,2.5875583936683264e8,-0.000011286842251934104
19108,-3.0396598110480402e-6,1.960247990973338e-11,1.,3.392920065876977,3.141592653589793,ndsz,0.,2.467402119797614e8,-0.000025724505135826803
19112,-3.0396598110480402e-6,1.960247990973338e-11,1.,3.518583772020569,3.141592653589793,ndsz,0.,2.2560419760674754e8,-0.000022061877567591814
19117,-3.0396598110480402e-6,1.960247990973338e-11,1.,3.6756634047000576,3.141592653589793,ndsz,0.,2.5415992323200727e8,-0.000021193614728076682
19124,-3.0396598110480402e-6,1.960247990973338e-11,1.,3.8955748904513436,3.141592653589793,ndsz,0.,2.3949112023955855e8,-0.000013062340983083232
19125,-3.0396598110480402e-6,1.960247990973338e-11,1.,3.9269908169872414,3.141592653589793,ndsz,0.,2.0471771618023667e8,-0.000015218687514279017
19126,-3.0396598110480402e-6,1.960247990973338e-11,1.,3.958406743523139,3.141592653589793,ndsz,0.,2.1486915333305207e8,-0.000013095366826032517
