,E0,Ep,dL,phi,th_LRL,Error,Dlow,Dhigh,enfinal
7261,0.,1.6802125636914326e-11,-1.,1.9163715186897738,0.,ndsz,0.,1.7412021379729694e8,2.8177677791063616e-6
7263,0.,1.6802125636914326e-11,-1.,1.9792033717615696,0.,ndsz,0.,1.8413782424894968e8,-2.0044262439566918e-6
7265,0.,1.6802125636914326e-11,-1.,2.0420352248333655,0.,ndsz,0.,5.050796468413007e8,-2.140259937277733e-6
7277,0.,1.6802125636914326e-11,-1.,2.419026343264141,0.,ndsz,0.,5.378780286503804e8,-9.990344025823106e-6
7332,0.,1.6802125636914326e-11,-1.,4.1469023027385274,0.,ndsz,0.,4.800182688021823e8,-9.775879945550514e-7
7359,0.,1.6802125636914326e-11,-1.,4.995132319207771,0.,ndsz,0.,5.431618937382257e8,-0.0000508448844840359
7363,0.,1.6802125636914326e-11,-1.,5.120796025351362,0.,ndsz,0.,4.605053485855577e8,-0.000015074983437557421
7378,0.,1.6802125636914326e-11,-1.,5.592034923389832,0.,ndsz,0.,1.495485499763515e8,4.19836989551392e-6
7379,0.,1.6802125636914326e-11,-1.,5.62345084992573,0.,ndsz,0.,6.987841390703293e8,-0.000019873389440761002
7380,0.,1.6802125636914326e-11,-1.,5.654866776461628,0.,ndsz,0.,1.4188349792250285e8,3.4957857479867016e-6
7381,0.,1.6802125636914326e-11,-1.,5.686282702997525,0.,ndsz,0.,1.8131232131961405e8,-0.000011337748151651894
7382,0.,1.6802125636914326e-11,-1.,5.717698629533424,0.,ndsz,0.,6.801065086159499e8,-0.000016442295489582648
7384,0.,1.6802125636914326e-11,-1.,5.7805304826052195,0.,ndsz,0.,4.73085626853362e8,-6.516745187923334e-6
7386,0.,1.6802125636914326e-11,-1.,5.843362335677016,0.,ndsz,0.,8.254787779262275e8,-6.374740202375051e-6
7388,0.,1.6802125636914326e-11,-1.,5.9061941887488105,0.,ndsz,0.,2.678913636500584e8,-0.000039116283588214174
7390,0.,1.6802125636914326e-11,-1.,5.969026041820607,0.,ndsz,0.,2.5835752400475833e8,-0.00004328235397110802
7391,0.,1.6802125636914326e-11,-1.,6.000441968356505,0.,ndsz,0.,2.3024520673138705e8,-0.00003276335920077145
7600,0.,1.6802125636914326e-11,1.,0.,0.,ndsz,0.,1.1631232135820854e9,-0.00005324713813692483
7603,0.,1.6802125636914326e-11,1.,0.09424777960769379,0.,mxst,0.,2.685704704207272e9,-0.00002466809446531909
7606,0.,1.6802125636914326e-11,1.,0.18849555921538758,0.,ndsz,0.,2.6821684076095408e8,-7.688421590046346e-6
7610,0.,1.6802125636914326e-11,1.,0.3141592653589793,0.,mxst,0.,7.150663419997808e8,-0.00008298712650983112
7622,0.,1.6802125636914326e-11,1.,0.6911503837897545,0.,ndsz,0.,1.888474115552265e8,-7.744401671061496e-6
7624,0.,1.6802125636914326e-11,1.,0.7539822368615503,0.,ndsz,0.,3.734134758218917e8,-0.00006516531128397673
7628,0.,1.6802125636914326e-11,1.,0.8796459430051422,0.,ndsz,0.,2.9473447318894875e8,-0.000013506104608040914
7630,0.,1.6802125636914326e-11,1.,0.9424777960769379,0.,ndsz,0.,2.2780033179343995e8,-0.000014874916843155006
7631,0.,1.6802125636914326e-11,1.,0.9738937226128359,0.,ndsz,0.,3.003705003980747e8,-0.000020985003793327905
7635,0.,1.6802125636914326e-11,1.,1.0995574287564276,0.,ndsz,0.,3.564818996991168e8,-0.00001579428489151269
7642,0.,1.6802125636914326e-11,1.,1.319468914507713,0.,ndsz,0.,3.3893678499081904e8,-0.000022707438375846323
7655,0.,1.6802125636914326e-11,1.,1.7278759594743864,0.,ndsz,0.,2.939633185535089e8,-0.00003269915497128295
7658,0.,1.6802125636914326e-11,1.,1.82212373908208,0.,ndsz,0.,2.171978148512553e8,-0.000015000345058524545
7659,0.,1.6802125636914326e-11,1.,1.853539665617978,0.,ndsz,0.,1.6464930956142467e8,3.1832494068462225e-7
7660,0.,1.6802125636914326e-11,1.,1.8849555921538759,0.,ndsz,0.,1.6931592814047584e8,5.095326642390319e-6
7661,0.,1.6802125636914326e-11,1.,1.9163715186897738,0.,ndsz,0.,1.7412021379729694e8,2.8177677791063616e-6
7663,0.,1.6802125636914326e-11,1.,1.9792033717615696,0.,ndsz,0.,1.8413782424894968e8,-2.0044262439566918e-6
7665,0.,1.6802125636914326e-11,1.,2.0420352248333655,0.,ndsz,0.,5.050796468413007e8,-2.140259937277733e-6
7677,0.,1.6802125636914326e-11,1.,2.419026343264141,0.,ndsz,0.,5.378780286503804e8,-9.990344025823106e-6
7732,0.,1.6802125636914326e-11,1.,4.1469023027385274,0.,ndsz,0.,4.800182688021823e8,-9.775879945550514e-7
7759,0.,1.6802125636914326e-11,1.,4.995132319207771,0.,ndsz,0.,5.431618937382257e8,-0.0000508448844840359
7763,0.,1.6802125636914326e-11,1.,5.120796025351362,0.,ndsz,0.,4.605053485855577e8,-0.000015074983437557421
7778,0.,1.6802125636914326e-11,1.,5.592034923389832,0.,ndsz,0.,1.495485499763515e8,4.19836989551392e-6
7779,0.,1.6802125636914326e-11,1.,5.62345084992573,0.,ndsz,0.,6.987841390703293e8,-0.000019873389440761002
7780,0.,1.6802125636914326e-11,1.,5.654866776461628,0.,ndsz,0.,1.4188349792250285e8,3.4957857479867016e-6
7781,0.,1.6802125636914326e-11,1.,5.686282702997525,0.,ndsz,0.,1.8131232131961405e8,-0.000011337748151651894
7782,0.,1.6802125636914326e-11,1.,5.717698629533424,0.,ndsz,0.,6.801065086159499e8,-0.000016442295489582648
7784,0.,1.6802125636914326e-11,1.,5.7805304826052195,0.,ndsz,0.,4.73085626853362e8,-6.516745187923334e-6
7786,0.,1.6802125636914326e-11,1.,5.843362335677016,0.,ndsz,0.,8.254787779262275e8,-6.374740202375051e-6
7788,0.,1.6802125636914326e-11,1.,5.9061941887488105,0.,ndsz,0.,2.678913636500584e8,-0.000039116283588214174
7790,0.,1.6802125636914326e-11,1.,5.969026041820607,0.,ndsz,0.,2.5835752400475833e8,-0.00004328235397110802
7791,0.,1.6802125636914326e-11,1.,6.000441968356505,0.,ndsz,0.,2.3024520673138705e8,-0.00003276335920077145
8000,0.,1.960247990973338e-11,-1.,0.,0.,ndsz,0.,2.1012211868573415e8,-0.000015196466321754087
8001,0.,1.960247990973338e-11,-1.,0.031415926535897934,0.,ndsz,0.,8.296690526151824e8,-0.000028226272810627506
8006,0.,1.960247990973338e-11,-1.,0.18849555921538758,0.,ndsz,0.,2.365067658493181e8,-0.000026505547694455345
8011,0.,1.960247990973338e-11,-1.,0.34557519189487723,0.,ndsz,0.,2.6636619648380524e8,-0.000029859144461852338
8018,0.,1.960247990973338e-11,-1.,0.5654866776461628,0.,NOERR,0.,2.8938961335592947e9,7.0834376182368996e-6
8022,0.,1.960247990973338e-11,-1.,0.6911503837897545,0.,mxst,0.,7.242155691706967e8,-0.00006892910016958716
8026,0.,1.960247990973338e-11,-1.,0.8168140899333463,0.,NOERR,0.,2.8938961335592947e9,1.9323986976203902e-7
8027,0.,1.960247990973338e-11,-1.,0.8482300164692442,0.,NOERR,0.,2.8938961335592947e9,3.984107686742592e-6
8037,0.,1.960247990973338e-11,-1.,1.1623892818282235,0.,ndsz,0.,2.2921153186483836e8,-2.071967912797845e-6
8039,0.,1.960247990973338e-11,-1.,1.2252211349000193,0.,NOERR,0.,2.8938961335592947e9,9.238151165360263e-7
8048,0.,1.960247990973338e-11,-1.,1.5079644737231006,0.,ndsz,0.,2.256474649099993e8,-0.000013219584218404634
8049,0.,1.960247990973338e-11,-1.,1.5393804002589986,0.,ndsz,0.,2.2018949181468192e8,-0.000015909870029418016
8050,0.,1.960247990973338e-11,-1.,1.5707963267948966,0.,ndsz,0.,8.902973530004914e8,-0.00003198083017963427
8054,0.,1.960247990973338e-11,-1.,1.6964600329384885,0.,mxst,0.,2.1122933837899168e9,-0.00001871678114397058
8058,0.,1.960247990973338e-11,-1.,1.82212373908208,0.,ndsz,0.,2.2099425373020566e8,-2.4323451080082714e-6
8060,0.,1.960247990973338e-11,-1.,1.8849555921538759,0.,ndsz,0.,1.5297293314887172e8,-2.6359341802617564e-6
8065,0.,1.960247990973338e-11,-1.,2.0420352248333655,0.,ndsz,0.,5.0047972273994493e8,-0.00001266829143276027
8067,0.,1.960247990973338e-11,-1.,2.1048670779051615,0.,ndsz,0.,7.820631848970121e8,-0.00003375931834170842
8085,0.,1.960247990973338e-11,-1.,2.670353755551324,0.,NOERR,0.,2.8938961335592947e9,-0.00002536313822139902
8095,0.,1.960247990973338e-11,-1.,2.9845130209103035,0.,ndsz,0.,4.24166876961075e8,-0.000014128487848097393
8141,0.,1.960247990973338e-11,-1.,4.429645641561608,0.,ndsz,0.,4.437486559880435e8,-0.000021768495670926313
8157,0.,1.960247990973338e-11,-1.,4.932300466135976,0.,NOERR,0.,2.8938961335592947e9,-6.428524762717546e-6
8162,0.,1.960247990973338e-11,-1.,5.089380098815465,0.,NOERR,0.,2.8938961335592947e9,6.140456362669239e-7
8179,0.,1.960247990973338e-11,-1.,5.62345084992573,0.,NOERR,0.,2.8938961335592947e9,-6.168651212285557e-6
8181,0.,1.960247990973338e-11,-1.,5.686282702997525,0.,ndsz,0.,1.2685960749182539e8,-3.969174628082328e-6
8188,0.,1.960247990973338e-11,-1.,5.9061941887488105,0.,NOERR,0.,2.8938961335592947e9,-1.93194142357589e-6
8189,0.,1.960247990973338e-11,-1.,5.937610115284708,0.,ndsz,0.,1.987734253223245e8,-0.000021073612430200228
8190,0.,1.960247990973338e-11,-1.,5.969026041820607,0.,ndsz,0.,1.9533989844307607e8,-0.000013008169204908882
8193,0.,1.960247990973338e-11,-1.,6.0632738214283,0.,ndsz,0.,8.301601004552484e8,-8.412458534223788e-6
8194,0.,1.960247990973338e-11,-1.,6.094689747964199,0.,NOERR,0.,2.8938961335592947e9,7.426396814541053e-6
8196,0.,1.960247990973338e-11,-1.,6.157521601035994,0.,ndsz,0.,2.5578527872852105e8,-0.000013761342302132107
8400,0.,1.960247990973338e-11,1.,0.,0.,ndsz,0.,2.1012211868573415e8,-0.000015196466321754087
8401,0.,1.960247990973338e-11,1.,0.031415926535897934,0.,ndsz,0.,8.296690526151824e8,-0.000028226272810627506
8406,0.,1.960247990973338e-11,1.,0.18849555921538758,0.,ndsz,0.,2.365067658493181e8,-0.000026505547694455345
8411,0.,1.960247990973338e-11,1.,0.34557519189487723,0.,ndsz,0.,2.6636619648380524e8,-0.000029859144461852338
8418,0.,1.960247990973338e-11,1.,0.5654866776461628,0.,NOERR,0.,2.8938961335592947e9,7.0834376182368996e-6
8422,0.,1.960247990973338e-11,1.,0.6911503837897545,0.,mxst,0.,7.242155691706967e8,-0.00006892910016958716
8426,0.,1.960247990973338e-11,1.,0.8168140899333463,0.,NOERR,0.,2.8938961335592947e9,1.9323986976203902e-7
8427,0.,1.960247990973338e-11,1.,0.8482300164692442,0.,NOERR,0.,2.8938961335592947e9,3.984107686742592e-6
8437,0.,1.960247990973338e-11,1.,1.1623892818282235,0.,ndsz,0.,2.2921153186483836e8,-2.071967912797845e-6
8439,0.,1.960247990973338e-11,1.,1.2252211349000193,0.,NOERR,0.,2.8938961335592947e9,9.238151165360263e-7
8448,0.,1.960247990973338e-11,1.,1.5079644737231006,0.,ndsz,0.,2.256474649099993e8,-0.000013219584218404634
8449,0.,1.960247990973338e-11,1.,1.5393804002589986,0.,ndsz,0.,2.2018949181468192e8,-0.000015909870029418016
8450,0.,1.960247990973338e-11,1.,1.5707963267948966,0.,ndsz,0.,8.902973530004914e8,-0.00003198083017963427
8454,0.,1.960247990973338e-11,1.,1.6964600329384885,0.,mxst,0.,2.1122933837899168e9,-0.00001871678114397058
8458,0.,1.960247990973338e-11,1.,1.82212373908208,0.,ndsz,0.,2.2099425373020566e8,-2.4323451080082714e-6
8460,0.,1.960247990973338e-11,1.,1.8849555921538759,0.,ndsz,0.,1.5297293314887172e8,-2.6359341802617564e-6
8465,0.,1.960247990973338e-11,1.,2.0420352248333655,0.,ndsz,0.,5.0047972273994493e8,-0.00001266829143276027
8467,0.,1.960247990973338e-11,1.,2.1048670779051615,0.,ndsz,0.,7.820631848970121e8,-0.00003375931834170842
8485,0.,1.960247990973338e-11,1.,2.670353755551324,0.,NOERR,0.,2.8938961335592947e9,-0.00002536313822139902
8495,0.,1.960247990973338e-11,1.,2.9845130209103035,0.,ndsz,0.,4.24166876961075e8,-0.000014128487848097393
8541,0.,1.960247990973338e-11,1.,4.429645641561608,0.,ndsz,0.,4.437486559880435e8,-0.000021768495670926313
8557,0.,1.960247990973338e-11,1.,4.932300466135976,0.,NOERR,0.,2.8938961335592947e9,-6.428524762717546e-6
8562,0.,1.960247990973338e-11,1.,5.089380098815465,0.,NOERR,0.,2.8938961335592947e9,6.140456362669239e-7
8579,0.,1.960247990973338e-11,1.,5.62345084992573,0.,NOERR,0.,2.8938961335592947e9,-6.168651212285557e-6
8581,0.,1.960247990973338e-11,1.,5.686282702997525,0.,ndsz,0.,1.2685960749182539e8,-3.969174628082328e-6
8588,0.,1.960247990973338e-11,1.,5.9061941887488105,0.,NOERR,0.,2.8938961335592947e9,-1.93194142357589e-6
8589,0.,1.960247990973338e-11,1.,5.937610115284708,0.,ndsz,0.,1.987734253223245e8,-0.000021073612430200228
8590,0.,1.960247990973338e-11,1.,5.969026041820607,0.,ndsz,0.,1.9533989844307607e8,-0.000013008169204908882
8593,0.,1.960247990973338e-11,1.,6.0632738214283,0.,ndsz,0.,8.301601004552484e8,-8.412458534223788e-6
8594,0.,1.960247990973338e-11,1.,6.094689747964199,0.,NOERR,0.,2.8938961335592947e9,7.426396814541053e-6
8596,0.,1.960247990973338e-11,1.,6.157521601035994,0.,ndsz,0.,2.5578527872852105e8,-0.000013761342302132107
8804,0.,2.2402834182552434e-11,-1.,0.12566370614359174,0.,ndsz,0.,2.577020950413994e8,-0.00003330423498937307
8807,0.,2.2402834182552434e-11,-1.,0.21991148575128555,0.,ndsz,0.,6.935963593983319e8,-0.000020806978639598128
8808,0.,2.2402834182552434e-11,-1.,0.25132741228718347,0.,ndsz,0.,1.867274293025551e8,-0.00001519428093388342
8809,0.,2.2402834182552434e-11,-1.,0.2827433388230814,0.,ndsz,0.,2.2901375003836617e8,-0.00002822060531570969
8816,0.,2.2402834182552434e-11,-1.,0.5026548245743669,0.,ndsz,0.,1.459974756170563e8,-4.473217907086102e-6
8817,0.,2.2402834182552434e-11,-1.,0.5340707511102649,0.,ndsz,0.,1.8154707134764785e8,-0.000019374367795421676
8824,0.,2.2402834182552434e-11,-1.,0.7539822368615503,0.,mxst,0.,1.4720532767420344e9,-0.00002398070066228497
8829,0.,2.2402834182552434e-11,-1.,0.91106186954104,0.,ndsz,0.,2.4944843279161343e8,-0.000016087538810438673
8837,0.,2.2402834182552434e-11,-1.,1.1623892818282235,0.,ndsz,0.,2.5704282308754876e8,-0.000033059871086038584
8845,0.,2.2402834182552434e-11,-1.,1.413716694115407,0.,ndsz,0.,1.7652791802183092e8,-8.171253114142019e-6
8848,0.,2.2402834182552434e-11,-1.,1.5079644737231006,0.,ndsz,0.,1.9325671434582704e8,-0.000015118103775080272
8849,0.,2.2402834182552434e-11,-1.,1.5393804002589986,0.,ndsz,0.,2.4366613857204574e8,-0.000028581243526559774
8850,0.,2.2402834182552434e-11,-1.,1.5707963267948966,0.,ndsz,0.,8.268274667312505e8,-0.00005594566031415536
8851,0.,2.2402834182552434e-11,-1.,1.6022122533307945,0.,ndsz,0.,2.144458255509539e8,-0.000015308351947851406
8852,0.,2.2402834182552434e-11,-1.,1.6336281798666925,0.,ndsz,0.,1.6133955585055426e8,-6.131702589937116e-6
8853,0.,2.2402834182552434e-11,-1.,1.6650441064025905,0.,ndsz,0.,2.1379668068435732e8,-0.00001207076098808102
8855,0.,2.2402834182552434e-11,-1.,1.7278759594743864,0.,ndsz,0.,2.3772821449297416e8,-0.000011958370760262182
8859,0.,2.2402834182552434e-11,-1.,1.853539665617978,0.,ndsz,0.,1.3664029490036732e8,-7.3789132102319854e-6
8862,0.,2.2402834182552434e-11,-1.,1.9477874452256718,0.,ndsz,0.,5.1973832229441845e8,-0.000025608780660490993
8865,0.,2.2402834182552434e-11,-1.,2.0420352248333655,0.,ndsz,0.,5.630131111912994e8,-0.000023294986441158017
8867,0.,2.2402834182552434e-11,-1.,2.1048670779051615,0.,ndsz,0.,5.621940806042241e8,-0.000055376554236374886
8874,0.,2.2402834182552434e-11,-1.,2.324778563656447,0.,ndsz,0.,4.357429735698221e8,-0.000026566859915533314
8883,0.,2.2402834182552434e-11,-1.,2.607521902479528,0.,ndsz,0.,3.8966002536887974e8,-0.000016556426331248986
8955,0.,2.2402834182552434e-11,-1.,4.869468613064179,0.,mxst,0.,1.952081227467774e9,-0.00006233878123839472
8962,0.,2.2402834182552434e-11,-1.,5.089380098815465,0.,ndsz,0.,4.6044818389299387e8,-0.000029743667525394812
8964,0.,2.2402834182552434e-11,-1.,5.15221195188726,0.,ndsz,0.,3.4652693464637697e8,-0.000019045283423224646
8966,0.,2.2402834182552434e-11,-1.,5.215043804959056,0.,mxst,0.,2.7049934154011483e9,-0.00003156867231701374
8970,0.,2.2402834182552434e-11,-1.,5.340707511102648,0.,ndsz,0.,3.80299862403681e8,-9.770140827924934e-6
8971,0.,2.2402834182552434e-11,-1.,5.372123437638546,0.,ndsz,0.,4.735087887884073e8,-0.000024554212920691043
8973,0.,2.2402834182552434e-11,-1.,5.4349552907103424,0.,ndsz,0.,4.676118911465441e8,-0.000018488855495490952
8978,0.,2.2402834182552434e-11,-1.,5.592034923389832,0.,ndsz,0.,5.49572496712003e8,-0.000012401671874329168
8979,0.,2.2402834182552434e-11,-1.,5.62345084992573,0.,ndsz,0.,5.388962074889514e8,-0.000014944462861876673
8980,0.,2.2402834182552434e-11,-1.,5.654866776461628,0.,ndsz,0.,1.20193378607763e8,-4.1452218728088575e-6
8982,0.,2.2402834182552434e-11,-1.,5.717698629533424,0.,ndsz,0.,1.1498415570468043e8,-4.24296445089567e-6
8988,0.,2.2402834182552434e-11,-1.,5.9061941887488105,0.,mxst,0.,1.596381259736275e9,-0.00003924562663985142
8991,0.,2.2402834182552434e-11,-1.,6.000441968356505,0.,ndsz,0.,1.7804944259783518e8,-4.50619143066433e-6
8994,0.,2.2402834182552434e-11,-1.,6.094689747964199,0.,ndsz,0.,2.1145403588258633e8,-0.00003439651392511678
8996,0.,2.2402834182552434e-11,-1.,6.157521601035994,0.,ndsz,0.,4.001328460279807e8,-0.00006157261214667642
9204,0.,2.2402834182552434e-11,1.,0.12566370614359174,0.,ndsz,0.,2.577020950413994e8,-0.00003330423498937307
9207,0.,2.2402834182552434e-11,1.,0.21991148575128555,0.,ndsz,0.,6.935963593983319e8,-0.000020806978639598128
9208,0.,2.2402834182552434e-11,1.,0.25132741228718347,0.,ndsz,0.,1.867274293025551e8,-0.00001519428093388342
9209,0.,2.2402834182552434e-11,1.,0.2827433388230814,0.,ndsz,0.,2.2901375003836617e8,-0.00002822060531570969
9216,0.,2.2402834182552434e-11,1.,0.5026548245743669,0.,ndsz,0.,1.459974756170563e8,-4.473217907086102e-6
9217,0.,2.2402834182552434e-11,1.,0.5340707511102649,0.,ndsz,0.,1.8154707134764785e8,-0.000019374367795421676
9224,0.,2.2402834182552434e-11,1.,0.7539822368615503,0.,mxst,0.,1.4720532767420344e9,-0.00002398070066228497
9229,0.,2.2402834182552434e-11,1.,0.91106186954104,0.,ndsz,0.,2.4944843279161343e8,-0.000016087538810438673
9237,0.,2.2402834182552434e-11,1.,1.1623892818282235,0.,ndsz,0.,2.5704282308754876e8,-0.000033059871086038584
9245,0.,2.2402834182552434e-11,1.,1.413716694115407,0.,ndsz,0.,1.7652791802183092e8,-8.171253114142019e-6
9248,0.,2.2402834182552434e-11,1.,1.5079644737231006,0.,ndsz,0.,1.9325671434582704e8,-0.000015118103775080272
9249,0.,2.2402834182552434e-11,1.,1.5393804002589986,0.,ndsz,0.,2.4366613857204574e8,-0.000028581243526559774
9250,0.,2.2402834182552434e-11,1.,1.5707963267948966,0.,ndsz,0.,8.268274667312505e8,-0.00005594566031415536
9251,0.,2.2402834182552434e-11,1.,1.6022122533307945,0.,ndsz,0.,2.144458255509539e8,-0.000015308351947851406
9252,0.,2.2402834182552434e-11,1.,1.6336281798666925,0.,ndsz,0.,1.6133955585055426e8,-6.131702589937116e-6
9253,0.,2.2402834182552434e-11,1.,1.6650441064025905,0.,ndsz,0.,2.1379668068435732e8,-0.00001207076098808102
9255,0.,2.2402834182552434e-11,1.,1.7278759594743864,0.,ndsz,0.,2.3772821449297416e8,-0.000011958370760262182
9259,0.,2.2402834182552434e-11,1.,1.853539665617978,0.,ndsz,0.,1.3664029490036732e8,-7.3789132102319854e-6
9262,0.,2.2402834182552434e-11,1.,1.9477874452256718,0.,ndsz,0.,5.1973832229441845e8,-0.000025608780660490993
9265,0.,2.2402834182552434e-11,1.,2.0420352248333655,0.,ndsz,0.,5.630131111912994e8,-0.000023294986441158017
9267,0.,2.2402834182552434e-11,1.,2.1048670779051615,0.,ndsz,0.,5.621940806042241e8,-0.000055376554236374886
9274,0.,2.2402834182552434e-11,1.,2.324778563656447,0.,ndsz,0.,4.357429735698221e8,-0.000026566859915533314
9283,0.,2.2402834182552434e-11,1.,2.607521902479528,0.,ndsz,0.,3.8966002536887974e8,-0.000016556426331248986
9355,0.,2.2402834182552434e-11,1.,4.869468613064179,0.,mxst,0.,1.952081227467774e9,-0.00006233878123839472
9362,0.,2.2402834182552434e-11,1.,5.089380098815465,0.,ndsz,0.,4.6044818389299387e8,-0.000029743667525394812
9364,0.,2.2402834182552434e-11,1.,5.15221195188726,0.,ndsz,0.,3.4652693464637697e8,-0.000019045283423224646
9366,0.,2.2402834182552434e-11,1.,5.215043804959056,0.,mxst,0.,2.7049934154011483e9,-0.00003156867231701374
9370,0.,2.2402834182552434e-11,1.,5.340707511102648,0.,ndsz,0.,3.80299862403681e8,-9.770140827924934e-6
9371,0.,2.2402834182552434e-11,1.,5.372123437638546,0.,ndsz,0.,4.735087887884073e8,-0.000024554212920691043
9373,0.,2.2402834182552434e-11,1.,5.4349552907103424,0.,ndsz,0.,4.676118911465441e8,-0.000018488855495490952
9378,0.,2.2402834182552434e-11,1.,5.592034923389832,0.,ndsz,0.,5.49572496712003e8,-0.000012401671874329168
9379,0.,2.2402834182552434e-11,1.,5.62345084992573,0.,ndsz,0.,5.388962074889514e8,-0.000014944462861876673
9380,0.,2.2402834182552434e-11,1.,5.654866776461628,0.,ndsz,0.,1.20193378607763e8,-4.1452218728088575e-6
9382,0.,2.2402834182552434e-11,1.,5.717698629533424,0.,ndsz,0.,1.1498415570468043e8,-4.24296445089567e-6
9388,0.,2.2402834182552434e-11,1.,5.9061941887488105,0.,mxst,0.,1.596381259736275e9,-0.00003924562663985142
9391,0.,2.2402834182552434e-11,1.,6.000441968356505,0.,ndsz,0.,1.7804944259783518e8,-4.50619143066433e-6
9394,0.,2.2402834182552434e-11,1.,6.094689747964199,0.,ndsz,0.,2.1145403588258633e8,-0.00003439651392511678
9396,0.,2.2402834182552434e-11,1.,6.157521601035994,0.,ndsz,0.,4.001328460279807e8,-0.00006157261214667642
9600,0.,2.8003542728190545e-11,-1.,0.,0.,ndsz,0.,3.131626892516094e8,2.4791896038323102e-6
9601,0.,2.8003542728190545e-11,-1.,0.031415926535897934,0.,ndsz,0.,1.861273074173446e8,-0.00003995991836802659
9604,0.,2.8003542728190545e-11,-1.,0.12566370614359174,0.,ndsz,0.,1.429263146141644e8,-0.000012049963412280595
9605,0.,2.8003542728190545e-11,-1.,0.15707963267948966,0.,ndsz,0.,6.837589982942944e8,-0.000031706977601686503
9611,0.,2.8003542728190545e-11,-1.,0.34557519189487723,0.,ndsz,0.,1.7587099351442504e8,-0.000015108922298168181
9612,0.,2.8003542728190545e-11,-1.,0.37699111843077515,0.,ndsz,0.,1.6371726825047925e8,-0.00002541855539561766
9613,0.,2.8003542728190545e-11,-1.,0.4084070449666731,0.,ndsz,0.,1.633064812858478e8,-0.000018320699453511224
9614,0.,2.8003542728190545e-11,-1.,0.4398229715025711,0.,ndsz,0.,1.5279358343489522e8,-0.000016483375659959165
9615,0.,2.8003542728190545e-11,-1.,0.47123889803846897,0.,ndsz,0.,1.7097095569143927e8,-0.000025225577857668213
9618,0.,2.8003542728190545e-11,-1.,0.5654866776461628,0.,NOERR,0.,2.8938961335592947e9,4.686916728003912e-6
9619,0.,2.8003542728190545e-11,-1.,0.5969026041820606,0.,ndsz,0.,1.8409030002067828e8,-0.00004848024660475403
9620,0.,2.8003542728190545e-11,-1.,0.6283185307179586,0.,ndsz,0.,2.1173881154094034e8,-0.00006043909019126659
9623,0.,2.8003542728190545e-11,-1.,0.7225663103256524,0.,ndsz,0.,1.910307307606397e8,-0.00001336555332898115
9625,0.,2.8003542728190545e-11,-1.,0.7853981633974483,0.,NOERR,0.,2.8938961335592947e9,3.9778324285377375e-8
9628,0.,2.8003542728190545e-11,-1.,0.8796459430051422,0.,ndsz,0.,8.211349524283468e8,-0.00002727553476944422
9632,0.,2.8003542728190545e-11,-1.,1.0053096491487339,0.,NOERR,0.,2.8938961335592947e9,6.155439677746171e-7
9633,0.,2.8003542728190545e-11,-1.,1.0367255756846319,0.,ndsz,0.,1.4265768480180678e8,-0.000011441289217373196
9635,0.,2.8003542728190545e-11,-1.,1.0995574287564276,0.,NOERR,0.,2.8938961335592947e9,-2.9792571485831642e-8
9642,0.,2.8003542728190545e-11,-1.,1.319468914507713,0.,ndsz,0.,7.482009792330948e8,-0.000030516048461493028
9644,0.,2.8003542728190545e-11,-1.,1.382300767579509,0.,ndsz,0.,1.921468337825364e8,-0.000021864513840341715
9650,0.,2.8003542728190545e-11,-1.,1.5707963267948966,0.,ndsz,0.,1.7113315158502284e8,-0.00003252822205013217
9654,0.,2.8003542728190545e-11,-1.,1.6964600329384885,0.,ndsz,0.,1.4736773097931623e8,-0.000017902704897210242
9655,0.,2.8003542728190545e-11,-1.,1.7278759594743864,0.,ndsz,0.,1.4640304154531485e8,-9.571892519488756e-6
9656,0.,2.8003542728190545e-11,-1.,1.7592918860102844,0.,ndsz,0.,1.1063706510037538e8,-7.667131905475522e-6
9658,0.,2.8003542728190545e-11,-1.,1.82212373908208,0.,ndsz,0.,1.1542070257198541e8,-2.351136032530121e-6
9666,0.,2.8003542728190545e-11,-1.,2.0734511513692637,0.,ndsz,0.,3.177998028369037e8,-3.762854134947702e-7
9671,0.,2.8003542728190545e-11,-1.,2.230530784048753,0.,NOERR,0.,2.8938961335592947e9,2.714198819930138e-6
9672,0.,2.8003542728190545e-11,-1.,2.261946710584651,0.,ndsz,0.,6.719375622197155e8,-0.000019983164165182643
9673,0.,2.8003542728190545e-11,-1.,2.293362637120549,0.,ndsz,0.,7.035874280952644e8,-0.000020740185320278215
9678,0.,2.8003542728190545e-11,-1.,2.4504422698000385,0.,NOERR,0.,2.8938961335592947e9,-3.5424277479719116e-6
9683,0.,2.8003542728190545e-11,-1.,2.607521902479528,0.,NOERR,0.,2.8938961335592947e9,-2.0879452216566275e-6
9684,0.,2.8003542728190545e-11,-1.,2.638937829015426,0.,ndsz,0.,2.708044237210921e8,-1.6500093806826044e-6
9724,0.,2.8003542728190545e-11,-1.,3.8955748904513436,0.,NOERR,0.,2.8938961335592947e9,-7.313690066297541e-7
9760,0.,2.8003542728190545e-11,-1.,5.026548245743669,0.,ndsz,0.,2.4871116331419507e8,2.2202870582077594e-6
9765,0.,2.8003542728190545e-11,-1.,5.183627878423159,0.,NOERR,0.,2.8938961335592947e9,-6.079105862483692e-7
9766,0.,2.8003542728190545e-11,-1.,5.215043804959056,0.,ndsz,0.,2.995568994369786e8,-0.000014276650077249542
