# Final Energy vs Phase
# En0 (GHz)	0.0
# fmw (V/cm)	6.0
phi	efinal
0.	-54.10659481976836
0.03079992797637052	-55.060853142871686
0.06159985595274104	-55.96429313924829
0.09239978392911156	-56.81604564470895
0.12319971190548208	-57.61528205492565
0.1539996398818526	-58.361214915414195
0.18479956785822313	-59.053098653525545
0.21559949583459367	-59.69023026258011
0.24639942381096416	-60.271949751582206
0.2771993517873347	-60.79764130690849
0.3079992797637052	-61.2667339831421
0.33879920774007577	-61.67870281826174
0.36959913571644626	-62.03306993840652
0.40039906369281675	-62.32940558529812
0.43119899166918735	-62.56732989755795
0.46199891964555784	-62.74651384994379
0.4927988476219283	-62.86668101353703
0.5235987755982988	-62.927608790394515
0.5543987035746694	-62.92912997067443
0.5851986315510399	-62.8711335222483
0.6159985595274104	-62.75356621375433
0.6467984875037809	-62.5764329320784
0.6775984154801515	-62.33979760858547
0.708398343456522	-62.04378349922531
0.7391982714328925	-61.68857316257936
0.769998199409263	-61.274408682939715
0.8007981273856335	-60.801591156828984
0.831598055362004	-60.270480391988556
0.8623979833383747	-59.68149455298381
0.893197911314745	-59.03510931271535
0.9239978392911157	-58.331857287366816
0.9547977672674861	-57.57232758989276
0.9855976952438567	-56.75716491899964
1.0163976232202272	-55.887069066632385
1.0471975511965976	-54.962794010560806
1.0779974791729683	-53.98514763125248
1.1087974071493387	-52.9549907238273
1.1395973351257092	-51.87323638690401
1.1703972631020798	-50.74084948121868
1.2011971910784502	-49.55884587208871
1.231997119054821	-48.32829147806815
1.2627970470311913	-47.05030198564265
1.2935969750075618	-45.72604141630138
1.3243969029839324	-44.35672181387743
1.355196830960303	-42.943601965261884
1.3859967589366733	-41.487986777516774
1.416796686913044	-39.9912258696532
1.4475966148894144	-38.45471285535149
1.478396542865785	-36.879883879104455
1.5091964708421555	-35.26821658194997
1.539996398818526	-33.62122897299498
1.5707963267948966	-31.940477874034208
1.601596254771267	-30.227557368260335
1.6323961827476376	-28.4840979420371
1.663196110724008	-26.711764240020926
1.6939960387003785	-24.912254206792387
1.7247959666767494	-23.087296695369066
1.7555958946531198	-21.238650583528067
1.78639582262949	-19.368102324455567
1.817195750605861	-17.47746467215098
1.8479956785822313	-15.568574572319815
1.8787956065586018	-13.643291250728259
1.9095955345349722	-11.703494587856445
1.9403954625113429	-9.751082622046662
1.9711953904877133	-7.787970296336746
2.0019953184640835	-5.816086529329559
2.0327952464404544	-3.837372909008175
2.063595174416825	-1.8537811870929894
2.0943951023931953	0.13272874321793154
2.125195030369566	2.1201911348924334
2.1559949583459366	4.106636238972936
2.186794886322307	6.090092807214735
2.2175948142986774	8.068590145277629
2.248394742275048	10.040160204552546
2.2791946702514183	12.00284017772263
2.309994598227789	13.954674282154937
2.3407945262041596	15.893716061062415
2.37159445418053	17.81803092656205
2.4023943821569005	19.725697890674237
2.4331943101332714	21.614812035117957
2.463994238109642	23.483486613206708
2.4947941660860122	25.329855192484086
2.5255940940623827	27.152073671794557
2.556394022038753	28.948322740814028
2.5871939500151235	30.716809441504726
2.6179938779914944	32.455769659978216
2.648793805967865	34.16346982778893
2.6795937339442353	35.838209008729976
2.710393661920606	37.47832082110644
2.7411935898969766	39.08217547692803
2.7719935178733466	40.64818107173326
2.8027934458497175	42.174786036324264
2.833593373826088	43.6604806078807
2.8643933018024583	45.103798051024405
2.8951932297788288	46.503317054644185
2.9259931577551996	47.8576628084816
2.95679308573157	49.16550860781333
2.9875930137079405	50.42557700088123
3.018392941684311	51.63664176918921
3.0491928696606814	52.79752849184387
3.079992797637052	53.907116333492326
3.1107927256134227	54.964338850386945
3.141592653589793	55.96818522831899
3.1723925815661635	56.91770125525456
3.203192509542534	57.81198997414505
3.2339924375189044	58.65021304398946
3.2647923654952753	59.431590997993624
3.2955922934716457	60.15540432864741
3.326392221448016	60.8209937536874
3.3571921494243866	61.42776104292902
3.387992077400757	61.97516916953926
3.4187920053771275	62.462742949815095
3.449591933353499	62.89006926435855
3.480391861329869	63.256797109111496
3.5111917893062397	63.56263792482123
3.5419917172826096	63.80736561276685
3.57279164525898	63.9908162761849
3.6035915732353505	64.11288856890398
3.634391501211722	64.17354325653656
3.6651914291880923	64.1728027691686
3.6959913571644627	64.11075144306295
3.726791285140833	63.987534494766344
3.7575912131172036	63.80335793898679
3.788391141093574	63.558488240307234
3.8191910690699444	63.25325105995395
3.8499909970463153	62.888031240135554
3.8807909250226857	62.46327187333386
3.911590852999056	61.97947333370844
3.9423907809754266	61.4371927268476
3.973190708951797	60.83704273418543
4.003990636928167	60.17969103681619
4.034790564904538	59.46585860715132
4.065590492880909	58.6963196178434
4.096390420857279	57.871899500039454
4.12719034883365	56.99347434025197
4.15799027681002	56.06196928306761
4.1887902047863905	55.07835769723104
4.219590132762761	54.04365964492862
4.250390060739132	52.9589406057345
4.281189988715503	51.825310296646855
4.311989916691873	50.64392122396886
4.342789844668244	49.41596728952223
4.373589772644614	48.142682218539356
4.4043897006209844	46.82533857395799
4.435189628597355	45.465245657552366
4.465989556573725	44.06374876794922
4.496789484550096	42.62222706171427
4.527589412526466	41.1420923807793
4.558389340502837	39.62478774299071
4.589189268479207	38.07178569658771
4.619989196455578	36.48458697306225
4.650789124431949	34.86471856778773
4.681589052408319	33.213732816867434
4.71238898038469	31.533205257917075
4.74318890836106	29.8247333681822
4.7739888363374305	28.089935055020494
4.804788764313801	26.330447192224685
4.835588692290172	24.547923736921607
4.866388620266543	22.74403455762726
4.897188548242913	20.92046381173955
4.927988476219284	19.078908515166383
4.958788404195654	17.22107671647729
4.9895883321720245	15.348686577704296
5.020388260148395	13.463464388920064
5.051188188124765	11.567143331380779
