# Final Energy vs Phase
# En0 (GHz)	100.0
# fmw (V/cm)	6.0
phi	efinal
0.	-56.082786002688636
0.03079992797637052	-56.9982876218394
0.06159985595274104	-57.86092139781238
0.09239978392911156	-58.66986061217447
0.12319971190548208	-59.4243231437701
0.1539996398818526	-60.123572818601254
0.18479956785822313	-60.76691956877145
0.21559949583459367	-61.35372083474303
0.24639942381096416	-61.88338193206578
0.2771993517873347	-62.35535683516419
0.3079992797637052	-62.769148766663776
0.33879920774007577	-63.12431116676769
0.36959913571644626	-63.42044802610432
0.40039906369281675	-63.657214567018016
0.43119899166918735	-63.83431798901217
0.46199891964555784	-63.95151773665841
0.4927988476219283	-64.00862628963613
0.5235987755982988	-64.00550949319008
0.5543987035746694	-63.94208700191946
0.5851986315510399	-63.818332573280905
0.6159985595274104	-63.63427475885814
0.6467984875037809	-63.3899969241425
0.6775984154801515	-63.08563760391162
0.708398343456522	-62.72139072075979
0.7391982714328925	-62.29750593986466
0.769998199409263	-61.814288389870114
0.8007981273856335	-61.27209920144223
0.831598055362004	-60.67135516221162
0.8623979833383747	-60.01252914978339
0.893197911314745	-59.29614942371166
0.9239978392911157	-58.52280010274113
0.9547977672674861	-57.69312043176913
0.9855976952438567	-56.807805219614686
1.0163976232202272	-55.86760362584984
1.0471975511965976	-54.873319499343026
1.0779974791729683	-53.82581078900981
1.1087974071493387	-52.72598879240158
1.1395973351257092	-51.57481785422398
1.1703972631020798	-50.37331472851939
1.2011971910784502	-49.12254772330444
1.231997119054821	-47.82363611956226
1.2627970470311913	-46.47774931787112
1.2935969750075618	-45.08610587245846
1.3243969029839324	-43.6499725630835
1.355196830960303	-42.170663619553956
1.3859967589366733	-40.64953933004576
1.416796686913044	-39.088005053686985
1.4475966148894144	-37.48751013117977
1.478396542865785	-35.849546235489484
1.5091964708421555	-34.17564666450829
1.539996398818526	-32.46738439562614
1.5707963267948966	-30.7263710192925
1.601596254771267	-28.954254912417497
1.6323961827476376	-27.15272003233251
1.663196110724008	-25.3234839948784
1.6939960387003785	-23.468296648094977
1.7247959666767494	-21.58893822283754
1.7555958946531198	-19.68721761661186
1.78639582262949	-17.764970417568662
1.817195750605861	-15.82405737747878
1.8479956785822313	-13.866362205338206
1.8787956065586018	-11.893789773187791
1.9095955345349722	-9.908263918924874
1.9403954625113429	-7.911725843745273
1.9711953904877133	-5.906131530355523
2.0019953184640835	-3.893450084857477
2.0327952464404544	-1.8756613005613048
2.063595174416825	0.14524614780665956
2.0943951023931953	2.167277250990864
2.125195030369566	4.1884326188259
2.1559949583459366	6.206710678210783
2.186794886322307	8.220109976880337
2.2175948142986774	10.226631316942488
2.248394742275048	12.22428021824048
2.2791946702514183	14.211068655776884
2.309994598227789	16.18501784695765
2.3407945262041596	18.144160360664117
2.37159445418053	20.08654190831699
2.4023943821569005	22.010224099759895
2.4331943101332714	23.91328638487164
2.463994238109642	25.79382806021431
2.4947941660860122	27.649970987949686
2.5255940940623827	29.479861146991055
2.556394022038753	31.28167107039343
2.5871939500151235	33.053601714783554
2.6179938779914944	34.793884814194485
2.648793805967865	36.500784495039966
2.6795937339442353	38.17259945025393
2.710393661920606	39.80766497794383
2.7411935898969766	41.40435460464019
2.7719935178733466	42.96108217644425
2.8027934458497175	44.47630322194394
