# Filename	binding\9e0580b4-0d8b-4974-8192-b0d3ca92c1c9.txt
# Source	C:\Users\labuser\Documents\2D-Comp-Model\computation\Turning Time\turning.nb
# Note	1D calculation of binding time vs. field and orbit energy.
# Date	2018-02-06T18:00:40
# Dir	-1
# field	1.8085621345289726e-11
# zi	-6.
W	field	zb	tb	argtbzt	tt	argtt
-0.000030396598110480406	1.8085621345289726e-11	NaN	NaN	NaN	-32278.499073535557	-32278.499073535557	3.141592653589793
-0.00002720495530887996	1.8085621345289726e-11	NaN	NaN	NaN	-35901.16388293677	-35901.16388293677	3.141592653589793
-0.000024165295497831922	1.8085621345289726e-11	NaN	NaN	NaN	-40173.770677178596	-40173.770677178596	3.141592653589793
-0.00002112563568678388	1.8085621345289726e-11	NaN	NaN	NaN	-45558.92278320435	-45558.92278320435	3.141592653589793
-0.000030244615119928003	1.8085621345289726e-11	NaN	NaN	NaN	-32434.659631976396	-32434.659631976396	3.141592653589793
-0.00002705297231832756	1.8085621345289726e-11	NaN	NaN	NaN	-36093.594075888206	-36093.594075888206	3.141592653589793
-0.00002401331250727952	1.8085621345289726e-11	NaN	NaN	NaN	-40413.48571783944	-40413.48571783944	3.141592653589793
-0.000020973652696231478	1.8085621345289726e-11	NaN	NaN	NaN	-45864.935408672194	-45864.935408672194	3.141592653589793
-0.0000300926321293756	1.8085621345289726e-11	NaN	NaN	NaN	-32592.309898518233	-32592.309898518233	3.141592653589793
-0.00002690098932777516	1.8085621345289726e-11	NaN	NaN	NaN	-36288.04999268408	-36288.04999268408	3.141592653589793
-0.000023861329516727117	1.8085621345289726e-11	NaN	NaN	NaN	-40655.99513314706	-40655.99513314706	3.141592653589793
-0.000020821669705679075	1.8085621345289726e-11	NaN	NaN	NaN	-46174.9330512847	-46174.9330512847	3.141592653589793
-0.000029940649138823198	1.8085621345289726e-11	NaN	NaN	NaN	-32751.470876843156	-32751.470876843156	3.141592653589793
-0.000026749006337222757	1.8085621345289726e-11	NaN	NaN	NaN	-36484.56301638456	-36484.56301638456	3.141592653589793
-0.000023709346526174715	1.8085621345289726e-11	NaN	NaN	NaN	-40901.34658542289	-40901.34658542289	3.141592653589793
-0.000020669686715126676	1.8085621345289726e-11	NaN	NaN	NaN	-46488.99100492874	-46488.99100492874	3.141592653589793
-0.000029788666148270795	1.8085621345289726e-11	NaN	NaN	NaN	-32912.16395927372	-32912.16395927372	3.141592653589793
-0.000026597023346670354	1.8085621345289726e-11	NaN	NaN	NaN	-36683.165165057864	-36683.165165057864	3.141592653589793
-0.000023557363535622312	1.8085621345289726e-11	NaN	NaN	NaN	-41149.58879172588	-41149.58879172588	3.141592653589793
-0.000020517703724574274	1.8085621345289726e-11	NaN	NaN	NaN	-46807.186390765055	-46807.186390765055	3.141592653589793
-0.000029636683157718393	1.8085621345289726e-11	NaN	NaN	NaN	-33074.4109356073	-33074.4109356073	3.141592653589793
-0.00002644504035611795	1.8085621345289726e-11	NaN	NaN	NaN	-36883.88910747477	-36883.88910747477	3.141592653589793
-0.000023405380545069913	1.8085621345289726e-11	NaN	NaN	NaN	-41400.771552129176	-41400.771552129176	3.141592653589793
-0.00002036572073402187	1.8085621345289726e-11	NaN	NaN	NaN	-47129.59821026049	-47129.59821026049	3.141592653589793
