# Filename	binding\a65d7b32-5358-4c05-b9db-f347dd69c88f.txt
# Source	C:\Users\labuser\Documents\2D-Comp-Model\computation\Turning Time\turning.nb
# Note	1D calculation of binding time vs. field and orbit energy.
# Date	2018-02-06T17:59:02
# Dir	-1
# field	8.556638055836e-12
# zi	-6.
W	field	zb	tb	argtbzt	tt	argtt
-0.000030396598110480406	8.556638055836e-12	NaN	NaN	NaN	-32599.265015646102	-32599.265015646102	3.141592653589793
-0.00002720495530887996	8.556638055836e-12	NaN	NaN	NaN	-36342.589780949536	-36342.589780949536	3.141592653589793
-0.000024165295497831922	8.556638055836e-12	NaN	NaN	NaN	-40792.4476182658	-40792.4476182658	3.141592653589793
-0.00002112563568678388	8.556638055836e-12	NaN	NaN	NaN	-46461.51419941476	-46461.51419941476	3.141592653589793
-0.000030244615119928003	8.556638055836e-12	NaN	NaN	NaN	-32760.106284257676	-32760.106284257676	3.141592653589793
-0.00002705297231832756	8.556638055836e-12	NaN	NaN	NaN	-36542.16094714076	-36542.16094714076	3.141592653589793
-0.00002401331250727952	8.556638055836e-12	NaN	NaN	NaN	-41043.312338566255	-41043.312338566255	3.141592653589793
-0.000020973652696231478	8.556638055836e-12	NaN	NaN	NaN	-46785.8532656407	-46785.8532656407	3.141592653589793
-0.0000300926321293756	8.556638055836e-12	NaN	NaN	NaN	-32922.527912543876	-32922.527912543876	3.141592653589793
-0.00002690098932777516	8.556638055836e-12	NaN	NaN	NaN	-36743.910890205574	-36743.910890205574	3.141592653589793
-0.000023861329516727117	8.556638055836e-12	NaN	NaN	NaN	-41297.23702484101	-41297.23702484101	3.141592653589793
-0.000020821669705679075	8.556638055836e-12	NaN	NaN	NaN	-47114.66746435105	-47114.66746435105	3.141592653589793
-0.000029940649138823198	8.556638055836e-12	NaN	NaN	NaN	-33086.553088240835	-33086.553088240835	3.141592653589793
-0.000026749006337222757	8.556638055836e-12	NaN	NaN	NaN	-36947.87506658808	-36947.87506658808	3.141592653589793
-0.000023709346526174715	8.556638055836e-12	NaN	NaN	NaN	-41554.27717548629	-41554.27717548629	3.141592653589793
-0.000020669686715126676	8.556638055836e-12	NaN	NaN	NaN	-47448.04826355005	-47448.04826355005	3.141592653589793
-0.000029788666148270795	8.556638055836e-12	NaN	NaN	NaN	-33252.20545055084	-33252.20545055084	3.141592653589793
-0.000026597023346670354	8.556638055836e-12	NaN	NaN	NaN	-37154.08969692065	-37154.08969692065	3.141592653589793
-0.000023557363535622312	8.556638055836e-12	NaN	NaN	NaN	-41814.48961837441	-41814.48961837441	3.141592653589793
-0.000020517703724574274	8.556638055836e-12	NaN	NaN	NaN	-47786.08959017163	-47786.08959017163	3.141592653589793
-0.000029636683157718393	8.556638055836e-12	NaN	NaN	NaN	-33419.50910107261	-33419.50910107261	3.141592653589793
-0.00002644504035611795	8.556638055836e-12	NaN	NaN	NaN	-37362.591786461504	-37362.591786461504	3.141592653589793
-0.000023405380545069913	8.556638055836e-12	NaN	NaN	NaN	-42077.93255025015	-42077.93255025015	3.141592653589793
-0.00002036572073402187	8.556638055836e-12	NaN	NaN	NaN	-48128.88791145361	-48128.88791145361	3.141592653589793
-0.000029484700167165993	8.556638055836e-12	NaN	NaN	NaN	-33588.48861504704	-33588.48861504704	3.141592653589793
-0.00002629305736556555	8.556638055836e-12	NaN	NaN	NaN	-37573.41914618223	-37573.41914618223	3.141592653589793
-0.00002325339755451751	8.556638055836e-12	NaN	NaN	NaN	-42344.665577513144	-42344.665577513144	3.141592653589793
-0.00002021373774346947	8.556638055836e-12	NaN	NaN	NaN	-48476.542319486274	-48476.542319486274	3.141592653589793
-0.00002933271717661359	8.556638055836e-12	NaN	NaN	NaN	-33759.16905293114	-33759.16905293114	3.141592653589793
-0.000026141074375013146	8.556638055836e-12	NaN	NaN	NaN	-37786.61041453101	-37786.61041453101	3.141592653589793
-0.000023101414563965108	8.556638055836e-12	NaN	NaN	NaN	-42614.74975843795	-42614.74975843795	3.141592653589793
-0.000020061754752917066	8.556638055836e-12	NaN	NaN	NaN	-48829.154619076595	-48829.154619076595	3.141592653589793
-0.000029180734186061188	8.556638055836e-12	NaN	NaN	NaN	-33931.575972307626	-33931.575972307626	3.141592653589793
-0.000025989091384460747	8.556638055836e-12	NaN	NaN	NaN	-38002.20507989479	-38002.20507989479	3.141592653589793
-0.000022949431573412705	8.556638055836e-12	NaN	NaN	NaN	-42888.2476468971	-42888.2476468971	3.141592653589793
-0.000019909771762364663	8.556638055836e-12	NaN	NaN	NaN	-49186.82941907827	-49186.82941907827	3.141592653589793
-0.000029028751195508785	8.556638055836e-12	NaN	NaN	NaN	-34105.735440144235	-34105.735440144235	3.141592653589793
-0.000025837108393908344	8.556638055836e-12	NaN	NaN	NaN	-38220.24350378676	-38220.24350378676	3.141592653589793
-0.000022797448582860302	8.556638055836e-12	NaN	NaN	NaN	-43165.22333764072	-43165.22333764072	3.141592653589793
-0.000019757788771812264	8.556638055836e-12	NaN	NaN	NaN	-49549.67422734102	-49549.67422734102	3.141592653589793
-0.000028876768204956383	8.556638055836e-12	NaN	NaN	NaN	-34281.674045413136	-34281.674045413136	3.141592653589793
-0.000025685125403355942	8.556638055836e-12	NaN	NaN	NaN	-38440.766944786046	-38440.766944786046	3.141592653589793
-0.0000226454655923079	8.556638055836e-12	NaN	NaN	NaN	-43445.74251320335	-43445.74251320335	3.141592653589793
-0.00001960580578125986	8.556638055836e-12	NaN	NaN	NaN	-49917.79954944533	-49917.79954944533	3.141592653589793
-0.000028724785214403984	8.556638055836e-12	NaN	NaN	NaN	-34459.418912083136	-34459.418912083136	3.141592653589793
-0.00002553314241280354	8.556638055836e-12	NaN	NaN	NaN	-38663.817583259	-38663.817583259	3.141592653589793
-0.0000224934826017555	8.556638055836e-12	NaN	NaN	NaN	-43729.872492499264	-43729.872492499264	3.141592653589793
-0.00001945382279070746	8.556638055836e-12	NaN	NaN	NaN	-50291.318991392676	-50291.318991392676	3.141592653589793
-0.00002857280222385158	8.556638055836e-12	NaN	NaN	NaN	-34638.99771249775	-34638.99771249775	3.141592653589793
-0.000025381159422251137	8.556638055836e-12	NaN	NaN	NaN	-38889.43854688966	-38889.43854688966	3.141592653589793
-0.000022341499611203098	8.556638055836e-12	NaN	NaN	NaN	-44017.682281182824	-44017.682281182824	3.141592653589793
-0.000019301839800155056	8.556638055836e-12	NaN	NaN	NaN	-50670.34936643364	-50670.34936643364	3.141592653589793
-0.00002842081923329918	8.556638055836e-12	NaN	NaN	NaN	-34820.43868115147	-34820.43868115147	3.141592653589793
-0.000025229176431698734	8.556638055836e-12	NaN	NaN	NaN	-39117.67393705065	-39117.67393705065	3.141592653589793
-0.000022189516620650695	8.556638055836e-12	NaN	NaN	NaN	-44309.24262383912	-44309.24262383912	3.141592653589793
-0.000019149856809602654	8.556638055836e-12	NaN	NaN	NaN	-51055.010806221246	-51055.010806221246	3.141592653589793
-0.000028268836242746776	8.556638055836e-12	NaN	NaN	NaN	-35003.77062888033	-35003.77062888033	3.141592653589793
-0.000025077193441146335	8.556638055836e-12	NaN	NaN	NaN	-39348.56885604916	-39348.56885604916	3.141592653589793
-0.000022037533630098293	8.556638055836e-12	NaN	NaN	NaN	-44604.62605809009	-44604.62605809009	3.141592653589793
-0.000018997873819050254	8.556638055836e-12	NaN	NaN	NaN	-51445.42687649088	-51445.42687649088	3.141592653589793
-0.000028116853252194373	8.556638055836e-12	NaN	NaN	NaN	-35189.02295747701	-35189.02295747701	3.141592653589793
-0.000024925210450593932	8.556638055836e-12	NaN	NaN	NaN	-39582.169435275115	-39582.169435275115	3.141592653589793
