# Filename	C:\Users\labuser\Documents\2D-Comp-Model\computation\Turning Timebinding\2018-02-06T16-32-55.txt
# Source	C:\Users\labuser\Documents\2D-Comp-Model\computation\Turning Time\turning.nb
# Note	1D calculation of binding time vs. field and orbit energy.
# Date	2018-02-06T16:32:55
# Dir	-1
# field	3.305973794300273e-11
# zi	-6.
W	field	zb	t	argt
1.5198299055240202e-7	3.305973794300273e-11	-176234.1089620838	6.234211401260411e7	0.
2.1277618677336284e-6	3.305973794300273e-11	-209053.00772552704	7.45810565787058e7	0.
4.103540744914854e-6	3.305973794300273e-11	-246724.44334582274	8.763185082205537e7	0.
6.0793196220960804e-6	3.305973794300273e-11	-288672.8473441773	1.0096960023514302e8	0.
3.0396598110480404e-7	3.305973794300273e-11	-178578.27983600844	6.324262356424495e7	0.
2.27974485828603e-6	3.305973794300273e-11	-211784.24085019744	7.556309749613032e7	0.
4.255523735467257e-6	3.305973794300273e-11	-249808.22574437622	8.865386008660088e7	0.
6.231302612648483e-6	3.305973794300273e-11	-292056.19347547076	1.0199445449564959e8	0.
4.5594897165720606e-7	3.305973794300273e-11	-180952.79709627863	6.4150780231291726e7	0.
2.4317278488384323e-6	3.305973794300273e-11	-214544.14567970153	7.654969810681956e7	0.
4.4075067260196586e-6	3.305973794300273e-11	-252917.067214036	8.967728711873874e7	0.
6.383285603200885e-6	3.305973794300273e-11	-295460.18715346325	1.0301829694887221e8	0.
6.079319622096081e-7	3.305973794300273e-11	-183357.62106520825	6.506637312442685e7	0.
2.5837108393908345e-6	3.305973794300273e-11	-217332.49962323182	7.754060838296874e7	0.
4.55948971657206e-6	3.305973794300273e-11	-256050.64218941916	9.070191267426631e7	0.
6.5352685937532865e-6	3.305973794300273e-11	-298884.48610263446	1.0404097916113092e8	0.
7.599149527620101e-7	3.305973794300273e-11	-185792.6963390936	6.598918408088397e7	0.
2.7356938299432363e-6	3.305973794300273e-11	-220149.06887626142	7.853557533633544e7	0.
4.711472707124463e-6	3.305973794300273e-11	-259208.62103968835	9.172752172194298e7	0.
6.687251584305689e-6	3.305973794300273e-11	-302328.74949013983	1.0506235923771738e8	0.
9.118979433144121e-7	3.305973794300273e-11	-188257.9519322118	6.6918992048014924e7	0.
2.8876768204956385e-6	3.305973794300273e-11	-222993.608943007	7.953434718138316e7	0.
4.863455697676865e-6	3.305973794300273e-11	-262390.6705872682	9.275390803653707e7	0.
6.839234574858091e-6	3.305973794300273e-11	-305792.63822483266	1.06082300889097e8	0.
1.0638809338668142e-6	3.305973794300273e-11	-190753.3014604615	6.785556773961788e7	0.
3.0396598110480402e-6	3.305973794300273e-11	-225865.86517208643	8.053667265731329e7	0.
5.0154386882292664e-6	3.305973794300273e-11	-265596.45461372606	9.378086183669266e7	0.
6.991217565410493e-6	3.305973794300273e-11	-309275.8152380388	1.071006733800278e8	0.
1.2158639244192162e-6	3.305973794300273e-11	-193278.64336354446	6.879867737247384e7	0.
3.1916428016004424e-6	3.305973794300273e-11	-228765.57330286177	8.154230312148319e7	0.
5.167421678781669e-6	3.305973794300273e-11	-268825.6343516722	9.480819168374914e7	0.
7.143200555962895e-6	3.305973794300273e-11	-312777.9457463369	1.0811735155565393e8	0.
1.3678469149716181e-6	3.305973794300273e-11	-195833.86116436543	6.974808642483559e7	0.
3.3436257921528446e-6	3.305973794300273e-11	-231692.46001999354	8.255099199822116e7	0.
5.319404669334071e-6	3.305973794300273e-11	-272077.86896166706	9.583570213982746e7	0.
7.295183546515297e-6	3.305973794300273e-11	-316298.6974966596	1.0913221649793231e8	0.
1.5198299055240201e-6	3.305973794300273e-11	-198418.82376412008	7.070355029409301e7	0.
3.4956087827052463e-6	3.305973794300273e-11	-234646.2435137838	8.356249324231051e7	0.
5.4713876598864726e-6	3.305973794300273e-11	-275352.8159932659	9.68632064802491e7	0.
7.447166537067699e-6	3.305973794300273e-11	-319837.74099408166	1.1014515125419796e8	0.
1.6718128960764223e-6	3.305973794300273e-11	-201033.38577135382	7.166482781927693e7	0.
3.6475917732576485e-6	3.305973794300273e-11	-237626.63404395347	8.457656631159766e7	0.
5.623370650438875e-6	3.305973794300273e-11	-278650.1318294563	9.789052225073703e7	0.
7.599149527620101e-6	3.305973794300273e-11	-323394.7497127132	1.1115604930786696e8	0.
1.8237958866288243e-6	3.305973794300273e-11	-203677.38786309722	7.263167082910332e7	0.
3.7995747638100507e-6	3.305973794300273e-11	-240633.33450458304	8.559297454723524e7	0.
5.775353640991277e-6	3.305973794300273e-11	-281969.4721138768	9.891747135705157e7	0.
7.751132518172502e-6	3.305973794300273e-11	-326969.40029015235	1.12164805100146e8	0.
1.9757788771812262e-6	3.305973794300273e-11	-206350.65717603476	7.360383103489497e7	0.
3.9515577543624524e-6	3.305973794300273e-11	-243666.04098803955	8.661148029600222e7	0.
5.927336631543679e-6	3.305973794300273e-11	-285310.4921603243	9.994388514378066e7	0.
7.903115508724905e-6	3.305973794300273e-11	-330561.37270599016	1.1317132118011498e8	0.
8.055098499277307e-6	3.305973794300273e-11	-334170.3504448864	1.1417550371208335e8	0.
0.000010030877376458533	3.305973794300273e-11	-382497.66130243696	1.269829750445678e8	0.
0.00001200665625363976	3.305973794300273e-11	-433032.7806405369	1.392573389726786e8	0.
0.000013982435130820985	3.305973794300273e-11	-485276.55576801463	1.5095325583167243e8	0.
8.207081489829708e-6	3.305973794300273e-11	-337796.0206447619	1.1517726127838218e8	0.
0.000010182860367010935	3.305973794300273e-11	-386313.71359084	1.2794709875475022e8	0.
0.000012158639244192161	3.305973794300273e-11	-436996.43000265164	1.4017771707071134e8	0.
0.000014134418121373388	3.305973794300273e-11	-489354.3637361706	1.5182893773819685e8	0.
8.359064480382111e-6	3.305973794300273e-11	-341438.0742306684	1.161765125882316e8	0.
0.000010334843357563338	3.305973794300273e-11	-390142.51437832345	1.2890799019626844e8	0.
0.000012310622234744563	3.305973794300273e-11	-440969.9360607609	1.410946436991473e8	0.
0.00001428640111192579	3.305973794300273e-11	-493439.808081026	1.527012323268277e8	0.
8.511047470934514e-6	3.305973794300273e-11	-345096.20603491226	1.1717317559046775e8	0.
0.000010486826348115739	3.305973794300273e-11	-393983.8150332599	1.2986561784069519e8	0.
0.000012462605225296966	3.305973794300273e-11	-444953.10570320743	1.4200811681395292e8	0.
0.000014438384102478191	3.305973794300273e-11	-497532.7421694919	1.5357015168416947e8	0.
8.663030461486915e-6	3.305973794300273e-11	-348770.1149040185	1.1816717571372326e8	0.
0.000010638809338668142	3.305973794300273e-11	-397837.3713945714	1.3081995223903602e8	0.
0.000012614588215849367	3.305973794300273e-11	-448945.74975892564	1.4291813609949434e8	0.
0.000014590367093030594	3.305973794300273e-11	-501633.0225073659	1.5443570696000573e8	0.
8.815013452039317e-6	3.305973794300273e-11	-352459.5037931253	1.191584411647976e8	0.
0.000010790792329220544	3.305973794300273e-11	-401702.94375388365	1.317709690508913e8	0.
0.00001276657120640177	3.305973794300273e-11	-452947.682939391	1.438246982251732e8	0.
0.000014742350083582997	3.305973794300273e-11	-505740.5086773955	1.5529791479223087e8	0.
8.96699644259172e-6	3.305973794300273e-11	-356164.0798484024	1.2014690622785328e8	0.
0.000010942775319772945	3.305973794300273e-11	-405580.2968325233	1.3271864491028214e8	0.
0.000012918554196954172	3.305973794300273e-11	-456958.7237793685	1.4472780404847398e8	0.
0.000014894333074135398	3.305973794300273e-11	-509855.0632777894	1.5615678938090333e8	0.
9.11897943314412e-6	3.305973794300273e-11	-359883.5544780853	1.2113251044748831e8	0.
0.000011094758310325348	3.305973794300273e-11	-409469.1997537681	1.3366295732802542e8	0.
0.000013070537187506573	3.305973794300273e-11	-460978.6945766539	1.4562746154074124e8	0.
0.0000150463160646878	3.305973794300273e-11	-513976.55186124064	1.5701234045906192e8	0.
9.270962423696523e-6	3.305973794300273e-11	-363617.64341271174	1.221151904001116e8	0.
0.00001124674130087775	3.305973794300273e-11	-413369.426010742	1.3460388710856193e8	0.
0.000013222520178058976	3.305973794300273e-11	-465007.4213309866	1.465236717662153e8	0.
0.000015198299055240203	3.305973794300273e-11	-518104.8428745243	1.578645883161858e8	0.
9.422945414248926e-6	3.305973794300273e-11	-367366.0667551427	1.230948954197664e8	0.
0.000011398724291430151	3.305973794300273e-11	-417280.7534303286	1.3554142200841114e8	0.
0.000013374503168611378	3.305973794300273e-11	-469044.73368230386	1.4741644298110527e8	0.
0.000015350282045792605	3.305973794300273e-11	-522239.80759871803	1.5871354867741632e8	0.
9.574928404801327e-6	3.305973794300273e-11	-371128.54902093706	1.2407157093732657e8	0.
0.000011550707281982554	3.305973794300273e-11	-421202.9641334582	1.3647554426191768e8	0.
0.00001352648615916378	3.305973794300273e-11	-473090.4648484895	1.4830577650239938e8	0.
0.000015502265036345005	3.305973794300273e-11	-526381.3200900966	1.5955923462472838e8	0.
9.72691139535373e-6	3.305973794300273e-11	-374904.81916964275	1.2504517198828062e8	0.
0.000011702690272534956	3.305973794300273e-11	-425135.84449210396	1.3740624415724415e8	0.
0.000013678469149716182	3.305973794300273e-11	-477144.4515627642	1.491916859543718e8	0.
0.000015654248026897407	3.305973794300273e-11	-530529.2571217412	1.6040166270738122e8	0.
9.878894385906132e-6	3.305973794300273e-11	-378694.61062754923	1.2601565361275806e8	0.
0.000011854673263087357	3.305973794300273e-11	-429079.185083308	1.3833351119197077e8	0.
0.000013830452140268584	3.305973794300273e-11	-481206.5340108469	1.5007417729414114e8	0.
0.00001580623101744981	3.305973794300273e-11	-534683.4981259004	1.6124085359036928e8	0.
0.000015958214008002212	3.305973794300273e-11	-538843.9251371358	1.6207682475559086e8	0.
0.000017782009894631037	3.305973794300273e-11	-589211.9326872139	1.718639724931465e8	0.
0.00001960580578125986	3.305973794300273e-11	-640283.7600023721	1.8122350260251942e8	0.
0.000021429601667888686	3.305973794300273e-11	-691924.5969816996	1.9019040263735887e8	0.
0.000016110196998554615	3.305973794300273e-11	-543010.4227362816	1.6290958901322687e8	0.
0.00001793399288518344	3.305973794300273e-11	-593443.1287874178	1.7265978655306932e8	0.
0.000019757788771812264	3.305973794300273e-11	-644567.0497373813	1.8198525822644946e8	0.
0.00002158158465844109	3.305973794300273e-11	-696250.2227848285	1.9092100350692642e8	0.
0.000016262179989107018	3.305973794300273e-11	-547182.8779952427	1.6373916968364426e8	0.
0.000018085975875735842	3.305973794300273e-11	-597679.1028313905	1.7345264731144387e8	0.
0.000019909771762364663	3.305973794300273e-11	-648854.2064134623	1.8274431162182558e8	0.
0.000021733567648993488	3.305973794300273e-11	-700579.0077815987	1.9164913123353186e8	0.
0.000016414162979659417	3.305973794300273e-11	-551361.1804226497	1.6456558218040603e8	0.
0.00001823795886628824	3.305973794300273e-11	-601919.7696581898	1.7424257983288237e8	0.
0.000020061754752917066	3.305973794300273e-11	-653145.1640686982	1.8350067463521758e8	0.
0.00002188555063954589	3.305973794300273e-11	-704910.9005128659	1.923748079507284e8	0.
0.00001656614597021182	3.305973794300273e-11	-555545.2219103939	1.6538884953051397e8	0.
0.000018389941856840644	3.305973794300273e-11	-606165.045919728	1.7502960455824167e8	0.
0.00002021373774346947	3.305973794300273e-11	-657439.8581110728	1.8425437524191648e8	0.
0.000022037533630098293	3.305973794300273e-11	-709245.8505548094	1.930980566419054e8	0.
0.000016718128960764222	3.305973794300273e-11	-559734.8966810496	1.6620898833185792e8	0.
0.000018541924847393046	3.305973794300273e-11	-610414.8500391738	1.7581373707587793e8	0.
0.00002036572073402187	3.305973794300273e-11	-661738.2252867745	1.8500543048403537e8	0.
0.000022189516620650695	3.305973794300273e-11	-713583.8084951991	1.938188886094293e8	0.
0.000016870111951316625	3.305973794300273e-11	-563930.1012362024	1.670260122838881e8	0.
0.00001869390783794545	3.305973794300273e-11	-614669.102170247	1.765950042501738e8	0.
0.000020517703724574274	3.305973794300273e-11	-666040.2036492393	1.857538600384891e8	0.
0.000022341499611203098	3.305973794300273e-11	-717924.7259102364	1.9453732541389957e8	0.
0.000017022094941869027	3.305973794300273e-11	-568130.734305688	1.6783994796927238e8	0.
0.00001884589082849785	3.305973794300273e-11	-618927.7241573872	1.7737342179525983e8	0.
0.000020669686715126676	3.305973794300273e-11	-670345.7325289217	1.8649968389727822e8	0.
0.0000224934826017555	3.305973794300273e-11	-722268.5553419577	1.9525338534468603e8	0.
0.00001717407793242143	3.305973794300273e-11	-572336.6967977489	1.6865081430682802e8	0.
0.000018997873819050254	3.305973794300273e-11	-623190.6394967933	1.7814900999720258e8	0.
0.000020821669705679075	3.305973794300273e-11	-674654.7525037765	1.8724292163801187e8	0.
0.0000226454655923079	3.305973794300273e-11	-726615.250276186	1.9596708516777757e8	0.
0.00001732606092297383	3.305973794300273e-11	-576547.8917501146	1.6945863110794577e8	0.
0.000019149856809602654	3.305973794300273e-11	-627457.7732983192	1.7892179263064593e8	0.
0.000020973652696231478	3.305973794300273e-11	-678967.20537044	1.8798359449945644e8	0.
0.000022797448582860302	3.305973794300273e-11	-730964.7651210193	1.966784477821999e8	0.
