# Filename	C:\Users\labuser\Documents\2D-Comp-Model\computation\Turning Timebinding\2018-02-06T16-31-41.txt
# Source	C:\Users\labuser\Documents\2D-Comp-Model\computation\Turning Time\turning.nb
# Note	1D calculation of binding time vs. field and orbit energy.
# Date	2018-02-06T16:31:41
# Dir	-1
# field	1.0890266616518546e-11
# zi	-6.
W	field	zb	t	argt
1.5198299055240202e-7	1.0890266616518546e-11	-310084.8527749797	1.4491192810225442e8	0.
2.1277618677336284e-6	1.0890266616518546e-11	-416075.42189075914	1.954288754082232e8	0.
4.103540744914854e-6	1.0890266616518546e-11	-545225.0220886307	2.4875175219409394e8	0.
6.0793196220960804e-6	1.0890266616518546e-11	-691101.9226926987	3.001910670081428e8	0.
3.0396598110480404e-7	1.0890266616518546e-11	-317303.64686061593	1.4855432247705248e8	0.
2.27974485828603e-6	1.0890266616518546e-11	-425263.2087569398	1.9950810602349466e8	0.
4.255523735467257e-6	1.0890266616518546e-11	-555936.0479462417	2.528151907696737e8	0.
6.231302612648483e-6	1.0890266616518546e-11	-702838.9588510128	3.0400098668204874e8	0.
4.5594897165720606e-7	1.0890266616518546e-11	-324682.5939546875	1.522478956029365e8	0.
2.4317278488384323e-6	1.0890266616518546e-11	-434586.67788253975	2.0360015890057856e8	0.
4.4075067260196586e-6	1.0890266616518546e-11	-566742.468071843	2.5686456903462744e8	0.
6.383285603200885e-6	1.0890266616518546e-11	-714637.7750122672	3.077875097513861e8	0.
6.079319622096081e-7	1.0890266616518546e-11	-332221.0609084249	1.5598994751390398e8	0.
2.5837108393908345e-6	1.0890266616518546e-11	-444042.89537840843	2.0770229453395694e8	0.
4.55948971657206e-6	1.0890266616518546e-11	-577641.3076245699	2.6089863500760016e8	0.
6.5352685937532865e-6	1.0890266616518546e-11	-726496.275946152	3.1155040586138535e8	0.
7.599149527620101e-7	1.0890266616518546e-11	-339918.1682927882	1.597776675870096e8	0.
2.7356938299432363e-6	1.0890266616518546e-11	-453628.8524533654	2.118118706332144e8	0.
4.711472707124463e-6	1.0890266616518546e-11	-588629.6467536831	2.6491624235372654e8	0.
6.687251584305689e-6	1.0890266616518546e-11	-738412.4358788397	3.152894966692779e8	0.
9.118979433144121e-7	1.0890266616518546e-11	-347772.79722464184	1.636081563249109e8	0.
2.8876768204956385e-6	1.0890266616518546e-11	-463341.48015559127	2.159263467511618e8	0.
4.863455697676865e-6	1.0890266616518546e-11	-599704.6247924615	2.6891633511975944e8	0.
