# Filename	C:\Users\labuser\Documents\2D-Comp-Model\computation\Turning Timebinding\2018-02-06T16-33-24.txt
# Source	C:\Users\labuser\Documents\2D-Comp-Model\computation\Turning Time\turning.nb
# Note	1D calculation of binding time vs. field and orbit energy.
# Date	2018-02-06T16:33:24
# Dir	-1
# field	4.181084504556227e-11
# zi	-6.
W	field	zb	t	argt
1.5198299055240202e-7	4.181084504556227e-11	-156480.1815459281	5.219118454694904e7	0.
2.1277618677336284e-6	4.181084504556227e-11	-182176.3700269655	6.12677669641319e7	0.
4.103540744914854e-6	4.181084504556227e-11	-211323.62482612045	7.092565441507578e7	0.
6.0793196220960804e-6	4.181084504556227e-11	-243587.864351603	8.084891028048274e7	0.
3.0396598110480404e-7	4.181084504556227e-11	-158329.72247258847	5.286165375669307e7	0.
2.27974485828603e-6	4.181084504556227e-11	-184299.1872529355	6.199413221615968e7	0.
4.255523735467257e-6	4.181084504556227e-11	-213700.05230409128	7.168342306508003e7	0.
6.231302612648483e-6	4.181084504556227e-11	-246186.46851854672	8.161497475731447e7	0.
4.5594897165720606e-7	4.181084504556227e-11	-160200.60474593868	5.353722462525021e7	0.
2.4317278488384323e-6	4.181084504556227e-11	-186442.4053289824	6.2723798726553194e7	0.
4.4075067260196586e-6	4.181084504556227e-11	-216094.78665218392	7.244260061524794e7	0.
6.383285603200885e-6	4.181084504556227e-11	-248800.6893817428	8.238086113440832e7	0.
6.079319622096081e-7	4.181084504556227e-11	-162092.8062935609	5.4217772418224454e7	0.
2.5837108393908345e-6	4.181084504556227e-11	-188605.89785494312	6.345661998671793e7	0.
4.55948971657206e-6	4.181084504556227e-11	-218507.63454681865	7.32030459272026e7	0.
6.5352685937532865e-6	4.181084504556227e-11	-251430.31152893533	8.314646483258042e7	0.
7.599149527620101e-7	4.181084504556227e-11	-164006.2962779197	5.490317013884884e7	0.
2.7356938299432363e-6	4.181084504556227e-11	-190789.53170362825	6.419244611744724e7	0.
4.711472707124463e-6	4.181084504556227e-11	-220938.399438519	7.396462874152814e7	0.
6.687251584305689e-6	4.181084504556227e-11	-254075.11944148486	8.391168838457729e7	0.
9.118979433144121e-7	4.181084504556227e-11	-165941.03515984266	5.5593289267122395e7	0.
2.8876768204956385e-6	4.181084504556227e-11	-192993.16726400572	6.4931128513803996e7	0.
4.863455697676865e-6	4.181084504556227e-11	-223386.88182431457	7.472721268688273e7	0.
6.839234574858091e-6	4.181084504556227e-11	-256734.89768523874	8.467643366820617e7	0.
1.0638809338668142e-6	4.181084504556227e-11	-167896.97477961468	5.628799684901011e7	0.
3.0396598110480402e-6	4.181084504556227e-11	-195216.65869227357	6.567251691700177e7	0.
5.0154386882292664e-6	4.181084504556227e-11	-225852.87951661384	7.549066940630813e7	0.
6.991217565410493e-6	4.181084504556227e-11	-259409.43109331364	8.544060712386927e7	0.
1.2158639244192162e-6	4.181084504556227e-11	-169874.0584553001	5.698715669850701e7	0.
3.1916428016004424e-6	4.181084504556227e-11	-197459.8541698365	6.6416464676902786e7	0.
5.167421678781669e-6	4.181084504556227e-11	-228336.18790791454	7.625487223864716e7	0.
7.143200555962895e-6	4.181084504556227e-11	-262098.50494073442	8.620411984722736e7	0.
1.3678469149716181e-6	4.181084504556227e-11	-171872.221097827	5.769063102747269e7	0.
3.3436257921528446e-6	4.181084504556227e-11	-199722.596167198	6.716282356866504e7	0.
5.319404669334071e-6	4.181084504556227e-11	-230836.6002307679	7.701969439746785e7	0.
7.295183546515297e-6	4.181084504556227e-11	-264801.9051109075	8.696688213829029e7	0.
1.5198299055240201e-6	4.181084504556227e-11	-173891.38934229297	5.839828096062329e7	0.
3.4956087827052463e-6	4.181084504556227e-11	-202004.72171278612	6.79114433822466e7	0.
5.4713876598864726e-6	4.181084504556227e-11	-233353.90781246236	7.778501337926465e7	0.
7.447166537067699e-6	4.181084504556227e-11	-267519.41825393925	8.772881165106422e7	0.
1.6718128960764223e-6	4.181084504556227e-11	-175931.48169488172	5.910996349449559e7	0.
3.6475917732576485e-6	4.181084504556227e-11	-204306.06266574087	6.866218089704448e7	0.
5.623370650438875e-6	4.181084504556227e-11	-235887.90032393884	7.85507104336646e7	0.
7.599149527620101e-6	4.181084504556227e-11	-270250.8319368365	8.848982454970905e7	0.
1.8237958866288243e-6	4.181084504556227e-11	-177992.40869471364	5.982553587130055e7	0.
3.7995747638100507e-6	4.181084504556227e-11	-206626.4459917069	6.941489088346577e7	0.
5.775353640991277e-6	4.181084504556227e-11	-238438.36602249887	7.931666745434897e7	0.
7.751132518172502e-6	4.181084504556227e-11	-272995.93478565547	8.924984389230505e7	0.
1.9757788771812262e-6	4.181084504556227e-11	-180074.07308989353	6.054485188575597e7	0.
3.9515577543624524e-6	4.181084504556227e-11	-208965.6940406973	7.01694290891043e7	0.
5.927336631543679e-6	4.181084504556227e-11	-241005.0919879156	8.008277121210729e7	0.
7.903115508724905e-6	4.181084504556227e-11	-275754.5166196883	9.000879393110956e7	0.
8.055098499277307e-6	4.181084504556227e-11	-278526.3685777982	9.076660133933261e7	0.
0.000010030877376458533	4.181084504556227e-11	-315676.03897014423	1.0048593003981428e8	0.
0.00001200665625363976	4.181084504556227e-11	-354612.2492133208	1.0989154879574569e8	0.
0.000013982435130820985	4.181084504556227e-11	-394975.05017420073	1.1892788362885454e8	0.
8.207081489829708e-6	4.181084504556227e-11	-281311.2832370363	9.152319356661552e7	0.
0.000010182860367010935	4.181084504556227e-11	-318612.71895476116	1.012215974849984e8	0.
0.000012158639244192161	4.181084504556227e-11	-357670.5558941059	1.106001615061909e8	0.
0.000014134418121373388	4.181084504556227e-11	-398130.1824426385	1.1960704264020385e8	0.
8.359064480382111e-6	4.181084504556227e-11	-284109.0547236899	9.227850715773527e7	0.
0.000010334843357563338	4.181084504556227e-11	-321559.75830351206	1.0195534563524239e8	0.
0.000012310622234744563	4.181084504556227e-11	-360737.1231051472	1.1130655591407694e8	0.
0.00001428640111192579	4.181084504556227e-11	-401291.88505319046	1.2028391057401322e8	0.
8.511047470934514e-6	4.181084504556227e-11	-286919.4788169262	9.30324778963644e7	0.
0.000010486826348115739	4.181084504556227e-11	-324516.9807124661	1.0268713682640353e8	0.
0.000012462605225296966	4.181084504556227e-11	-363811.8067257903	1.1201071984837514e8	0.
0.000014438384102478191	4.181084504556227e-11	-404460.0437011669	1.2095848909305261e8	0.
8.663030461486915e-6	4.181084504556227e-11	-289742.353045213	9.378504091808969e7	0.
0.000010638809338668142	4.181084504556227e-11	-327484.21231973136	1.0341694215436913e8	0.
0.000012614588215849367	4.181084504556227e-11	-366894.46506432287	1.1271264371037976e8	0.
0.000014590367093030594	4.181084504556227e-11	-407634.5461878396	1.2163077645784213e8	0.
8.815013452039317e-6	4.181084504556227e-11	-292577.476775708	9.453613987130654e7	0.
0.000010790792329220544	4.181084504556227e-11	-330461.2817235222	1.0414473209553832e8	0.
0.00001276657120640177	4.181084504556227e-11	-369984.9588401828	1.1341231603672284e8	0.
0.000014742350083582997	4.181084504556227e-11	-410815.2823904216	1.223007789393969e8	0.
8.96699644259172e-6	4.181084504556227e-11	-295424.6512968168	9.528571664024225e7	0.
0.000010942775319772945	4.181084504556227e-11	-333448.0199963212	1.0487047904476811e8	0.
0.000012918554196954172	4.181084504556227e-11	-373083.15116455924	1.14109730515841e8	0.
0.000014894333074135398	4.181084504556227e-11	-414002.1442317189	1.2296849493645218e8	0.
9.11897943314412e-6	4.181084504556227e-11	-298283.6798941321	9.603371793374239e7	0.
