# Filename	binding\09c61528-ebb6-401a-99ea-e02b50fd2997.txt
# Source	C:\Users\labuser\Documents\2D-Comp-Model\computation\Turning Time\turning.nb
# Note	1D calculation of binding time vs. field and orbit energy.
# Date	2018-02-06T18:00:46
# Dir	-1
# field	1.8669028485460365e-11
# zi	-6.
W	field	zb	tb	argtbzt	tt	argtt
-0.000030396598110480406	1.8669028485460365e-11	NaN	NaN	NaN	-32259.26411213194	-32259.26411213194	3.141592653589793
-0.00002720495530887996	1.8669028485460365e-11	NaN	NaN	NaN	-35874.82122375543	-35874.82122375543	3.141592653589793
-0.000024165295497831922	1.8669028485460365e-11	NaN	NaN	NaN	-40137.0828429318	-40137.0828429318	3.141592653589793
-0.00002112563568678388	1.8669028485460365e-11	NaN	NaN	NaN	-45505.871729246865	-45505.871729246865	3.141592653589793
-0.000030244615119928003	1.8669028485460365e-11	NaN	NaN	NaN	-32415.14786388872	-32415.14786388872	3.141592653589793
-0.00002705297231832756	1.8669028485460365e-11	NaN	NaN	NaN	-36066.83250770748	-36066.83250770748	3.141592653589793
-0.00002401331250727952	1.8669028485460365e-11	NaN	NaN	NaN	-40376.15065704742	-40376.15065704742	3.141592653589793
-0.000020973652696231478	1.8669028485460365e-11	NaN	NaN	NaN	-45810.83610792371	-45810.83610792371	3.141592653589793
-0.0000300926321293756	1.8669028485460365e-11	NaN	NaN	NaN	-32572.516056249606	-32572.516056249606	3.141592653589793
-0.00002690098932777516	1.8669028485460365e-11	NaN	NaN	NaN	-36260.86072973116	-36260.86072973116	3.141592653589793
-0.000023861329516727117	1.8669028485460365e-11	NaN	NaN	NaN	-40617.99784042581	-40617.99784042581	3.141592653589793
-0.000020821669705679075	1.8669028485460365e-11	NaN	NaN	NaN	-46119.758424281885	-46119.758424281885	3.141592653589793
-0.000029940649138823198	1.8669028485460365e-11	NaN	NaN	NaN	-32731.389568684368	-32731.389568684368	3.141592653589793
-0.000026749006337222757	1.8669028485460365e-11	NaN	NaN	NaN	-36456.937045198356	-36456.937045198356	3.141592653589793
