# Filename	C:\Users\labuser\Documents\2D-Comp-Model\computation\Turning Timebinding\2018-02-06T16-34-15.txt
# Source	C:\Users\labuser\Documents\2D-Comp-Model\computation\Turning Time\turning.nb
# Note	1D calculation of binding time vs. field and orbit energy.
# Date	2018-02-06T16:34:15
# Dir	-1
# field	5.717389973672236e-11
# zi	-6.
W	field	zb	t	argt
1.5198299055240202e-7	5.717389973672236e-11	-133587.4557109919	4.1196490463366434e7	0.
2.1277618677336284e-6	5.717389973672236e-11	-152162.09960393386	4.729443871943433e7	0.
4.103540744914854e-6	5.717389973672236e-11	-172920.56338841512	5.375748092800964e7	0.
6.0793196220960804e-6	5.717389973672236e-11	-195702.99549463543	6.04272983457811e7	0.
3.0396598110480404e-7	5.717389973672236e-11	-134936.61892839524	4.1649142814045355e7	0.
2.27974485828603e-6	5.717389973672236e-11	-153682.88939309976	4.7780635664293505e7	0.
4.255523735467257e-6	5.717389973672236e-11	-174603.75325288592	5.426519956851285e7	0.
6.231302612648483e-6	5.717389973672236e-11	-197533.19248594783	6.094456753571308e7	0.
4.5594897165720606e-7	5.717389973672236e-11	-136299.1314669628	4.210476635378502e7	0.
2.4317278488384323e-6	5.717389973672236e-11	-155216.59390413924	4.8268927672700055e7	0.
4.4075067260196586e-6	5.717389973672236e-11	-176298.85779752274	5.47740640415964e7	0.
6.383285603200885e-6	5.717389973672236e-11	-199373.94723010898	6.146212084163787e7	0.
6.079319622096081e-7	5.717389973672236e-11	-137674.98322580906	4.2563298253874265e7	0.
2.5837108393908345e-6	5.717389973672236e-11	-156763.1540610927	4.875924296587207e7	0.
4.55948971657206e-6	5.717389973672236e-11	-178005.782319835	5.528400159696808e7	0.
6.5352685937532865e-6	5.717389973672236e-11	-201225.14725018156	6.1979896602793515e7	0.
7.599149527620101e-7	5.717389973672236e-11	-139064.16008507737	4.302467906215287e7	0.
2.7356938299432363e-6	5.717389973672236e-11	-158322.50746990863	4.925150744163771e7	0.
4.711472707124463e-6	5.717389973672236e-11	-179724.43010846834	5.579494205871043e7	0.
6.687251584305689e-6	5.717389973672236e-11	-203086.67941371872	6.249783973799112e7	0.
9.118979433144121e-7	5.717389973672236e-11	-140466.64392723216	4.3488843846683785e7	0.
2.8876768204956385e-6	5.717389973672236e-11	-159894.58850465764	4.974564801302728e7	0.
4.863455697676865e-6	5.717389973672236e-11	-181454.70255246118	5.630681637116532e7	0.
6.839234574858091e-6	5.717389973672236e-11	-204958.43002552268	6.301589189144163e7	0.
1.0638809338668142e-6	5.717389973672236e-11	-141882.41266430676	4.395572880110719e7	0.
3.0396598110480402e-6	5.717389973672236e-11	-161479.32839718164	5.024159077976355e7	0.
5.0154386882292664e-6	5.717389973672236e-11	-183196.4992504099	5.681955501638764e7	0.
6.991217565410493e-6	5.717389973672236e-11	-206840.28491810634	6.353399740210468e7	0.
1.2158639244192162e-6	5.717389973672236e-11	-143311.4402710104	4.442526845992591e7	0.
3.1916428016004424e-6	5.717389973672236e-11	-163076.65532990542	5.07392624259272e7	0.
5.167421678781669e-6	5.717389973672236e-11	-184949.71811930675	5.733308965705757e7	0.
7.143200555962895e-6	5.717389973672236e-11	-208732.1295397678	6.405210079807127e7	0.
1.3678469149716181e-6	5.717389973672236e-11	-144753.69682358	4.489739569038174e7	0.
3.3436257921528446e-6	5.717389973672236e-11	-164686.49453153354	5.123858982728771e7	0.
5.319404669334071e-6	5.717389973672236e-11	-186714.2555028254	5.78473527666997e7	0.
7.295183546515297e-6	5.717389973672236e-11	-210633.8490402008	6.457015015627458e7	0.
1.5198299055240201e-6	5.717389973672236e-11	-146209.1485442418	4.5372042938026555e7	0.
3.4956087827052463e-6	5.717389973672236e-11	-166308.7683753518	5.173949875719876e7	0.
5.4713876598864726e-6	5.717389973672236e-11	-188490.00627883853	5.8362277795831904e7	0.
7.447166537067699e-6	5.717389973672236e-11	-212545.32835357278	6.508809264435057e7	0.
1.6718128960764223e-6	5.717389973672236e-11	-147677.75785113013	4.584914077354382e7	0.
3.6475917732576485e-6	5.717389973672236e-11	-167943.39647985157	5.224191530509063e7	0.
5.623370650438875e-6	5.717389973672236e-11	-190276.8639659623	5.887779827759408e7	0.
7.599149527620101e-6	5.717389973672236e-11	-214466.4522790153	6.560587869939824e7	0.
1.8237958866288243e-6	5.717389973672236e-11	-149159.48341349297	4.63286194712059e7	0.
3.7995747638100507e-6	5.717389973672236e-11	-169590.29581139408	5.274576693191376e7	0.
5.775353640991277e-6	5.717389973672236e-11	-192074.72082893443	5.9393851045827605e7	0.
