# Filename	binding\7a925049-2af9-4100-9693-0fa7e9f48016.txt
# Source	C:\Users\labuser\Documents\2D-Comp-Model\computation\Turning Time\turning.nb
# Note	1D calculation of binding time vs. field and orbit energy.
# Date	2018-02-09T15:31:42
# Dir	1
# field	3.3254206989726275e-11
# zi	6.
W	field	zb	tb	argtb	zt	tt	argtt
-0.000030396598110480406	3.3254206989726275e-11	NaN	NaN	NaN	34176.23975196114	7.122406197555148e6	0.
-0.00002720495530887996	3.3254206989726275e-11	NaN	NaN	NaN	38577.11561701583	8.57706881676006e6	0.
-0.000024165295497831922	3.3254206989726275e-11	NaN	NaN	NaN	44052.132261408806	1.0528681201995498e7	0.
-0.00002112563568678388	3.3254206989726275e-11	NaN	NaN	NaN	51512.89448108445	1.34411573088576e7	0.
-0.000030244615119928003	3.3254206989726275e-11	NaN	NaN	NaN	34361.976460484686	7.181727253063756e6	0.
-0.00002705297231832756	3.3254206989726275e-11	NaN	NaN	NaN	38816.626724396796	8.659163318368979e6	0.
-0.00002401331250727952	3.3254206989726275e-11	NaN	NaN	NaN	44369.847038103435	1.064674123197397e7	0.
-0.000020973652696231478	3.3254206989726275e-11	NaN	NaN	NaN	51959.434710008965	1.3624821385200066e7	0.
-0.0000300926321293756	3.3254206989726275e-11	NaN	NaN	NaN	34549.826944047534	7.241910236719642e6	0.
-0.00002690098932777516	3.3254206989726275e-11	NaN	NaN	NaN	39059.290426292406	8.742645006861292e6	0.
-0.000023861329516727117	3.3254206989726275e-11	NaN	NaN	NaN	44692.506412138726	1.0767182223539734e7	0.
-0.000020821669705679075	3.3254206989726275e-11	NaN	NaN	NaN	52414.56949145784	1.3813119924475973e7	0.
-0.000029940649138823198	3.3254206989726275e-11	NaN	NaN	NaN	34739.82895124739	7.302973527700404e6	0.
-0.000026749006337222757	3.3254206989726275e-11	NaN	NaN	NaN	39305.17260506158	8.827548894696403e6	0.
-0.000023709346526174715	3.3254206989726275e-11	NaN	NaN	NaN	45020.2345831328	1.0890073929697897e7	0.
-0.000020669686715126676	3.3254206989726275e-11	NaN	NaN	NaN	52878.57278357004	1.400623026714353e7	0.
-0.000029788666148270795	3.3254206989726275e-11	NaN	NaN	NaN	34932.021168937594	7.36493603282568e6	0.
-0.000026597023346670354	3.3254206989726275e-11	NaN	NaN	NaN	39554.34107913107	8.913911230579216e6	0.
-0.000023557363535622312	3.3254206989726275e-11	NaN	NaN	NaN	45353.16019922697	1.1015489034937946e7	0.
-0.000020517703724574274	3.3254206989726275e-11	NaN	NaN	NaN	53351.7312579837	1.4204341356461978e7	0.
-0.000029636683157718393	3.3254206989726275e-11	NaN	NaN	NaN	35126.443252561556	7.427817486305732e6	0.
-0.00002644504035611795	3.3254206989726275e-11	NaN	NaN	NaN	39806.86567763726	9.001769167395178e6	0.
-0.000023405380545069913	3.3254206989726275e-11	NaN	NaN	NaN	45691.41656844801	1.1143508362310743e7	0.
-0.00002036572073402187	3.3254206989726275e-11	NaN	NaN	NaN	53834.34509471659	1.4407655313078983e7	0.
-0.000029484700167165993	3.3254206989726275e-11	NaN	NaN	NaN	35323.13585770751	7.4916364604559345e6	0.
-0.00002629305736556555	3.3254206989726275e-11	NaN	NaN	NaN	40062.81831867342	9.091158012960814e6	0.
-0.00002325339755451751	3.3254206989726275e-11	NaN	NaN	NaN	46035.14188275776	1.1274211313536882e7	0.
-0.00002021373774346947	3.3254206989726275e-11	NaN	NaN	NaN	54326.728840558884	1.4616382663019612e7	0.
-0.00002933271717661359	3.3254206989726275e-11	NaN	NaN	NaN	35522.1406729428	7.556413692767602e6	0.
-0.000026141074375013146	3.3254206989726275e-11	NaN	NaN	NaN	40322.27309135302	9.182120614585118e6	0.
-0.000023101414563965108	3.3254206989726275e-11	NaN	NaN	NaN	46384.479455721106	1.1407683072072627e7	0.
-0.000020061754752917066	3.3254206989726275e-11	NaN	NaN	NaN	54829.21233722218	1.4830744445474409e7	0.
-0.000029180734186061188	3.3254206989726275e-11	NaN	NaN	NaN	35723.5004539901	7.622171643657226e6	0.
-0.000025989091384460747	3.3254206989726275e-11	NaN	NaN	NaN	40585.306341914824	9.274697513987904e6	0.
-0.000022949431573412705	3.3254206989726275e-11	NaN	NaN	NaN	46739.57797480077	1.1544012233396947e7	0.
-0.000019909771762364663	3.3254206989726275e-11	NaN	NaN	NaN	55342.14172622339	1.5050978147532059e7	0.
-0.000029028751195508785	3.3254206989726275e-11	NaN	NaN	NaN	35927.259059311706	7.688932478742876e6	0.
-0.000025837108393908344	3.3254206989726275e-11	NaN	NaN	NaN	40851.99676411139	9.368934889997605e6	0.
-0.000022797448582860302	3.3254206989726275e-11	NaN	NaN	NaN	47100.59176937855	1.168329201408373e7	0.
-0.000019757788771812264	3.3254206989726275e-11	NaN	NaN	NaN	55865.880538316465	1.5277332480514897e7	0.
-0.000028876768204956383	3.3254206989726275e-11	NaN	NaN	NaN	36133.46148717199	7.756715450299769e6	0.
-0.000025685125403355942	3.3254206989726275e-11	NaN	NaN	NaN	41122.42549413881	9.464865878061188e6	0.
-0.0000226454655923079	3.3254206989726275e-11	NaN	NaN	NaN	47467.681095699714	1.1825617588351805e7	0.
-0.00001960580578125986	3.3254206989726275e-11	NaN	NaN	NaN	56400.81087624	1.5510072876894597e7	0.
