# Filename	C:\Users\labuser\Documents\2D-Comp-Model\computation\Turning Timebinding\2018-02-06T16-33-05.txt
# Source	C:\Users\labuser\Documents\2D-Comp-Model\computation\Turning Time\turning.nb
# Note	1D calculation of binding time vs. field and orbit energy.
# Date	2018-02-06T16:33:05
# Dir	-1
# field	3.617124269057945e-11
# zi	-6.
W	field	zb	t	argt
1.5198299055240202e-7	3.617124269057945e-11	-168385.83368230058	5.8238312764756836e7	0.
2.1277618677336284e-6	3.617124269057945e-11	-198265.40588093383	6.915272313934134e7	0.
4.103540744914854e-6	3.617124269057945e-11	-232404.9360565949	8.0782736658632e7	0.
6.0793196220960804e-6	3.617124269057945e-11	-270336.62054276763	9.269566599247992e7	0.
3.0396598110480404e-7	3.617124269057945e-11	-170526.52495068114	5.904260030885968e7	0.
2.27974485828603e-6	3.617124269057945e-11	-200744.88300628387	7.002761146164015e7	0.
4.255523735467257e-6	3.617124269057945e-11	-235195.35720223276	8.169426524488725e7	0.
6.231302612648483e-6	3.617124269057945e-11	-273394.5375844152	9.361280186779319e7	0.
4.5594897165720606e-7	3.617124269057945e-11	-172693.73488631996	5.985343763719133e7	0.
2.4317278488384323e-6	3.617124269057945e-11	-203249.53580036934	7.09065397552882e7	0.
4.4075067260196586e-6	3.617124269057945e-11	-238008.01931794634	8.260723896192424e7	0.
6.383285603200885e-6	3.617124269057945e-11	-276471.0376587243	9.452931382428358e7	0.
6.079319622096081e-7	3.617124269057945e-11	-174887.43179352165	6.067065283134152e7	0.
2.5837108393908345e-6	3.617124269057945e-11	-205779.18494491096	7.178930069622989e7	0.
4.55948971657206e-6	3.617124269057945e-11	-240842.65531876482	8.352147615857169e7	0.
6.5352685937532865e-6	3.617124269057945e-11	-279565.83333553746	9.54450690978768e7	0.
7.599149527620101e-7	3.617124269057945e-11	-177107.57140425118	6.1494067471331865e7	0.
2.7356938299432363e-6	3.617124269057945e-11	-208333.64187974358	7.267568930120169e7	0.
4.711472707124463e-6	3.617124269057945e-11	-243698.9943315193	8.443679371898662e7	0.
6.687251584305689e-6	3.617124269057945e-11	-282678.6378571977	9.635994609464598e7	0.
9.118979433144121e-7	3.617124269057945e-11	-179354.09698336534	6.232350255827243e7	0.
2.8876768204956385e-6	3.617124269057945e-11	-210912.7091932332	7.356549862707308e7	0.
4.863455697676865e-6	3.617124269057945e-11	-246576.76210213595	8.5353018009283e7	0.
6.839234574858091e-6	3.617124269057945e-11	-285809.1653932246	9.727382490690458e7	0.
1.0638809338668142e-6	3.617124269057945e-11	-181626.93946290793	6.315877097938452e7	0.
3.0396598110480402e-6	3.617124269057945e-11	-213516.1810237027	7.44585218634309e7	0.
5.0154386882292664e-6	3.617124269057945e-11	-249475.68139481844	8.626997697922565e7	0.
6.991217565410493e-6	3.617124269057945e-11	-288957.1312814608	9.818658816029015e7	0.
1.2158639244192162e-6	3.617124269057945e-11	-183926.01760473158	6.3999683821881376e7	0.
3.1916428016004424e-6	3.617124269057945e-11	-216143.84347010535	7.535455722612463e7	0.
5.167421678781669e-6	3.617124269057945e-11	-252395.47238218863	8.718750358797053e7	0.
7.143200555962895e-6	3.617124269057945e-11	-292122.25225577	9.909812503468366e7	0.
1.3678469149716181e-6	3.617124269057945e-11	-186251.23819055836	6.484604904330259e7	0.
3.3436257921528446e-6	3.617124269057945e-11	-218795.4750101975	7.625340009844995e7	0.
5.319404669334071e-6	3.617124269057945e-11	-255335.8530255485	8.810543271785605e7	0.
7.295183546515297e-6	3.617124269057945e-11	-295304.24666041805	1.000083286080984e8	0.
1.5198299055240201e-6	3.617124269057945e-11	-188602.49623845288	6.5697670142801486e7	0.
3.4956087827052463e-6	3.617124269057945e-11	-221470.84692448968	7.71548474178523e7	0.
5.4713876598864726e-6	3.617124269057945e-11	-258296.53944451772	8.902360371245702e7	0.
7.447166537067699e-6	3.617124269057945e-11	-298502.8346513139	1.0091709693080091e8	0.
1.6718128960764223e-6	3.617124269057945e-11	-190979.67524454996	6.655434988690286e7	0.
3.6475917732576485e-6	3.617124269057945e-11	-224169.723724288	7.805870150374655e7	0.
5.623370650438875e-6	3.617124269057945e-11	-261277.2462753928	8.994186165771249e7	0.
7.599149527620101e-6	3.617124269057945e-11	-301717.7383843285	1.0182432950610352e8	0.
1.8237958866288243e-6	3.617124269057945e-11	-193382.64744875953	6.741588737795967e7	0.
3.7995747638100507e-6	3.617124269057945e-11	-226891.86358218658	7.896476414510666e7	0.
5.775353640991277e-6	3.617124269057945e-11	-264277.68701766303	9.086005449115442e7	0.
7.751132518172502e-6	3.617124269057945e-11	-304948.68219094456	1.0272993492182073e8	0.
1.9757788771812262e-6	3.617124269057945e-11	-195811.27412306477	6.82820795114807e7	0.
3.9515577543624524e-6	3.617124269057945e-11	-229637.01876342556	7.987284020683737e7	0.
5.927336631543679e-6	3.617124269057945e-11	-267297.57436820597	9.177803751781663e7	0.
7.903115508724905e-6	3.617124269057945e-11	-308195.3927415244	1.0363382031243004e8	0.
8.055098499277307e-6	3.617124269057945e-11	-311457.5991965085	1.0453590252087273e8	0.
0.000010030877376458533	3.617124269057945e-11	-355158.44018245424	1.1606646955961268e8	0.
0.00001200665625363976	3.617124269057945e-11	-400899.8274918244	1.2715872245311329e8	0.
0.000013982435130820985	3.617124269057945e-11	-448239.63580047066	1.377613047602361e8	0.
8.207081489829708e-6	3.617124269057945e-11	-314735.0333458836	1.0543609593372789e8	0.
0.000010182860367010935	3.617124269057945e-11	-358610.8119807348	1.1693632351291552e8	0.
0.000012158639244192161	3.617124269057945e-11	-404489.58123383095	1.2799196656180048e8	0.
8.359064480382111e-6	3.617124269057945e-11	-318027.4297372783	1.0633432661297198e8	0.
0.000010334843357563338	3.617124269057945e-11	-362074.9861024036	1.1780351113783345e8	0.
0.000012310622234744563	3.617124269057945e-11	-408088.56930444343	1.288222817836094e8	0.
0.000014134418121373388	3.617124269057945e-11	-451936.8295734168	1.3855627052538803e8	0.
8.511047470934514e-6	3.617124269057945e-11	-321334.5257930604	1.0723051828546225e8	0.
0.000010486826348115739	3.617124269057945e-11	-365550.74372496497	1.1866799852446303e8	0.
0.000012462605225296966	3.617124269057945e-11	-411696.61836284527	1.2964966170553577e8	0.
0.00001428640111192579	3.617124269057945e-11	-455641.2495940729	1.3934830909486023e8	0.
8.663030461486915e-6	3.617124269057945e-11	-324656.0619168253	1.0812459869472809e8	0.
0.000010638809338668142	3.617124269057945e-11	-369037.8696108373	1.1952975491747117e8	0.
0.000012614588215849367	3.617124269057945e-11	-415313.5583700273	1.3047409805790418e8	0.
0.000014438384102478191	3.617124269057945e-11	-459352.76204089785	1.4013742609010813e8	0.
8.815013452039317e-6	3.617124269057945e-11	-327991.7815896739	1.0901650403209892e8	0.
0.000010790792329220544	3.617124269057945e-11	-372536.15210762253	1.2038875203665383e8	0.
0.00001276657120640177	3.617124269057945e-11	-418939.2225491267	1.312955872782046e8	0.
0.000014590367093030594	3.617124269057945e-11	-463071.23580604995	1.4092362777119237e8	0.
8.96699644259172e-6	3.617124269057945e-11	-331341.43145668483	1.0990616765955693e8	0.
0.000010942775319772945	3.617124269057945e-11	-376045.38314361876	1.2124496389899755e8	0.
0.000012918554196954172	3.617124269057945e-11	-422573.44734429475	1.3211412944534522e8	0.
0.000014742350083582997	3.617124269057945e-11	-466796.54244733165	1.41706927847233e8	0.
9.11897943314412e-6	3.617124269057945e-11	-334704.76140399475	1.1079353202939e8	0.
0.000011094758310325348	3.617124269057945e-11	-379565.3582189019	1.2209836669182236e8	0.
0.000013070537187506573	3.617124269057945e-11	-426216.0723782628	1.3292971727254407e8	0.
0.000014894333074135398	3.617124269057945e-11	-470528.5561402024	1.424873270815806e8	0.
9.270962423696523e-6	3.617124269057945e-11	-338081.52462689736	1.1167853899229442e8	0.
0.00001124674130087775	3.617124269057945e-11	-383095.8763922904	1.2294893890596145e8	0.
0.000013222520178058976	3.617124269057945e-11	-429866.94040877273	1.3374235710526972e8	0.
0.0000150463160646878	3.617124269057945e-11	-474267.1536299318	1.4326484244518533e8	0.
9.422945414248926e-6	3.617124269057945e-11	-341471.4776893767	1.1256113670418409e8	0.
0.000011398724291430151	3.617124269057945e-11	-386636.740264494	1.2379666088172308e8	0.
0.000013374503168611378	3.617124269057945e-11	-433525.8972840167	1.3455203887805012e8	0.
0.000015198299055240203	3.617124269057945e-11	-478012.21418394987	1.4403947808248174e8	0.
9.574928404801327e-6	3.617124269057945e-11	-344874.38057548576	1.134412756699633e8	0.
0.000011550707281982554	3.617124269057945e-11	-390187.75595773675	1.2464151589988145e8	0.
0.00001352648615916378	3.617124269057945e-11	-437192.7918972359	1.3535877458784443e8	0.
0.000015350282045792605	3.617124269057945e-11	-481763.6195444571	1.4481125084550786e8	0.
9.72691139535373e-6	3.617124269057945e-11	-348289.99673297984	1.1431890497799349e8	0.
0.000011702690272534956	3.617124269057945e-11	-393748.7330921291	1.2548348582271554e8	0.
0.000013678469149716182	3.617124269057945e-11	-440867.47614060447	1.3616256095032066e8	0.
0.000015502265036345005	3.617124269057945e-11	-485521.253881341	1.4558016596294877e8	0.
9.878894385906132e-6	3.617124269057945e-11	-351718.09310960723	1.1519398365223111e8	0.
0.000011854673263087357	3.617124269057945e-11	-397319.4847590551	1.2632255925497453e8	0.
0.000013830452140268584	3.617124269057945e-11	-444549.80485852814	1.3696340286225718e8	0.
0.000015654248026897407	3.617124269057945e-11	-489285.0037454511	1.4634623981567192e8	0.
0.00001580623101744981	3.617124269057945e-11	-493054.75802227133	1.4710948320288733e8	0.
0.000015958214008002212	3.617124269057945e-11	-496830.40788603196	1.478699101953239e8	0.
0.000017782009894631037	3.617124269057945e-11	-542561.3795399793	1.5678030019533464e8	0.
0.00001960580578125986	3.617124269057945e-11	-588967.6525476655	1.6531278531649113e8	0.
0.000016110196998554615	3.617124269057945e-11	-500611.8467542941	1.4862752933494848e8	0.
0.00001793399288518344	3.617124269057945e-11	-546404.7300075291	1.5750539315403962e8	0.
0.000019757788771812264	3.617124269057945e-11	-592861.1454016996	1.6600764835681227e8	0.
0.000021429601667888686	3.617124269057945e-11	-635922.8429199941	1.7349569218533456e8	0.
0.000016262179989107018	3.617124269057945e-11	-504398.97024303937	1.4938235733697343e8	0.
0.000018085975875735842	3.617124269057945e-11	-550252.6684047509	1.582278732442943e8	0.
0.000019909771762364663	3.617124269057945e-11	-596758.3710539145	1.6670010188778695e8	0.
0.00002158158465844109	3.617124269057945e-11	-639857.285475925	1.7416272032816e8	0.
0.000016414162979659417	3.617124269057945e-11	-508191.67612229113	1.5013440792881528e8	0.
0.00001823795886628824	3.617124269057945e-11	-554105.1151085577	1.5894776447570112e8	0.
0.000020061754752917066	3.617124269057945e-11	-600659.2672911988	1.6739016255704337e8	0.
0.000021733567648993488	3.617124269057945e-11	-643794.7910998215	1.7482753349062175e8	0.
0.00001656614597021182	3.617124269057945e-11	-511989.864272295	1.5088369733571476e8	0.
0.000018389941856840644	3.617124269057945e-11	-557961.9921292873	1.596650789255544e8	0.
0.00002021373774346947	3.617124269057945e-11	-604563.7731523619	1.6807784434024397e8	0.
0.00002188555063954589	3.617124269057945e-11	-647735.3109020463	1.7549014773184285e8	0.
0.000016718128960764222	3.617124269057945e-11	-515793.4366402762	1.516302364508843e8	0.
0.000018541924847393046	3.617124269057945e-11	-561823.2230752889	1.603798276635705e8	0.
0.00002036572073402187	3.617124269057945e-11	-608471.8289004611	1.6876316521656364e8	0.
0.000022037533630098293	3.617124269057945e-11	-651678.7969501818	1.7615058189285454e8	0.
0.000016870111951316625	3.617124269057945e-11	-519602.2971977984	1.5237404257029626e8	0.
0.00001869390783794545	3.617124269057945e-11	-565688.7331181854	1.6109203426539466e8	0.
0.000020517703724574274	3.617124269057945e-11	-612383.375995726	1.694461404074891e8	0.
0.000022189516620650695	3.617124269057945e-11	-655625.2022479028	1.7680884907784414e8	0.
0.000017022094941869027	3.617124269057945e-11	-523416.3518987352	1.531151278135873e8	0.
0.00001884589082849785	3.617124269057945e-11	-569558.4489588029	1.6180171724812227e8	0.
0.000020669686715126676	3.617124269057945e-11	-616298.3570690706	1.701267905725005e8	0.
0.000022341499611203098	3.617124269057945e-11	-659574.4807143322	1.774649676327505e8	0.
0.00001717407793242143	3.617124269057945e-11	-527235.5086378723	1.5385350609656212e8	0.
0.000018997873819050254	3.617124269057945e-11	-573432.2987937692	1.625088836559977e8	0.
0.000020821669705679075	3.617124269057945e-11	-620216.7158961848	1.70805126734944e8	0.
0.0000224934826017555	3.617124269057945e-11	-663526.5871638688	1.7811895203187627e8	0.
0.00001732606092297383	3.617124269057945e-11	-531059.6772101511	1.5458919919416535e8	0.
0.000019149856809602654	3.617124269057945e-11	-577310.2122827745	1.632135585976236e8	0.
0.000020973652696231478	3.617124269057945e-11	-624138.3973721974	1.714811708503474e8	0.
0.0000226454655923079	3.617124269057945e-11	-667481.4772864782	1.787708205616031e8	0.
0.00001747804391352623	3.617124269057945e-11	-534888.7692705622	1.5532221900343066e8	0.
0.000019301839800155056	3.617124269057945e-11	-581192.1205164877	1.639157586402088e8	0.
0.00002112563568678388	3.617124269057945e-11	-628063.3474868969	1.7215493251416546e8	0.
0.000022797448582860302	3.617124269057945e-11	-671439.1076284369	1.7942058048877215e8	0.
0.000017630026904078634	3.617124269057945e-11	-538722.6982946994	1.5605257825358298e8	0.
0.00001945382279070746	3.617124269057945e-11	-585077.9559851253	1.6461549333667955e8	0.
0.000021277618677336283	3.617124269057945e-11	-631991.513300506	1.7282643895559716e8	0.
0.000022949431573412705	3.617124269057945e-11	-675399.4355735215	1.8006825547384965e8	0.
0.000023101414563965108	3.617124269057945e-11	-679362.4193246311	1.807138581141541e8	0.
0.00002325339755451751	3.617124269057945e-11	-683328.0178858354	1.8135740487948948e8	0.
0.000025077193441146335	3.617124269057945e-11	-731105.2534503237	1.889248786443809e8	0.
0.00002690098932777516	3.617124269057945e-11	-779192.7172737453	1.9622298612249714e8	0.
0.000023405380545069913	3.617124269057945e-11	-687296.191044839	1.8199890691537493e8	0.
0.000025229176431698734	3.617124269057945e-11	-735101.448238699	1.8954301726434118e8	0.
0.00002705297231832756	3.617124269057945e-11	-783212.3835832225	1.968197280920111e8	0.
0.000028724785214403984	3.617124269057945e-11	-827540.9524107523	2.0327428729770052e8	0.
0.000023557363535622312	3.617124269057945e-11	-691266.8993558538	1.8263838458671096e8	0.
0.000025381159422251137	3.617124269057945e-11	-739099.7588998836	1.9015929792868492e8	0.
0.00002720495530887996	3.617124269057945e-11	-787233.83007831	1.974147670236294e8	0.
0.000028876768204956383	3.617124269057945e-11	-831580.4341538324	2.038514082891985e8	0.
0.000023709346526174715	3.617124269057945e-11	-695240.104122867	1.8327584736037815e8	0.
0.00002553314241280354	3.617124269057945e-11	-743100.1545634631	1.9077373661593956e8	0.
0.000027356938299432364	3.617124269057945e-11	-791257.0319298459	1.98008119238946e8	0.
0.000029028751195508785	3.617124269057945e-11	-835621.4251149475	2.0442696599175766e8	0.
0.000023861329516727117	3.617124269057945e-11	-699215.767383301	1.8391131537550238e8	0.
0.000025685125403355942	3.617124269057945e-11	-747102.6049237006	1.9138635012574115e8	0.
0.000027508921289984766	3.617124269057945e-11	-795281.9647462033	1.9859979684703505e8	0.
0.000029180734186061188	3.617124269057945e-11	-839663.9051605844	2.050009740619071e8	0.
0.00002401331250727952	3.617124269057945e-11	-703193.8518920522	1.8454479941873148e8	0.
0.000025837108393908344	3.617124269057945e-11	-751107.0802275153	1.919971461463143e8	0.
0.00002766090428053717	3.617124269057945e-11	-799308.6045642231	1.991898077641827e8	0.
0.00002933271717661359	3.617124269057945e-11	-843707.8544987164	2.0557344659880418e8	0.
0.000024165295497831922	3.617124269057945e-11	-707174.321105902	1.8517631525220364e8	0.
0.000025989091384460747	3.617124269057945e-11	-755113.5512627426	1.9260614002008745e8	0.
0.00002781288727108957	3.617124269057945e-11	-803336.927840359	1.9977816938901854e8	0.
0.000029484700167165993	3.617124269057945e-11	-847753.2536719368	2.0614438844557002e8	0.
0.000024317278488384322	3.617124269057945e-11	-711157.1391682924	1.8580587903094617e8	0.
0.000026141074375013146	3.617124269057945e-11	-759121.9893466675	1.9321334381901124e8	0.
0.00002796487026164197	3.617124269057945e-11	-807366.9114420222	2.0036488797943395e8	0.
0.000029636683157718393	3.617124269057945e-11	-851800.0835507492	2.0671381044964555e8	0.
0.000024469261478936724	3.617124269057945e-11	-715142.2708944558	1.864335002984709e8	0.
0.00002629305736556555	3.617124269057945e-11	-763132.3663148249	1.9381877418016398e8	0.
0.000028116853252194373	3.617124269057945e-11	-811398.5326391298	2.0094997935999364e8	0.
0.000029788666148270795	3.617124269057945e-11	-855848.3253270086	2.0728173004378194e8	0.
0.000024621244469489127	3.617124269057945e-11	-719129.6817568925	1.8705919797012222e8	0.
0.00002644504035611795	3.617124269057945e-11	-767144.6545100611	1.9442244026035628e8	0.
0.000028268836242746776	3.617124269057945e-11	-815431.7690958438	2.0153345367332104e8	0.
0.000029940649138823198	3.617124269057945e-11	-859897.9605075098	2.0784815066291502e8	0.
0.00002477322746004153	3.617124269057945e-11	-723119.3378711874	1.876829847614196e8	0.
0.000026597023346670354	3.617124269057945e-11	-771158.8267718498	1.9502435479114714e8	0.
0.00002842081923329918	3.617124269057945e-11	-819466.598862502	2.0211532243364587e8	0.
0.0000300926321293756	3.617124269057945e-11	-863948.9709077226	2.0841308506943855e8	0.
0.000024925210450593932	3.617124269057945e-11	-727111.2059821574	1.8830487312869352e8	0.
0.000026749006337222757	3.617124269057945e-11	-775174.8564258566	1.9562453427604848e8	0.
0.00002857280222385158	3.617124269057945e-11	-823503.0003677332	2.0269559695986903e8	0.
0.000030244615119928003	3.617124269057945e-11	-868001.3386456654	2.0897654350431982e8	0.
0.000030396598110480406	3.617124269057945e-11	-872055.0461359182	2.0953853589761245e8	0.
