,Filename,Dir,zi,kind,W,field
50,binding_0\77331a81-2f88-4f8c-a5ac-832e98ea154a.txt,-1.0,-6.0,tt=20,2.483664204436849e-06,2.528097607406091e-12
51,binding_0\77331a81-2f88-4f8c-a5ac-832e98ea154a.txt,-1.0,-6.0,tt=10,-6.403856350010825e-08,2.528097607406091e-12
52,binding_0\77331a81-2f88-4f8c-a5ac-832e98ea154a.txt,-1.0,-6.0,tb=20,4.994914078716748e-06,2.528097607406091e-12
53,binding_0\77331a81-2f88-4f8c-a5ac-832e98ea154a.txt,-1.0,-6.0,tplus=20,,2.528097607406091e-12
54,binding_0\41e72fda-620c-4773-917a-72264057bc59.txt,-1.0,-6.0,tt=20,2.88426910033461e-06,2.7225666541296365e-12
55,binding_0\41e72fda-620c-4773-917a-72264057bc59.txt,-1.0,-6.0,tt=10,1.0174105482687437e-07,2.7225666541296365e-12
56,binding_0\41e72fda-620c-4773-917a-72264057bc59.txt,-1.0,-6.0,tb=20,5.504100877285792e-06,2.7225666541296365e-12
57,binding_0\41e72fda-620c-4773-917a-72264057bc59.txt,-1.0,-6.0,tplus=20,,2.7225666541296365e-12
58,binding_0\00848a5b-606c-4fe0-a1e2-3c9e03979533.txt,-1.0,-6.0,tt=20,3.3051903086344676e-06,2.9170357008531817e-12
59,binding_0\00848a5b-606c-4fe0-a1e2-3c9e03979533.txt,-1.0,-6.0,tt=10,2.7105579813717815e-07,2.9170357008531817e-12
60,binding_0\00848a5b-606c-4fe0-a1e2-3c9e03979533.txt,-1.0,-6.0,tb=20,6.033208098431993e-06,2.9170357008531817e-12
61,binding_0\00848a5b-606c-4fe0-a1e2-3c9e03979533.txt,-1.0,-6.0,tplus=20,3.4710176459705195e-07,2.9170357008531817e-12
62,binding_0\4a36d0a7-bb2e-4720-8acf-89d4b1d4f432.txt,-1.0,-6.0,tt=20,3.7465507029840947e-06,3.1115047475767273e-12
63,binding_0\4a36d0a7-bb2e-4720-8acf-89d4b1d4f432.txt,-1.0,-6.0,tt=10,4.439876578120448e-07,3.1115047475767273e-12
64,binding_0\4a36d0a7-bb2e-4720-8acf-89d4b1d4f432.txt,-1.0,-6.0,tb=20,6.5825455129133726e-06,3.1115047475767273e-12
65,binding_0\4a36d0a7-bb2e-4720-8acf-89d4b1d4f432.txt,-1.0,-6.0,tplus=20,6.105191199390853e-07,3.1115047475767273e-12
66,binding_0\aa37aaec-3541-4dd2-8a57-155f173c84ba.txt,-1.0,-6.0,tt=20,4.20892749683491e-06,3.305973794300273e-12
67,binding_0\aa37aaec-3541-4dd2-8a57-155f173c84ba.txt,-1.0,-6.0,tt=10,6.204014012096658e-07,3.305973794300273e-12
68,binding_0\aa37aaec-3541-4dd2-8a57-155f173c84ba.txt,-1.0,-6.0,tb=20,7.15233731782027e-06,3.305973794300273e-12
69,binding_0\aa37aaec-3541-4dd2-8a57-155f173c84ba.txt,-1.0,-6.0,tplus=20,9.079432710049833e-07,3.305973794300273e-12
70,binding_0\c1938e88-7940-42ba-89b4-28654b2c4fd3.txt,-1.0,-6.0,tt=20,4.6927644131128084e-06,3.5004428410238185e-12
71,binding_0\c1938e88-7940-42ba-89b4-28654b2c4fd3.txt,-1.0,-6.0,tt=10,8.004291808869005e-07,3.5004428410238185e-12
72,binding_0\c1938e88-7940-42ba-89b4-28654b2c4fd3.txt,-1.0,-6.0,tb=20,7.74317971129204e-06,3.5004428410238185e-12
73,binding_0\c1938e88-7940-42ba-89b4-28654b2c4fd3.txt,-1.0,-6.0,tplus=20,1.237084432321152e-06,3.5004428410238185e-12
74,binding_0\2f1ef210-d430-42d2-9bdc-cdb76190915d.txt,-1.0,-6.0,tt=20,5.198725568121442e-06,3.694911887747364e-12
75,binding_0\2f1ef210-d430-42d2-9bdc-cdb76190915d.txt,-1.0,-6.0,tt=10,9.843705080201395e-07,3.694911887747364e-12
76,binding_0\2f1ef210-d430-42d2-9bdc-cdb76190915d.txt,-1.0,-6.0,tb=20,8.355199313118387e-06,3.694911887747364e-12
77,binding_0\2f1ef210-d430-42d2-9bdc-cdb76190915d.txt,-1.0,-6.0,tplus=20,1.596853534034139e-06,3.694911887747364e-12
78,binding_0\e6fe61eb-fc1d-4eac-8195-73e0502f1f8b.txt,-1.0,-6.0,tt=20,5.727060653715454e-06,3.889380934470909e-12
79,binding_0\e6fe61eb-fc1d-4eac-8195-73e0502f1f8b.txt,-1.0,-6.0,tt=10,1.1722795274052372e-06,3.889380934470909e-12
80,binding_0\e6fe61eb-fc1d-4eac-8195-73e0502f1f8b.txt,-1.0,-6.0,tb=20,8.988776515394926e-06,3.889380934470909e-12
81,binding_0\e6fe61eb-fc1d-4eac-8195-73e0502f1f8b.txt,-1.0,-6.0,tplus=20,1.9860091442531e-06,3.889380934470909e-12
82,binding_0\bf53417a-7fb4-4e00-831b-c23a2a45ff34.txt,-1.0,-6.0,tt=20,6.278084846213945e-06,4.083849981194455e-12
83,binding_0\bf53417a-7fb4-4e00-831b-c23a2a45ff34.txt,-1.0,-6.0,tt=10,1.364202577704712e-06,4.083849981194455e-12
84,binding_0\bf53417a-7fb4-4e00-831b-c23a2a45ff34.txt,-1.0,-6.0,tb=20,9.644082218405598e-06,4.083849981194455e-12
85,binding_0\bf53417a-7fb4-4e00-831b-c23a2a45ff34.txt,-1.0,-6.0,tplus=20,2.405118898025654e-06,4.083849981194455e-12
86,binding_0\723b3aa8-1ea5-4eaf-8f26-02ef350b8811.txt,-1.0,-6.0,tt=20,6.852079049354335e-06,4.278319027918e-12
87,binding_0\723b3aa8-1ea5-4eaf-8f26-02ef350b8811.txt,-1.0,-6.0,tt=10,1.5600188587950248e-06,4.278319027918e-12
88,binding_0\723b3aa8-1ea5-4eaf-8f26-02ef350b8811.txt,-1.0,-6.0,tb=20,1.0321136379955153e-05,4.278319027918e-12
89,binding_0\723b3aa8-1ea5-4eaf-8f26-02ef350b8811.txt,-1.0,-6.0,tplus=20,2.853239689698872e-06,4.278319027918e-12
90,binding_0\8628d2dd-b696-44a8-aab0-bda087ccd7cf.txt,-1.0,-6.0,tt=20,7.449503990613591e-06,4.472788074641545e-12
91,binding_0\8628d2dd-b696-44a8-aab0-bda087ccd7cf.txt,-1.0,-6.0,tt=10,1.7600057688310488e-06,4.472788074641545e-12
92,binding_0\8628d2dd-b696-44a8-aab0-bda087ccd7cf.txt,-1.0,-6.0,tb=20,1.1020594998581937e-05,4.472788074641545e-12
93,binding_0\8628d2dd-b696-44a8-aab0-bda087ccd7cf.txt,-1.0,-6.0,tplus=20,3.3300195857016627e-06,4.472788074641545e-12
94,binding_0\c1ac189e-1826-49cd-b3b2-a8fa0604097c.txt,-1.0,-6.0,tt=20,8.070663726943387e-06,4.667257121365091e-12
95,binding_0\c1ac189e-1826-49cd-b3b2-a8fa0604097c.txt,-1.0,-6.0,tt=10,1.964203561647039e-06,4.667257121365091e-12
96,binding_0\c1ac189e-1826-49cd-b3b2-a8fa0604097c.txt,-1.0,-6.0,tb=20,1.1742295143308275e-05,4.667257121365091e-12
97,binding_0\c1ac189e-1826-49cd-b3b2-a8fa0604097c.txt,-1.0,-6.0,tplus=20,3.835557544181448e-06,4.667257121365091e-12
98,binding_0\04e6e5f2-8099-4339-93b6-50104284f02a.txt,-1.0,-6.0,tt=20,8.715730768427428e-06,4.8617261680886365e-12
99,binding_0\04e6e5f2-8099-4339-93b6-50104284f02a.txt,-1.0,-6.0,tt=10,2.1726587570797653e-06,4.8617261680886365e-12
100,binding_0\04e6e5f2-8099-4339-93b6-50104284f02a.txt,-1.0,-6.0,tb=20,1.2486583926793529e-05,4.8617261680886365e-12
101,binding_0\04e6e5f2-8099-4339-93b6-50104284f02a.txt,-1.0,-6.0,tplus=20,4.369336139317489e-06,4.8617261680886365e-12
102,binding_0\bfb621c1-d865-40f9-a47a-e16094b70c64.txt,-1.0,-6.0,tt=20,9.384773954959344e-06,5.056195214812182e-12
103,binding_0\bfb621c1-d865-40f9-a47a-e16094b70c64.txt,-1.0,-6.0,tt=10,2.3854434218920387e-06,5.056195214812182e-12
104,binding_0\bfb621c1-d865-40f9-a47a-e16094b70c64.txt,-1.0,-6.0,tb=20,1.3253694297882177e-05,5.056195214812182e-12
105,binding_0\bfb621c1-d865-40f9-a47a-e16094b70c64.txt,-1.0,-6.0,tplus=20,4.9313046388859454e-06,5.056195214812182e-12
106,binding_0\9ed8abe1-fbb2-4ff6-928e-b31be8ed6943.txt,-1.0,-6.0,tt=20,1.0078141002322769e-05,5.250664261535727e-12
107,binding_0\9ed8abe1-fbb2-4ff6-928e-b31be8ed6943.txt,-1.0,-6.0,tt=10,2.6026172164753753e-06,5.250664261535727e-12
108,binding_0\9ed8abe1-fbb2-4ff6-928e-b31be8ed6943.txt,-1.0,-6.0,tb=20,1.4043768657067598e-05,5.250664261535727e-12
109,binding_0\9ed8abe1-fbb2-4ff6-928e-b31be8ed6943.txt,-1.0,-6.0,tplus=20,5.521198002578629e-06,5.250664261535727e-12
110,binding_0\531e7dc5-a12c-4df7-9ec0-94c17e2496ea.txt,-1.0,-6.0,tt=20,1.0795851730088611e-05,5.445133308259273e-12
111,binding_0\531e7dc5-a12c-4df7-9ec0-94c17e2496ea.txt,-1.0,-6.0,tt=10,2.824319890653914e-06,5.445133308259273e-12
112,binding_0\531e7dc5-a12c-4df7-9ec0-94c17e2496ea.txt,-1.0,-6.0,tb=20,1.4856877814020142e-05,5.445133308259273e-12
113,binding_0\531e7dc5-a12c-4df7-9ec0-94c17e2496ea.txt,-1.0,-6.0,tplus=20,6.13898031905285e-06,5.445133308259273e-12
114,binding_0\a85c4b56-24bb-49f3-bd41-f790e658b968.txt,-1.0,-6.0,tt=20,1.1538301857810903e-05,5.639602354982817e-12
115,binding_0\a85c4b56-24bb-49f3-bd41-f790e658b968.txt,-1.0,-6.0,tt=10,3.0504739166084967e-06,5.639602354982817e-12
116,binding_0\a85c4b56-24bb-49f3-bd41-f790e658b968.txt,-1.0,-6.0,tb=20,1.5693269353790185e-05,5.639602354982817e-12
117,binding_0\a85c4b56-24bb-49f3-bd41-f790e658b968.txt,-1.0,-6.0,tplus=20,6.7844752435033266e-06,5.639602354982817e-12
118,binding_0\d0fde7e9-7d67-4be2-85e1-b78e3ceb9b94.txt,-1.0,-6.0,tt=20,1.2305457976339776e-05,5.8340714017063625e-12
119,binding_0\d0fde7e9-7d67-4be2-85e1-b78e3ceb9b94.txt,-1.0,-6.0,tt=10,3.281363658505064e-06,5.8340714017063625e-12
120,binding_0\d0fde7e9-7d67-4be2-85e1-b78e3ceb9b94.txt,-1.0,-6.0,tb=20,1.6553004823639445e-05,5.8340714017063625e-12
121,binding_0\d0fde7e9-7d67-4be2-85e1-b78e3ceb9b94.txt,-1.0,-6.0,tplus=20,7.457499590350744e-06,5.8340714017063625e-12
122,binding_0\5188b265-3a22-416f-bb47-0e7f4dc93d37.txt,-1.0,-6.0,tt=20,1.3097561514988227e-05,6.028540448429909e-12
123,binding_0\5188b265-3a22-416f-bb47-0e7f4dc93d37.txt,-1.0,-6.0,tt=10,3.516814992786231e-06,6.028540448429909e-12
124,binding_0\5188b265-3a22-416f-bb47-0e7f4dc93d37.txt,-1.0,-6.0,tb=20,1.74363649756441e-05,6.028540448429909e-12
125,binding_0\5188b265-3a22-416f-bb47-0e7f4dc93d37.txt,-1.0,-6.0,tplus=20,8.158229078207254e-06,6.028540448429909e-12
126,binding_0\021cc366-cbd7-46a2-a163-4a82fc9a5475.txt,-1.0,-6.0,tt=20,1.3914638081043351e-05,6.2230094951534546e-12
127,binding_0\021cc366-cbd7-46a2-a163-4a82fc9a5475.txt,-1.0,-6.0,tt=10,3.757094163928495e-06,6.2230094951534546e-12
128,binding_0\021cc366-cbd7-46a2-a163-4a82fc9a5475.txt,-1.0,-6.0,tb=20,1.834332698682392e-05,6.2230094951534546e-12
129,binding_0\021cc366-cbd7-46a2-a163-4a82fc9a5475.txt,-1.0,-6.0,tplus=20,8.886314653722971e-06,6.2230094951534546e-12
130,binding_0\5ecd16d1-f390-436c-8bc7-e5256778ce5c.txt,-1.0,-6.0,tt=20,1.475668189049716e-05,6.417478541877e-12
131,binding_0\5ecd16d1-f390-436c-8bc7-e5256778ce5c.txt,-1.0,-6.0,tt=10,4.002154908399143e-06,6.417478541877e-12
132,binding_0\5ecd16d1-f390-436c-8bc7-e5256778ce5c.txt,-1.0,-6.0,tb=20,1.9274023645380618e-05,6.417478541877e-12
133,binding_0\5ecd16d1-f390-436c-8bc7-e5256778ce5c.txt,-1.0,-6.0,tplus=20,9.641732881969498e-06,6.417478541877e-12
134,binding_0\da364fbb-8f3d-49bc-ad42-9c5909560efd.txt,-1.0,-6.0,tt=20,1.5623993800674528e-05,6.611947588600546e-12
135,binding_0\da364fbb-8f3d-49bc-ad42-9c5909560efd.txt,-1.0,-6.0,tt=10,4.251963613696166e-06,6.611947588600546e-12
136,binding_0\da364fbb-8f3d-49bc-ad42-9c5909560efd.txt,-1.0,-6.0,tb=20,2.0228594009116312e-05,6.611947588600546e-12
137,binding_0\da364fbb-8f3d-49bc-ad42-9c5909560efd.txt,-1.0,-6.0,tplus=20,1.0424424831212759e-05,6.611947588600546e-12
138,binding_0\693d1995-f129-4e8a-aec7-cc781b55edfe.txt,-1.0,-6.0,tt=20,1.651654294477523e-05,6.8064166353240926e-12
139,binding_0\693d1995-f129-4e8a-aec7-cc781b55edfe.txt,-1.0,-6.0,tt=10,4.506912433310475e-06,6.8064166353240926e-12
140,binding_0\693d1995-f129-4e8a-aec7-cc781b55edfe.txt,-1.0,-6.0,tb=20,2.1207212522947224e-05,6.8064166353240926e-12
141,binding_0\693d1995-f129-4e8a-aec7-cc781b55edfe.txt,-1.0,-6.0,tplus=20,1.1234257510986284e-05,6.8064166353240926e-12
142,binding_0\0c785361-a8ae-4ed6-9e1e-19fc8abee3f5.txt,-1.0,-6.0,tt=20,1.7434378670894174e-05,7.000885682047637e-12
143,binding_0\0c785361-a8ae-4ed6-9e1e-19fc8abee3f5.txt,-1.0,-6.0,tt=10,4.7667406327910725e-06,7.000885682047637e-12
144,binding_0\0c785361-a8ae-4ed6-9e1e-19fc8abee3f5.txt,-1.0,-6.0,tb=20,2.2209798315821665e-05,7.000885682047637e-12
145,binding_0\0c785361-a8ae-4ed6-9e1e-19fc8abee3f5.txt,-1.0,-6.0,tplus=20,1.2071367673813125e-05,7.000885682047637e-12
146,binding_0\cecf0996-634f-4c33-8a0f-0319aa77e9be.txt,-1.0,-6.0,tt=20,1.8377553591520566e-05,7.195354728771183e-12
147,binding_0\cecf0996-634f-4c33-8a0f-0319aa77e9be.txt,-1.0,-6.0,tt=10,5.031527803320242e-06,7.195354728771183e-12
148,binding_0\cecf0996-634f-4c33-8a0f-0319aa77e9be.txt,-1.0,-6.0,tb=20,2.3236577750646474e-05,7.195354728771183e-12
149,binding_0\cecf0996-634f-4c33-8a0f-0319aa77e9be.txt,-1.0,-6.0,tplus=20,1.2935444845251446e-05,7.195354728771183e-12
150,binding_0\e561fe7a-1960-4418-8c5a-dc97ab033ac5.txt,-1.0,-6.0,tt=20,1.934624682124541e-05,7.389823775494727e-12
151,binding_0\e561fe7a-1960-4418-8c5a-dc97ab033ac5.txt,-1.0,-6.0,tt=10,5.30149324226741e-06,7.389823775494727e-12
152,binding_0\e561fe7a-1960-4418-8c5a-dc97ab033ac5.txt,-1.0,-6.0,tb=20,2.4287616243935495e-05,7.389823775494727e-12
153,binding_0\e561fe7a-1960-4418-8c5a-dc97ab033ac5.txt,-1.0,-6.0,tplus=20,1.3826582788680653e-05,7.389823775494727e-12
154,binding_0\e4e55ba9-8345-4935-9685-da7aa9d3c4fa.txt,-1.0,-6.0,tt=20,2.0340357425357888e-05,7.584292822218273e-12
155,binding_0\e4e55ba9-8345-4935-9685-da7aa9d3c4fa.txt,-1.0,-6.0,tt=10,5.576667420748068e-06,7.584292822218273e-12
156,binding_0\e4e55ba9-8345-4935-9685-da7aa9d3c4fa.txt,-1.0,-6.0,tb=20,2.5362937000819022e-05,7.584292822218273e-12
157,binding_0\e4e55ba9-8345-4935-9685-da7aa9d3c4fa.txt,-1.0,-6.0,tplus=20,1.474472531272214e-05,7.584292822218273e-12
158,binding_0\fe192c23-f332-43a2-b0a5-d3ac8e692efe.txt,-1.0,-6.0,tt=20,2.13600442491892e-05,7.778761868941818e-12
159,binding_0\fe192c23-f332-43a2-b0a5-d3ac8e692efe.txt,-1.0,-6.0,tt=10,5.857000865950715e-06,7.778761868941818e-12
160,binding_0\fe192c23-f332-43a2-b0a5-d3ac8e692efe.txt,-1.0,-6.0,tb=20,2.646265862260013e-05,7.778761868941818e-12
161,binding_0\fe192c23-f332-43a2-b0a5-d3ac8e692efe.txt,-1.0,-6.0,tplus=20,1.5689855944921757e-05,7.778761868941818e-12
162,binding_0\512f7ffc-91e3-440e-9859-3b2f0f7704ca.txt,-1.0,-6.0,tt=20,2.2405261179741598e-05,7.973230915665361e-12
163,binding_0\512f7ffc-91e3-440e-9859-3b2f0f7704ca.txt,-1.0,-6.0,tt=10,6.142562046426587e-06,7.973230915665361e-12
164,binding_0\512f7ffc-91e3-440e-9859-3b2f0f7704ca.txt,-1.0,-6.0,tb=20,2.7586873465091295e-05,7.973230915665361e-12
165,binding_0\512f7ffc-91e3-440e-9859-3b2f0f7704ca.txt,-1.0,-6.0,tplus=20,1.666184190747875e-05,7.973230915665361e-12
166,binding_0\15c0c5cf-ff1e-4cfe-98c7-f2b8c6c32832.txt,-1.0,-6.0,tt=20,2.3476078417841285e-05,8.16769996238891e-12
167,binding_0\15c0c5cf-ff1e-4cfe-98c7-f2b8c6c32832.txt,-1.0,-6.0,tt=10,6.4334144088084394e-06,8.16769996238891e-12
168,binding_0\15c0c5cf-ff1e-4cfe-98c7-f2b8c6c32832.txt,-1.0,-6.0,tb=20,2.8735523792919952e-05,8.16769996238891e-12
169,binding_0\15c0c5cf-ff1e-4cfe-98c7-f2b8c6c32832.txt,-1.0,-6.0,tplus=20,1.7660645578362277e-05,8.16769996238891e-12
170,binding_0\8ab90d82-1986-4b0f-b0e8-6e4ef0f99203.txt,-1.0,-6.0,tt=20,2.457251736271508e-05,8.362169009112455e-12
171,binding_0\8ab90d82-1986-4b0f-b0e8-6e4ef0f99203.txt,-1.0,-6.0,tt=10,6.729615904198069e-06,8.362169009112455e-12
172,binding_0\8ab90d82-1986-4b0f-b0e8-6e4ef0f99203.txt,-1.0,-6.0,tb=20,2.990882275368824e-05,8.362169009112455e-12
173,binding_0\8ab90d82-1986-4b0f-b0e8-6e4ef0f99203.txt,-1.0,-6.0,tplus=20,1.8686255039911387e-05,8.362169009112455e-12
174,binding_0\82bed212-57ed-4f35-b18f-72ed3cd5e69a.txt,-1.0,-6.0,tt=20,2.5694582508543847e-05,8.556638055836e-12
175,binding_0\82bed212-57ed-4f35-b18f-72ed3cd5e69a.txt,-1.0,-6.0,tt=10,7.031219138817399e-06,8.556638055836e-12
176,binding_0\82bed212-57ed-4f35-b18f-72ed3cd5e69a.txt,-1.0,-6.0,tb=20,3.110674489996117e-05,8.556638055836e-12
177,binding_0\82bed212-57ed-4f35-b18f-72ed3cd5e69a.txt,-1.0,-6.0,tplus=20,1.9738689277514395e-05,8.556638055836e-12
178,binding_0\40687022-1d36-498e-9293-80b422c83072.txt,-1.0,-6.0,tt=20,2.6842410195535238e-05,8.751107102559545e-12
179,binding_0\40687022-1d36-498e-9293-80b422c83072.txt,-1.0,-6.0,tt=10,7.338269809307988e-06,8.751107102559545e-12
180,binding_0\40687022-1d36-498e-9293-80b422c83072.txt,-1.0,-6.0,tb=20,3.2329339082374695e-05,8.751107102559545e-12
181,binding_0\40687022-1d36-498e-9293-80b422c83072.txt,-1.0,-6.0,tplus=20,2.0817833128177816e-05,8.751107102559545e-12
182,binding_0\73dea88b-1835-48d2-9ba5-a8e14dcfd82c.txt,-1.0,-6.0,tt=20,2.801589563275079e-05,8.94557614928309e-12
183,binding_0\73dea88b-1835-48d2-9ba5-a8e14dcfd82c.txt,-1.0,-6.0,tt=10,7.650807892065241e-06,8.94557614928309e-12
184,binding_0\73dea88b-1835-48d2-9ba5-a8e14dcfd82c.txt,-1.0,-6.0,tb=20,3.357664816681893e-05,8.94557614928309e-12
185,binding_0\73dea88b-1835-48d2-9ba5-a8e14dcfd82c.txt,-1.0,-6.0,tplus=20,2.1923747750541658e-05,8.94557614928309e-12
186,binding_0\47ea6837-b566-4cdf-8a84-ed5883988ee9.txt,-1.0,-6.0,tt=20,2.921509836674058e-05,9.140045196006636e-12
