,Dir,Filename,W,argt,field,t,zi,zt
43,-1.0,results\2018-02-05T05-25-39.txt,-2.720495723858035e-05,-8.586310334524071e-07,,826828000.0,-6.0,-36748.35333012135
44,-1.0,results\2018-02-05T05-25-39.txt,-2.70529742372475e-05,0.0,,413414000.0,-6.0,-36954.69543102056
45,-1.0,results\2018-02-05T05-25-39.txt,-2.70529742372475e-05,0.0,,826828000.0,-6.0,-36954.69543102056
46,-1.0,results\2018-02-05T05-25-39.txt,-2.690099123591465e-05,0.0,,413414000.0,-6.0,-37163.36721377657
47,-1.0,results\2018-02-05T05-25-39.txt,-2.690099123591465e-05,0.0,,826828000.0,-6.0,-37163.36721377657
48,-1.0,results\2018-02-05T05-25-39.txt,-2.67490082345818e-05,0.0,,413414000.0,-6.0,-37374.40834609453
49,-1.0,results\2018-02-05T05-25-39.txt,-2.67490082345818e-05,0.0,,826828000.0,-6.0,-37374.40834609453
50,-1.0,results\2018-02-05T05-25-39.txt,-2.6597025233248945e-05,0.0,,413414000.0,-6.0,-37587.859401177855
51,-1.0,results\2018-02-05T05-25-39.txt,-2.6597025233248945e-05,0.0,,826828000.0,-6.0,-37587.859401177855
52,-1.0,results\2018-02-05T05-25-39.txt,-2.6445042231916096e-05,0.0,,413414000.0,-6.0,-37803.76188362659
53,-1.0,results\2018-02-05T05-25-39.txt,-2.6445042231916096e-05,0.0,,826828000.0,-6.0,-37803.76188362659
54,-1.0,results\2018-02-05T05-25-39.txt,-2.6293059230583244e-05,0.0,,413414000.0,-6.0,-38022.158256390125
55,-1.0,results\2018-02-05T05-25-39.txt,-2.6293059230583244e-05,0.0,,826828000.0,-6.0,-38022.158256390125
56,-1.0,results\2018-02-05T05-25-39.txt,-2.6141076229250393e-05,0.0,,413414000.0,-6.0,-38243.091968503686
57,-1.0,results\2018-02-05T05-25-39.txt,-2.6141076229250393e-05,0.0,,826828000.0,-6.0,-38243.091968503686
58,-1.0,results\2018-02-05T05-25-39.txt,-2.598909322791754e-05,0.0,,413414000.0,-6.0,-38466.60748394868
59,-1.0,results\2018-02-05T05-25-39.txt,-2.598909322791754e-05,0.0,,826828000.0,-6.0,-38466.60748394868
60,-1.0,results\2018-02-05T05-25-39.txt,-2.583711022658469e-05,0.0,,413414000.0,-6.0,-38692.750311375465
61,-1.0,results\2018-02-05T05-25-39.txt,-2.583711022658469e-05,0.0,,826828000.0,-6.0,-38692.750311375465
62,-1.0,results\2018-02-05T05-25-39.txt,-2.568512722525184e-05,0.0,,413414000.0,-6.0,-38921.567035019485
63,-1.0,results\2018-02-05T05-25-39.txt,-2.568512722525184e-05,0.0,,826828000.0,-6.0,-38921.567035019485
64,-1.0,results\2018-02-05T05-25-39.txt,-2.5533144223918992e-05,0.0,,413414000.0,-6.0,-39153.10534662795
65,-1.0,results\2018-02-05T05-25-39.txt,-2.5533144223918992e-05,0.0,,826828000.0,-6.0,-39153.10534662795
66,-1.0,results\2018-02-05T05-25-39.txt,-2.5381161222586137e-05,0.0,,413414000.0,-6.0,-39387.414078553884
67,-1.0,results\2018-02-05T05-25-39.txt,-2.5381161222586137e-05,0.0,,826828000.0,-6.0,-39387.414078553884
68,-1.0,results\2018-02-05T05-25-39.txt,-2.5229178221253285e-05,0.0,,413414000.0,-6.0,-39624.54323806095
69,-1.0,results\2018-02-05T05-25-39.txt,-2.5229178221253285e-05,0.0,,826828000.0,-6.0,-39624.54323806095
70,-1.0,results\2018-02-05T05-25-39.txt,-2.5077195219920433e-05,0.0,,413414000.0,-6.0,-39864.54404287393
71,-1.0,results\2018-02-05T05-25-39.txt,-2.5077195219920433e-05,0.0,,826828000.0,-6.0,-39864.54404287393
72,-1.0,results\2018-02-05T05-25-39.txt,-2.4925212218587585e-05,0.0,,413414000.0,-6.0,-40107.46895799253
73,-1.0,results\2018-02-05T05-25-39.txt,-2.4925212218587585e-05,0.0,,826828000.0,-6.0,-40107.46895799253
74,-1.0,results\2018-02-05T05-25-39.txt,-2.477322921725473e-05,0.0,,413414000.0,-6.0,-40353.371733881366
75,-1.0,results\2018-02-05T05-25-39.txt,-2.477322921725473e-05,0.0,,826828000.0,-6.0,-40353.371733881366
76,-1.0,results\2018-02-05T05-25-39.txt,-2.462124621592188e-05,-1.0984433617457044e-07,,413414000.0,-6.0,-40602.30744607996
77,-1.0,results\2018-02-05T05-25-39.txt,-2.462124621592188e-05,-1.0984433617457044e-07,,826828000.0,-6.0,-40602.30744607996
78,-1.0,results\2018-02-05T05-25-39.txt,-2.446926321458903e-05,0.0,,413414000.0,-6.0,-40854.332536285
79,-1.0,results\2018-02-05T05-25-39.txt,-2.446926321458903e-05,0.0,,826828000.0,-6.0,-40854.332536285
80,-1.0,results\2018-02-05T05-25-39.txt,-2.431728021325618e-05,0.0,,413414000.0,-6.0,-41109.504854930776
81,-1.0,results\2018-02-05T05-25-39.txt,-2.431728021325618e-05,0.0,,826828000.0,-6.0,-41109.504854930776
82,-1.0,results\2018-02-05T05-25-39.txt,-2.416529721192333e-05,0.0,,413414000.0,-6.0,-41367.88370542488
83,-1.0,results\2018-02-05T05-25-39.txt,-2.416529721192333e-05,0.0,,826828000.0,-6.0,-41367.88370542488
84,-1.0,results\2018-02-05T05-25-39.txt,-2.4013314210590477e-05,0.0,,413414000.0,-6.0,-41629.529890030295
85,-1.0,results\2018-02-05T05-25-39.txt,-2.4013314210590477e-05,0.0,,826828000.0,-6.0,-41629.529890030295
86,-1.0,results\2018-02-05T05-25-39.txt,-2.3861331209257626e-05,0.0,,413414000.0,-6.0,-41894.50575750717
87,-1.0,results\2018-02-05T05-25-39.txt,-2.3861331209257626e-05,0.0,,826828000.0,-6.0,-41894.50575750717
88,-1.0,results\2018-02-05T05-25-39.txt,-2.370934820792477e-05,0.0,,413414000.0,-6.0,-42162.87525255772
89,-1.0,results\2018-02-05T05-25-39.txt,-2.370934820792477e-05,0.0,,826828000.0,-6.0,-42162.87525255772
90,-1.0,results\2018-02-05T05-25-39.txt,-2.3557365206591925e-05,-1.1383860655163414e-07,,413414000.0,-6.0,-42434.70396724872
91,-1.0,results\2018-02-05T05-25-39.txt,-2.3557365206591925e-05,-1.1383860655163414e-07,,826828000.0,-6.0,-42434.70396724872
92,-1.0,results\2018-02-05T05-25-39.txt,-2.340538220525908e-05,0.0,,413414000.0,-6.0,-42710.05919432431
93,-1.0,results\2018-02-05T05-25-39.txt,-2.340538220525908e-05,0.0,,826828000.0,-6.0,-42710.05919432431
94,-1.0,results\2018-02-05T05-25-39.txt,-2.3253399203926225e-05,0.0,,413414000.0,-6.0,-42989.009982722586
95,-1.0,results\2018-02-05T05-25-39.txt,-2.3253399203926225e-05,0.0,,826828000.0,-6.0,-42989.009982722586
96,-1.0,results\2018-02-05T05-25-39.txt,-2.310141620259337e-05,0.0,,413414000.0,-6.0,-43271.62719518315
97,-1.0,results\2018-02-05T05-25-39.txt,-2.310141620259337e-05,0.0,,826828000.0,-6.0,-43271.62719518315
98,-1.0,results\2018-02-05T05-25-39.txt,-2.2949433201260518e-05,0.0,,413414000.0,-6.0,-43557.983568188996
99,-1.0,results\2018-02-05T05-25-39.txt,-2.2949433201260518e-05,0.0,,826828000.0,-6.0,-43557.983568188996
100,-1.0,results\2018-02-05T05-25-39.txt,-2.279745019992767e-05,0.0,,413414000.0,-6.0,-43848.15377428682
101,-1.0,results\2018-02-05T05-25-39.txt,-2.279745019992767e-05,0.0,,826828000.0,-6.0,-43848.15377428682
102,-1.0,results\2018-02-05T05-25-39.txt,-2.2645467198594808e-05,0.0,,413414000.0,-6.0,-44142.2144869072
103,-1.0,results\2018-02-05T05-25-39.txt,-2.2645467198594808e-05,0.0,,826828000.0,-6.0,-44142.2144869072
104,-1.0,results\2018-02-05T05-25-39.txt,-2.249348419726197e-05,0.0,,413414000.0,-6.0,-44440.24444783327
105,-1.0,results\2018-02-05T05-25-39.txt,-2.249348419726197e-05,0.0,,826828000.0,-6.0,-44440.24444783327
106,-1.0,results\2018-02-05T05-25-39.txt,-2.2341501195929114e-05,0.0,,413414000.0,-6.0,-44742.324537334775
107,-1.0,results\2018-02-05T05-25-39.txt,-2.2341501195929114e-05,0.0,,826828000.0,-6.0,-44742.324537334775
108,-1.0,results\2018-02-05T05-25-39.txt,-2.2189518194596266e-05,0.0,,413414000.0,-6.0,-45048.53784729024
109,-1.0,results\2018-02-05T05-25-39.txt,-2.2189518194596266e-05,0.0,,826828000.0,-6.0,-45048.53784729024
110,-1.0,results\2018-02-05T05-25-39.txt,-2.2037535193263414e-05,0.0,,413414000.0,-6.0,-45358.969757253464
111,-1.0,results\2018-02-05T05-25-39.txt,-2.2037535193263414e-05,0.0,,826828000.0,-6.0,-45358.969757253464
112,-1.0,results\2018-02-05T05-25-39.txt,-2.188555219193056e-05,0.0,,413414000.0,-6.0,-45673.70801367355
113,-1.0,results\2018-02-05T05-25-39.txt,-2.188555219193056e-05,0.0,,826828000.0,-6.0,-45673.70801367355
114,-1.0,results\2018-02-05T05-25-39.txt,-2.173356919059771e-05,0.0,,413414000.0,-6.0,-45992.842812486095
115,-1.0,results\2018-02-05T05-25-39.txt,-2.173356919059771e-05,0.0,,826828000.0,-6.0,-45992.842812486095
116,-1.0,results\2018-02-05T05-25-39.txt,-2.158158618926486e-05,0.0,,413414000.0,-6.0,-46316.46688512796
117,-1.0,results\2018-02-05T05-25-39.txt,-2.158158618926486e-05,0.0,,826828000.0,-6.0,-46316.46688512796
118,-1.0,results\2018-02-05T05-25-39.txt,-2.1429603187932007e-05,0.0,,413414000.0,-6.0,-46644.675588219434
119,-1.0,results\2018-02-05T05-25-39.txt,-2.1429603187932007e-05,0.0,,826828000.0,-6.0,-46644.675588219434
120,-1.0,results\2018-02-05T05-25-39.txt,-2.1277620186599162e-05,0.0,,413414000.0,-6.0,-46977.566997122965
121,-1.0,results\2018-02-05T05-25-39.txt,-2.1277620186599162e-05,0.0,,826828000.0,-6.0,-46977.566997122965
122,-1.0,results\2018-02-05T05-25-39.txt,-2.112563718526631e-05,0.0,,413414000.0,-6.0,-47315.24200343055
123,-1.0,results\2018-02-05T05-25-39.txt,-2.112563718526631e-05,0.0,,826828000.0,-6.0,-47315.24200343055
124,-1.0,results\2018-02-05T05-25-39.txt,-2.0973654183933455e-05,0.0,,413414000.0,-6.0,-47657.80441679811
125,-1.0,results\2018-02-05T05-25-39.txt,-2.0973654183933455e-05,0.0,,826828000.0,-6.0,-47657.80441679811
126,-1.0,results\2018-02-05T05-25-39.txt,-2.0821671182600603e-05,0.0,,413414000.0,-6.0,-48005.36107111809
127,-1.0,results\2018-02-05T05-25-39.txt,-2.0821671182600603e-05,0.0,,826828000.0,-6.0,-48005.36107111809
128,-1.0,results\2018-02-05T05-25-39.txt,-2.0669688181267748e-05,0.0,,413414000.0,-6.0,-48358.021935396
129,-1.0,results\2018-02-05T05-25-39.txt,-2.0669688181267748e-05,0.0,,826828000.0,-6.0,-48358.021935396
130,-1.0,results\2018-02-05T05-25-39.txt,-2.0517705179934906e-05,0.0,,413414000.0,-6.0,-48715.90022962736
131,-1.0,results\2018-02-05T05-25-39.txt,-2.0517705179934906e-05,0.0,,826828000.0,-6.0,-48715.90022962736
132,-1.0,results\2018-02-05T05-25-39.txt,-2.036572217860205e-05,0.0,,413414000.0,-6.0,-49079.112545666016
133,-1.0,results\2018-02-05T05-25-39.txt,-2.036572217860205e-05,0.0,,826828000.0,-6.0,-49079.112545666016
134,-1.0,results\2018-02-05T05-25-39.txt,-2.02137391772692e-05,0.0,,413414000.0,-6.0,-49447.778973711436
135,-1.0,results\2018-02-05T05-25-39.txt,-2.02137391772692e-05,0.0,,826828000.0,-6.0,-49447.778973711436
136,-1.0,results\2018-02-05T05-25-39.txt,-2.0061756175936347e-05,0.0,,413414000.0,-6.0,-49822.0232344058
137,-1.0,results\2018-02-05T05-25-39.txt,-2.0061756175936347e-05,0.0,,826828000.0,-6.0,-49822.0232344058
138,-1.0,results\2018-02-05T05-25-39.txt,-1.9909773174603496e-05,0.0,,413414000.0,-6.0,-50201.97281700288
139,-1.0,results\2018-02-05T05-25-39.txt,-1.9909773174603496e-05,0.0,,826828000.0,-6.0,-50201.97281700288
140,-1.0,results\2018-02-05T05-25-39.txt,-1.9757790173270647e-05,0.0,,413414000.0,-6.0,-50587.759123905016
141,-1.0,results\2018-02-05T05-25-39.txt,-1.9757790173270647e-05,0.0,,826828000.0,-6.0,-50587.759123905016
142,-1.0,results\2018-02-05T05-25-39.txt,-1.9605807171937795e-05,0.0,,413414000.0,-6.0,-50979.517621881394
143,-1.0,results\2018-02-05T05-25-39.txt,-1.9605807171937795e-05,0.0,,826828000.0,-6.0,-50979.517621881394
144,-1.0,results\2018-02-05T05-25-39.txt,-1.9453824170604944e-05,0.0,,413414000.0,-6.0,-51377.388000351224
145,-1.0,results\2018-02-05T05-25-39.txt,-1.9453824170604944e-05,0.0,,826828000.0,-6.0,-51377.388000351224
146,-1.0,results\2018-02-05T05-25-39.txt,-1.930184116927209e-05,0.0,,413414000.0,-6.0,-51781.514337097586
147,-1.0,results\2018-02-05T05-25-39.txt,-1.930184116927209e-05,0.0,,826828000.0,-6.0,-51781.514337097586
148,-1.0,results\2018-02-05T05-25-39.txt,-1.914985816793924e-05,0.0,,413414000.0,-6.0,-52192.04527191724
149,-1.0,results\2018-02-05T05-25-39.txt,-1.914985816793924e-05,0.0,,826828000.0,-6.0,-52192.04527191724
150,-1.0,results\2018-02-05T05-25-39.txt,-1.899787516660639e-05,0.0,,413414000.0,-6.0,-52609.134188458986
151,-1.0,results\2018-02-05T05-25-39.txt,-1.899787516660639e-05,0.0,,826828000.0,-6.0,-52609.134188458986
152,-1.0,results\2018-02-05T05-25-39.txt,-1.884589216527354e-05,0.0,,413414000.0,-6.0,-53032.93940494746
153,-1.0,results\2018-02-05T05-25-39.txt,-1.884589216527354e-05,0.0,,826828000.0,-6.0,-53032.93940494746
154,-1.0,results\2018-02-05T05-25-39.txt,-1.8693909163940684e-05,0.0,,413414000.0,-6.0,-53463.62437410602
155,-1.0,results\2018-02-05T05-25-39.txt,-1.8693909163940684e-05,0.0,,826828000.0,-6.0,-53463.62437410602
156,-1.0,results\2018-02-05T05-25-39.txt,-1.854192616260784e-05,0.0,,413414000.0,-6.0,-53901.357892871085
157,-1.0,results\2018-02-05T05-25-39.txt,-1.854192616260784e-05,0.0,,826828000.0,-6.0,-53901.357892871085
158,-1.0,results\2018-02-05T05-25-39.txt,-1.8389943161274984e-05,0.0,,413414000.0,-6.0,-54346.314322490194
159,-1.0,results\2018-02-05T05-25-39.txt,-1.8389943161274984e-05,0.0,,826828000.0,-6.0,-54346.314322490194
160,-1.0,results\2018-02-05T05-25-39.txt,-1.8237960159942136e-05,0.0,,413414000.0,-6.0,-54798.673819596326
161,-1.0,results\2018-02-05T05-25-39.txt,-1.8237960159942136e-05,0.0,,826828000.0,-6.0,-54798.673819596326
162,-1.0,results\2018-02-05T05-25-39.txt,-1.8085977158609287e-05,0.0,,413414000.0,-6.0,-55258.6225788332
163,-1.0,results\2018-02-05T05-25-39.txt,-1.8085977158609287e-05,0.0,,826828000.0,-6.0,-55258.6225788332
164,-1.0,results\2018-02-05T05-25-39.txt,-1.7933994157276432e-05,0.0,,413414000.0,-6.0,-55726.35308778967
165,-1.0,results\2018-02-05T05-25-39.txt,-1.7933994157276432e-05,0.0,,826828000.0,-6.0,-55726.35308778967
166,-1.0,results\2018-02-05T05-25-39.txt,-1.778201115594358e-05,0.0,,413414000.0,-6.0,-56202.06439500961
167,-1.0,results\2018-02-05T05-25-39.txt,-1.778201115594358e-05,0.0,,826828000.0,-6.0,-56202.06439500961
168,-1.0,results\2018-02-05T05-25-39.txt,-1.763002815461073e-05,0.0,,413414000.0,-6.0,-56685.96239167848
169,-1.0,results\2018-02-05T05-25-39.txt,-1.763002815461073e-05,0.0,,826828000.0,-6.0,-56685.96239167848
170,-1.0,results\2018-02-05T05-25-39.txt,-1.747804515327788e-05,-1.3733055237912328e-07,,413414000.0,-6.0,-57178.260108101524
171,-1.0,results\2018-02-05T05-25-39.txt,-1.747804515327788e-05,-1.3733055237912328e-07,,826828000.0,-6.0,-57178.260108101524
172,-1.0,results\2018-02-05T05-25-39.txt,-1.732606215194503e-05,-1.4576157967137228e-07,,413414000.0,-6.0,-57679.17802557479
173,-1.0,results\2018-02-05T05-25-39.txt,-1.732606215194503e-05,-1.4576157967137228e-07,,826828000.0,-6.0,-57679.17802557479
174,-1.0,results\2018-02-05T05-25-39.txt,-1.7174079150612177e-05,0.0,,413414000.0,-6.0,-58188.944404824855
175,-1.0,results\2018-02-05T05-25-39.txt,-1.7174079150612177e-05,0.0,,826828000.0,-6.0,-58188.944404824855
176,-1.0,results\2018-02-05T05-25-39.txt,-1.7022096149279325e-05,0.0,,413414000.0,-6.0,-58707.79563194075
177,-1.0,results\2018-02-05T05-25-39.txt,-1.7022096149279325e-05,0.0,,826828000.0,-6.0,-58707.79563194075
178,-1.0,results\2018-02-05T05-25-39.txt,-1.6870113147946473e-05,-3.376114516952453e-07,,413414000.0,-6.0,-59235.976582904426
179,-1.0,results\2018-02-05T05-25-39.txt,-1.6870113147946473e-05,-3.376114516952453e-07,,826828000.0,-6.0,-59235.976582904426
180,-1.0,results\2018-02-05T05-25-39.txt,-1.6718130146613624e-05,0.0,,413414000.0,-6.0,-59773.74100794786
181,-1.0,results\2018-02-05T05-25-39.txt,-1.6718130146613624e-05,0.0,,826828000.0,-6.0,-59773.74100794786
182,-1.0,results\2018-02-05T05-25-39.txt,-1.6566147145280773e-05,0.0,,413414000.0,-6.0,-60321.351936895655
183,-1.0,results\2018-02-05T05-25-39.txt,-1.6566147145280773e-05,0.0,,826828000.0,-6.0,-60321.351936895655
184,-1.0,results\2018-02-05T05-25-39.txt,-1.6414164143947914e-05,0.0,,413414000.0,-6.0,-60879.082107043534
185,-1.0,results\2018-02-05T05-25-39.txt,-1.6414164143947914e-05,0.0,,826828000.0,-6.0,-60879.082107043534
186,-1.0,results\2018-02-05T05-25-39.txt,-1.626218114261507e-05,0.0,,413414000.0,-6.0,-61447.214414714064
187,-1.0,results\2018-02-05T05-25-39.txt,-1.626218114261507e-05,0.0,,826828000.0,-6.0,-61447.214414714064
188,-1.0,results\2018-02-05T05-25-39.txt,-1.6110198141282214e-05,0.0,,413414000.0,-6.0,-62026.042392458075
189,-1.0,results\2018-02-05T05-25-39.txt,-1.6110198141282214e-05,0.0,,826828000.0,-6.0,-62026.042392458075
190,-1.0,results\2018-02-05T05-25-39.txt,-1.5958215139949372e-05,0.0,,413414000.0,-6.0,-62615.87071322642
191,-1.0,results\2018-02-05T05-25-39.txt,-1.5958215139949372e-05,0.0,,826828000.0,-6.0,-62615.87071322642
192,-1.0,results\2018-02-05T05-25-39.txt,-1.5806232138616517e-05,0.0,,413414000.0,-6.0,-63217.01572354093
193,-1.0,results\2018-02-05T05-25-39.txt,-1.5806232138616517e-05,0.0,,826828000.0,-6.0,-63217.01572354093
194,-1.0,results\2018-02-05T05-25-39.txt,-1.5654249137283665e-05,0.0,,413414000.0,-6.0,-63829.80600757338
195,-1.0,results\2018-02-05T05-25-39.txt,-1.5654249137283665e-05,0.0,,826828000.0,-6.0,-63829.80600757338
196,-1.0,results\2018-02-05T05-25-39.txt,-1.5502266135950813e-05,0.0,,413414000.0,-6.0,-64454.58298411762
197,-1.0,results\2018-02-05T05-25-39.txt,-1.5502266135950813e-05,0.0,,826828000.0,-6.0,-64454.58298411762
198,-1.0,results\2018-02-05T05-25-39.txt,-1.5350283134617958e-05,0.0,,413414000.0,-6.0,-65091.701539008165
199,-1.0,results\2018-02-05T05-25-39.txt,-1.5350283134617958e-05,0.0,,826828000.0,-6.0,-65091.701539008165
200,-1.0,results\2018-02-05T05-25-39.txt,-1.5198300133285113e-05,0.0,,413414000.0,-6.0,-65741.53069508808
201,-1.0,results\2018-02-05T05-25-39.txt,-1.5198300133285113e-05,0.0,,826828000.0,-6.0,-65741.53069508808
202,-1.0,results\2018-02-05T05-25-39.txt,-1.5046317131952261e-05,0.0,,413414000.0,-6.0,-66404.45432264973
203,-1.0,results\2018-02-05T05-25-39.txt,-1.5046317131952261e-05,0.0,,826828000.0,-6.0,-66404.45432264973
204,-1.0,results\2018-02-05T05-25-39.txt,-1.489433413061941e-05,0.0,,413414000.0,-6.0,-67080.87189306993
205,-1.0,results\2018-02-05T05-25-39.txt,-1.489433413061941e-05,0.0,,826828000.0,-6.0,-67080.87189306993
206,-1.0,results\2018-02-05T05-25-39.txt,-1.474235112928656e-05,0.0,,413414000.0,-6.0,-67771.19927880635
207,-1.0,results\2018-02-05T05-25-39.txt,-1.474235112928656e-05,0.0,,826828000.0,-6.0,-67771.19927880635
208,-1.0,results\2018-02-05T05-25-39.txt,-1.4590368127953708e-05,0.0,,413414000.0,-6.0,-68475.8696030698
209,-1.0,results\2018-02-05T05-25-39.txt,-1.4590368127953708e-05,0.0,,826828000.0,-6.0,-68475.8696030698
210,-1.0,results\2018-02-05T05-25-39.txt,-1.4438385126620856e-05,0.0,,413414000.0,-6.0,-69195.33414281359
211,-1.0,results\2018-02-05T05-25-39.txt,-1.4438385126620856e-05,0.0,,826828000.0,-6.0,-69195.33414281359
212,-1.0,results\2018-02-05T05-25-39.txt,-1.4286402125288004e-05,0.0,,413414000.0,-6.0,-69930.06328899488
213,-1.0,results\2018-02-05T05-25-39.txt,-1.4286402125288004e-05,0.0,,826828000.0,-6.0,-69930.06328899488
214,-1.0,results\2018-02-05T05-25-39.txt,-1.4134419123955154e-05,0.0,,413414000.0,-6.0,-70680.54756840723
215,-1.0,results\2018-02-05T05-25-39.txt,-1.4134419123955154e-05,0.0,,826828000.0,-6.0,-70680.54756840723
216,-1.0,results\2018-02-05T05-25-39.txt,-1.3982436122622305e-05,0.0,,413414000.0,-6.0,-71447.29873164854
217,-1.0,results\2018-02-05T05-25-39.txt,-1.3982436122622305e-05,0.0,,826828000.0,-6.0,-71447.29873164854
218,-1.0,results\2018-02-05T05-25-39.txt,-1.3830453121289455e-05,-1.0718168676403236e-07,,413414000.0,-6.0,-72230.85091239518
219,-1.0,results\2018-02-05T05-25-39.txt,-1.3830453121289455e-05,-1.0718168676403236e-07,,826828000.0,-6.0,-72230.85091239518
220,-1.0,results\2018-02-05T05-25-39.txt,-1.36784701199566e-05,0.0,,413414000.0,-6.0,-73031.7618633565
