,Dir,Filename,W,argt,field,t,zi,zt
221,-1.0,results\2018-02-05T05-25-39.txt,-1.36784701199566e-05,0.0,,826828000.0,-6.0,-73031.7618633565
222,-1.0,results\2018-02-05T05-25-39.txt,-1.352648711862375e-05,0.0,,413414000.0,-6.0,-73850.61427501673
223,-1.0,results\2018-02-05T05-25-39.txt,-1.352648711862375e-05,0.0,,826828000.0,-6.0,-73850.61427501673
224,-1.0,results\2018-02-05T05-25-39.txt,-1.3374504117290898e-05,0.0,,413414000.0,-6.0,-74688.01718357114
225,-1.0,results\2018-02-05T05-25-39.txt,-1.3374504117290898e-05,0.0,,826828000.0,-6.0,-74688.01718357114
226,-1.0,results\2018-02-05T05-25-39.txt,-1.3222521115958048e-05,0.0,,413414000.0,-6.0,-75544.60747528268
227,-1.0,results\2018-02-05T05-25-39.txt,-1.3222521115958048e-05,0.0,,826828000.0,-6.0,-75544.60747528268
228,-1.0,results\2018-02-05T05-25-39.txt,-1.3070538114625195e-05,0.0,,413414000.0,-6.0,-76421.05149494638
229,-1.0,results\2018-02-05T05-25-39.txt,-1.3070538114625195e-05,0.0,,826828000.0,-6.0,-76421.05149494638
230,-1.0,results\2018-02-05T05-25-39.txt,-1.2918555113292345e-05,0.0,,413414000.0,-6.0,-77318.04676702504
231,-1.0,results\2018-02-05T05-25-39.txt,-1.2918555113292345e-05,0.0,,826828000.0,-6.0,-77318.04676702504
232,-1.0,results\2018-02-05T05-25-39.txt,-1.2766572111959496e-05,0.0,,413414000.0,-6.0,-78236.3238387553
233,-1.0,results\2018-02-05T05-25-39.txt,-1.2766572111959496e-05,0.0,,826828000.0,-6.0,-78236.3238387553
234,-1.0,results\2018-02-05T05-25-39.txt,-1.2614589110626644e-05,0.0,,413414000.0,-6.0,-79176.648255316
235,-1.0,results\2018-02-05T05-25-39.txt,-1.2614589110626644e-05,0.0,,826828000.0,-6.0,-79176.648255316
236,-1.0,results\2018-02-05T05-25-39.txt,-1.2462606109293792e-05,0.0,,413414000.0,-6.0,-80139.82267841836
237,-1.0,results\2018-02-05T05-25-39.txt,-1.2462606109293792e-05,0.0,,826828000.0,-6.0,-80139.82267841836
238,-1.0,results\2018-02-05T05-25-39.txt,-1.231062310796094e-05,0.0,,413414000.0,-6.0,-81126.68916034387
239,-1.0,results\2018-02-05T05-25-39.txt,-1.231062310796094e-05,0.0,,826828000.0,-6.0,-81126.68916034387
240,-1.0,results\2018-02-05T05-25-39.txt,-1.215864010662809e-05,0.0,,413414000.0,-6.0,-82138.1315871586
241,-1.0,results\2018-02-05T05-25-39.txt,-1.215864010662809e-05,0.0,,826828000.0,-6.0,-82138.1315871586
242,-1.0,results\2018-02-05T05-25-39.txt,-1.2006657105295239e-05,0.0,,413414000.0,-6.0,-83175.07830569129
243,-1.0,results\2018-02-05T05-25-39.txt,-1.2006657105295239e-05,0.0,,826828000.0,-6.0,-83175.07830569129
244,-1.0,results\2018-02-05T05-25-39.txt,-1.1854674103962387e-05,0.0,,413414000.0,-6.0,-84238.50495077822
245,-1.0,results\2018-02-05T05-25-39.txt,-1.1854674103962387e-05,0.0,,826828000.0,-6.0,-84238.50495077822
246,-1.0,results\2018-02-05T05-25-39.txt,-1.1702691102629535e-05,0.0,,413414000.0,-6.0,-85329.43749069853
247,-1.0,results\2018-02-05T05-25-39.txt,-1.1702691102629535e-05,0.0,,826828000.0,-6.0,-85329.43749069853
248,-1.0,results\2018-02-05T05-25-39.txt,-1.1550708101296685e-05,0.0,,413414000.0,-6.0,-86448.95551066133
249,-1.0,results\2018-02-05T05-25-39.txt,-1.1550708101296685e-05,0.0,,826828000.0,-6.0,-86448.95551066133
250,-1.0,results\2018-02-05T05-25-39.txt,-1.1398725099963835e-05,0.0,,413414000.0,-6.0,-87598.19575637582
251,-1.0,results\2018-02-05T05-25-39.txt,-1.1398725099963835e-05,0.0,,826828000.0,-6.0,-87598.19575637582
252,-1.0,results\2018-02-05T05-25-39.txt,-1.1246742098630985e-05,0.0,,413414000.0,-6.0,-88778.35596194716
253,-1.0,results\2018-02-05T05-25-39.txt,-1.1246742098630985e-05,0.0,,826828000.0,-6.0,-88778.35596194716
254,-1.0,results\2018-02-05T05-25-39.txt,-1.1094759097298133e-05,0.0,,413414000.0,-6.0,-89990.69898907721
255,-1.0,results\2018-02-05T05-25-39.txt,-1.1094759097298133e-05,0.0,,826828000.0,-6.0,-89990.69898907721
256,-1.0,results\2018-02-05T05-25-39.txt,-1.094277609596528e-05,0.0,,413414000.0,-6.0,-91236.5573074583
257,-1.0,results\2018-02-05T05-25-39.txt,-1.094277609596528e-05,0.0,,826828000.0,-6.0,-91236.5573074583
258,-1.0,results\2018-02-05T05-25-39.txt,-1.079079309463243e-05,0.0,,413414000.0,-6.0,-92517.33784954103
259,-1.0,results\2018-02-05T05-25-39.txt,-1.079079309463243e-05,0.0,,826828000.0,-6.0,-92517.33784954103
260,-1.0,results\2018-02-05T05-25-39.txt,-1.0638810093299581e-05,0.0,,413414000.0,-6.0,-93834.5272766686
261,-1.0,results\2018-02-05T05-25-39.txt,-1.0638810093299581e-05,0.0,,826828000.0,-6.0,-93834.5272766686
262,-1.0,results\2018-02-05T05-25-39.txt,-1.0486827091966727e-05,0.0,,413414000.0,-6.0,-95189.69769771614
263,-1.0,results\2018-02-05T05-25-39.txt,-1.0486827091966727e-05,0.0,,826828000.0,-6.0,-95189.69769771614
264,-1.0,results\2018-02-05T05-25-39.txt,-1.0334844090633876e-05,0.0,,413414000.0,-6.0,-96584.51288618696
265,-1.0,results\2018-02-05T05-25-39.txt,-1.0334844090633876e-05,0.0,,826828000.0,-6.0,-96584.51288618696
266,-1.0,results\2018-02-05T05-25-39.txt,-1.0182861089301024e-05,0.0,,413414000.0,-6.0,-98020.73504711906
267,-1.0,results\2018-02-05T05-25-39.txt,-1.0182861089301024e-05,0.0,,826828000.0,-6.0,-98020.73504711906
268,-1.0,results\2018-02-05T05-25-39.txt,-1.0030878087968174e-05,0.0,,413414000.0,-6.0,-99500.23219120744
269,-1.0,results\2018-02-05T05-25-39.txt,-1.0030878087968174e-05,0.0,,826828000.0,-6.0,-99500.23219120744
270,-1.0,results\2018-02-05T05-25-39.txt,-9.878895086635324e-06,0.0,,413414000.0,-6.0,-101024.98618062027
271,-1.0,results\2018-02-05T05-25-39.txt,-9.878895086635324e-06,0.0,,826828000.0,-6.0,-101024.98618062027
272,-1.0,results\2018-02-05T05-25-39.txt,-9.726912085302472e-06,0.0,,413414000.0,-6.0,-102597.10151878897
273,-1.0,results\2018-02-05T05-25-39.txt,-9.726912085302472e-06,0.0,,826828000.0,-6.0,-102597.10151878897
274,-1.0,results\2018-02-05T05-25-39.txt,-9.57492908396962e-06,0.0,,413414000.0,-6.0,-104218.81496550117
275,-1.0,results\2018-02-05T05-25-39.txt,-9.57492908396962e-06,0.0,,826828000.0,-6.0,-104218.81496550117
276,-1.0,results\2018-02-05T05-25-39.txt,-9.42294608263677e-06,0.0,,413414000.0,-6.0,-105892.50606898176
277,-1.0,results\2018-02-05T05-25-39.txt,-9.42294608263677e-06,0.0,,826828000.0,-6.0,-105892.50606898176
278,-1.0,results\2018-02-05T05-25-39.txt,-9.270963081303916e-06,0.0,,413414000.0,-6.0,-107620.70871836912
279,-1.0,results\2018-02-05T05-25-39.txt,-9.270963081303916e-06,0.0,,826828000.0,-6.0,-107620.70871836912
280,-1.0,results\2018-02-05T05-25-39.txt,-9.118980079971068e-06,0.0,,413414000.0,-6.0,-109406.12383350877
281,-1.0,results\2018-02-05T05-25-39.txt,-9.118980079971068e-06,0.0,,826828000.0,-6.0,-109406.12383350877
282,-1.0,results\2018-02-05T05-25-39.txt,-8.966997078638216e-06,0.0,,413414000.0,-6.0,-111251.63332460537
283,-1.0,results\2018-02-05T05-25-39.txt,-8.966997078638216e-06,0.0,,826828000.0,-6.0,-111251.63332460537
284,-1.0,results\2018-02-05T05-25-39.txt,-8.815014077305364e-06,0.0,,413414000.0,-6.0,-113160.31547206822
285,-1.0,results\2018-02-05T05-25-39.txt,-8.815014077305364e-06,0.0,,826828000.0,-6.0,-113160.31547206822
286,-1.0,results\2018-02-05T05-25-39.txt,-8.663031075972514e-06,0.0,,413414000.0,-6.0,-115135.46189755498
287,-1.0,results\2018-02-05T05-25-39.txt,-8.663031075972514e-06,0.0,,826828000.0,-6.0,-115135.46189755498
288,-1.0,results\2018-02-05T05-25-39.txt,-8.511048074639662e-06,0.0,,413414000.0,-6.0,-117180.5963211809
289,-1.0,results\2018-02-05T05-25-39.txt,-8.511048074639662e-06,0.0,,826828000.0,-6.0,-117180.5963211809
290,-1.0,results\2018-02-05T05-25-39.txt,-8.359065073306812e-06,0.0,,413414000.0,-6.0,-119299.4953273648
291,-1.0,results\2018-02-05T05-25-39.txt,-8.359065073306812e-06,0.0,,826828000.0,-6.0,-119299.4953273648
292,-1.0,results\2018-02-05T05-25-39.txt,-8.207082071973959e-06,0.0,,413414000.0,-6.0,-121496.21139424642
293,-1.0,results\2018-02-05T05-25-39.txt,-8.207082071973959e-06,0.0,,826828000.0,-6.0,-121496.21139424642
294,-1.0,results\2018-02-05T05-25-39.txt,-8.055099070641109e-06,-1.1014012831541794e-07,,413414000.0,-6.0,-123775.09847873221
295,-1.0,results\2018-02-05T05-25-39.txt,-8.055099070641109e-06,-1.1014012831541794e-07,,826828000.0,-6.0,-123775.09847873221
296,-1.0,results\2018-02-05T05-25-39.txt,-7.903116069308259e-06,0.0,,413414000.0,-6.0,-126140.84049338875
297,-1.0,results\2018-02-05T05-25-39.txt,-7.903116069308259e-06,0.0,,826828000.0,-6.0,-126140.84049338875
298,-1.0,results\2018-02-05T05-25-39.txt,-7.751133067975407e-06,-1.1839003183818252e-07,,413414000.0,-6.0,-128598.4830624634
299,-1.0,results\2018-02-05T05-25-39.txt,-7.751133067975407e-06,-1.1839003183818252e-07,,826828000.0,-6.0,-128598.4830624634
300,-1.0,results\2018-02-05T05-25-39.txt,-7.599150066642557e-06,0.0,,413414000.0,-6.0,-131153.46900456978
301,-1.0,results\2018-02-05T05-25-39.txt,-7.599150066642557e-06,0.0,,826828000.0,-6.0,-131153.46900456978
302,-1.0,results\2018-02-05T05-25-39.txt,-7.447167065309705e-06,0.0,,413414000.0,-6.0,-133811.67806068333
303,-1.0,results\2018-02-05T05-25-39.txt,-7.447167065309705e-06,0.0,,826828000.0,-6.0,-133811.67806068333
304,-1.0,results\2018-02-05T05-25-39.txt,-7.295184063976854e-06,0.0,,413414000.0,-6.0,-136579.47146963974
305,-1.0,results\2018-02-05T05-25-39.txt,-7.295184063976854e-06,0.0,,826828000.0,-6.0,-136579.47146963974
306,-1.0,results\2018-02-05T05-25-39.txt,-7.143201062644002e-06,0.0,,413414000.0,-6.0,-139463.7420928805
307,-1.0,results\2018-02-05T05-25-39.txt,-7.143201062644002e-06,0.0,,826828000.0,-6.0,-139463.7420928805
308,-1.0,results\2018-02-05T05-25-39.txt,-6.991218061311153e-06,0.0,,413414000.0,-6.0,-142471.97090799425
309,-1.0,results\2018-02-05T05-25-39.txt,-6.991218061311153e-06,0.0,,826828000.0,-6.0,-142471.97090799425
310,-1.0,results\2018-02-05T05-25-39.txt,-6.8392350599783e-06,0.0,,413414000.0,-6.0,-145612.29083142284
311,-1.0,results\2018-02-05T05-25-39.txt,-6.8392350599783e-06,0.0,,826828000.0,-6.0,-145612.29083142284
312,-1.0,results\2018-02-05T05-25-39.txt,-6.687252058645449e-06,0.0,,413414000.0,-6.0,-148893.55899905026
313,-1.0,results\2018-02-05T05-25-39.txt,-6.687252058645449e-06,0.0,,826828000.0,-6.0,-148893.55899905026
314,-1.0,results\2018-02-05T05-25-39.txt,-6.535269057312597e-06,0.0,,413414000.0,-6.0,-152325.43883547574
315,-1.0,results\2018-02-05T05-25-39.txt,-6.535269057312597e-06,0.0,,826828000.0,-6.0,-152325.43883547574
316,-1.0,results\2018-02-05T05-25-39.txt,-6.383286055979748e-06,-1.2158104877740808e-07,,413414000.0,-6.0,-155918.49348640686
317,-1.0,results\2018-02-05T05-25-39.txt,-6.383286055979748e-06,-1.2158104877740808e-07,,826828000.0,-6.0,-155918.49348640686
318,-1.0,results\2018-02-05T05-25-39.txt,-6.231303054646896e-06,-3.386319606189452e-07,,413414000.0,-6.0,-159684.2924831942
319,-1.0,results\2018-02-05T05-25-39.txt,-6.231303054646896e-06,-3.386319606189452e-07,,826828000.0,-6.0,-159684.2924831942
320,-1.0,results\2018-02-05T05-25-39.txt,-6.079320053314045e-06,0.0,,413414000.0,-6.0,-163635.53386628866
321,-1.0,results\2018-02-05T05-25-39.txt,-6.079320053314045e-06,0.0,,826828000.0,-6.0,-163635.53386628866
322,-1.0,results\2018-02-05T05-25-39.txt,-5.9273370519811935e-06,0.0,,413414000.0,-6.0,-167786.18443060224
323,-1.0,results\2018-02-05T05-25-39.txt,-5.9273370519811935e-06,0.0,,826828000.0,-6.0,-167786.18443060224
324,-1.0,results\2018-02-05T05-25-39.txt,-5.7753540506483425e-06,0.0,,413414000.0,-6.0,-172151.64128985806
325,-1.0,results\2018-02-05T05-25-39.txt,-5.7753540506483425e-06,0.0,,826828000.0,-6.0,-172151.64128985806
326,-1.0,results\2018-02-05T05-25-39.txt,-5.623371049315492e-06,0.0,,413414000.0,-6.0,-176748.91861385657
327,-1.0,results\2018-02-05T05-25-39.txt,-5.623371049315492e-06,0.0,,826828000.0,-6.0,-176748.91861385657
328,-1.0,results\2018-02-05T05-25-39.txt,-5.4713880479826406e-06,0.0,,413414000.0,-6.0,-181596.86420410426
329,-1.0,results\2018-02-05T05-25-39.txt,-5.4713880479826406e-06,0.0,,826828000.0,-6.0,-181596.86420410426
330,-1.0,results\2018-02-05T05-25-39.txt,-5.319405046649791e-06,0.0,,413414000.0,-6.0,-186716.41158072828
331,-1.0,results\2018-02-05T05-25-39.txt,-5.319405046649791e-06,0.0,,826828000.0,-6.0,-186716.41158072828
332,-1.0,results\2018-02-05T05-25-39.txt,-5.167422045316938e-06,0.0,,413414000.0,-6.0,-192130.87451035625
333,-1.0,results\2018-02-05T05-25-39.txt,-5.167422045316938e-06,0.0,,826828000.0,-6.0,-192130.87451035625
334,-1.0,results\2018-02-05T05-25-39.txt,-5.015439043984087e-06,0.0,,413414000.0,-6.0,-197866.2924809245
335,-1.0,results\2018-02-05T05-25-39.txt,-5.015439043984087e-06,0.0,,826828000.0,-6.0,-197866.2924809245
336,-1.0,results\2018-02-05T05-25-39.txt,-4.863456042651236e-06,-1.1844618347404435e-07,,413414000.0,-6.0,-203951.83761660906
337,-1.0,results\2018-02-05T05-25-39.txt,-4.863456042651236e-06,-1.1844618347404435e-07,,826828000.0,-6.0,-203951.83761660906
338,-1.0,results\2018-02-05T05-25-39.txt,-4.711473041318385e-06,0.0,,413414000.0,-6.0,-210420.2960459621
339,-1.0,results\2018-02-05T05-25-39.txt,-4.711473041318385e-06,0.0,,826828000.0,-6.0,-210420.2960459621
340,-1.0,results\2018-02-05T05-25-39.txt,-4.559490039985534e-06,0.0,,413414000.0,-6.0,-217308.63995026628
341,-1.0,results\2018-02-05T05-25-39.txt,-4.559490039985534e-06,0.0,,826828000.0,-6.0,-217308.63995026628
342,-1.0,results\2018-02-05T05-25-39.txt,-4.407507038652682e-06,-2.867771239389361e-07,,413414000.0,-6.0,-224658.71064337288
343,-1.0,results\2018-02-05T05-25-39.txt,-4.407507038652682e-06,-2.867771239389361e-07,,826828000.0,-6.0,-224658.71064337288
344,-1.0,results\2018-02-05T05-25-39.txt,-4.255524037319831e-06,-1.272245579428949e-07,,413414000.0,-6.0,-232518.0383608284
345,-1.0,results\2018-02-05T05-25-39.txt,-4.255524037319831e-06,-1.272245579428949e-07,,826828000.0,-6.0,-232518.0383608284
346,-1.0,results\2018-02-05T05-25-39.txt,-4.1035410359869785e-06,0.0,,413414000.0,-6.0,-240940.83136093235
347,-1.0,results\2018-02-05T05-25-39.txt,-4.1035410359869785e-06,0.0,,826828000.0,-6.0,-240940.83136093235
348,-1.0,results\2018-02-05T05-25-39.txt,-3.951558034654129e-06,0.0,,413414000.0,-6.0,-249989.17600595488
349,-1.0,results\2018-02-05T05-25-39.txt,-3.951558034654129e-06,0.0,,826828000.0,-6.0,-249989.17600595488
350,-1.0,results\2018-02-05T05-25-39.txt,-3.7995750333212783e-06,0.0,,413414000.0,-6.0,-259734.5014453483
351,-1.0,results\2018-02-05T05-25-39.txt,-3.7995750333212783e-06,0.0,,826828000.0,-6.0,-259734.5014453483
352,-1.0,results\2018-02-05T05-25-39.txt,-3.647592031988427e-06,-4.674835833612746e-07,,413414000.0,-6.0,-270259.3784028364
353,-1.0,results\2018-02-05T05-25-39.txt,-3.647592031988427e-06,-4.674835833612746e-07,,826828000.0,-6.0,-270259.3784028364
354,-1.0,results\2018-02-05T05-25-39.txt,-3.4956090306555764e-06,0.0,,413414000.0,-6.0,-281659.7428288863
355,-1.0,results\2018-02-05T05-25-39.txt,-3.4956090306555764e-06,0.0,,826828000.0,-6.0,-281659.7428288863
356,-1.0,results\2018-02-05T05-25-39.txt,-3.343626029322725e-06,0.0,,413414000.0,-6.0,-294047.66386990785
357,-1.0,results\2018-02-05T05-25-39.txt,-3.343626029322725e-06,0.0,,826828000.0,-6.0,-294047.66386990785
358,-1.0,results\2018-02-05T05-25-39.txt,-3.191643027989874e-06,0.0,,413414000.0,-6.0,-307554.8146397671
359,-1.0,results\2018-02-05T05-25-39.txt,-3.191643027989874e-06,0.0,,826828000.0,-6.0,-307554.8146397671
360,-1.0,results\2018-02-05T05-25-39.txt,-3.0396600266570226e-06,0.0,,413414000.0,-6.0,-322336.85783165426
361,-1.0,results\2018-02-05T05-25-39.txt,-3.0396600266570226e-06,0.0,,826828000.0,-6.0,-322336.85783165426
362,-1.0,results\2018-02-05T05-25-39.txt,-2.8876770253241717e-06,0.0,,413414000.0,-6.0,-338579.03229559073
363,-1.0,results\2018-02-05T05-25-39.txt,-2.8876770253241717e-06,0.0,,826828000.0,-6.0,-338579.03229559073
364,-1.0,results\2018-02-05T05-25-39.txt,-2.7356940239913203e-06,0.0,,413414000.0,-6.0,-356503.3300537421
365,-1.0,results\2018-02-05T05-25-39.txt,-2.7356940239913203e-06,0.0,,826828000.0,-6.0,-356503.3300537421
366,-1.0,results\2018-02-05T05-25-39.txt,-2.583711022658469e-06,0.0,,413414000.0,-6.0,-376377.7985363699
367,-1.0,results\2018-02-05T05-25-39.txt,-2.583711022658469e-06,0.0,,826828000.0,-6.0,-376377.7985363699
368,-1.0,results\2018-02-05T05-25-39.txt,-2.431728021325618e-06,-4.974679649232489e-07,,413414000.0,-6.0,-398528.7086235353
369,-1.0,results\2018-02-05T05-25-39.txt,-2.431728021325618e-06,-4.974679649232489e-07,,826828000.0,-6.0,-398528.7086235353
370,-1.0,results\2018-02-05T05-25-39.txt,-2.279745019992767e-06,0.0,,413414000.0,-6.0,-423356.62231883174
371,-1.0,results\2018-02-05T05-25-39.txt,-2.279745019992767e-06,0.0,,826828000.0,-6.0,-423356.62231883174
372,-1.0,results\2018-02-05T05-25-39.txt,-2.127762018659916e-06,0.0,,413414000.0,-6.0,-451357.8133637636
373,-1.0,results\2018-02-05T05-25-39.txt,-2.127762018659916e-06,0.0,,826828000.0,-6.0,-451357.8133637636
374,-1.0,results\2018-02-05T05-25-39.txt,-1.9757790173270646e-06,0.0,,413414000.0,-6.0,-483153.0944272337
375,-1.0,results\2018-02-05T05-25-39.txt,-1.9757790173270646e-06,0.0,,826828000.0,-6.0,-483153.0944272337
376,-1.0,results\2018-02-05T05-25-39.txt,-1.823796015994213e-06,0.0,,413414000.0,-6.0,-519526.9588666639
377,-1.0,results\2018-02-05T05-25-39.txt,-1.823796015994213e-06,0.0,,826828000.0,-6.0,-519526.9588666639
378,-1.0,results\2018-02-05T05-25-43.txt,-1.6718130146613625e-06,0.0,3.9596676519514535e-13,413414000.0,-6.0,-532247.7112998781
379,-1.0,results\2018-02-05T05-25-39.txt,-1.6718130146613625e-06,0.0,,826828000.0,-6.0,-561481.141479848
380,-1.0,results\2018-02-05T05-25-46.txt,-1.5198300133285113e-06,0.0,6.216478327685716e-13,413414000.0,-6.0,-544260.4955551281
381,-1.0,results\2018-02-05T05-25-39.txt,-1.5198300133285113e-06,0.0,,826828000.0,-6.0,-610308.3185760829
382,-1.0,results\2018-02-05T05-25-49.txt,-1.36784701199566e-06,0.0,8.409271641658212e-13,413414000.0,-6.0,-555555.4437653958
383,-1.0,results\2018-02-05T05-25-39.txt,-1.36784701199566e-06,0.0,,826828000.0,-6.0,-667693.6836424639
384,-1.0,results\2018-02-05T05-25-52.txt,-1.215864010662809e-06,0.0,1.0545842211975626e-12,413414000.0,-6.0,-566140.0013000199
385,-1.0,results\2018-02-05T05-25-39.txt,-1.215864010662809e-06,0.0,,826828000.0,-6.0,-735854.1925017255
386,-1.0,results\2018-02-05T05-25-56.txt,-1.0638810093299578e-06,0.0,1.263191738732127e-12,413414000.0,-6.0,-576034.7013183234
387,-1.0,results\2018-02-05T05-25-39.txt,-1.0638810093299578e-06,0.0,,826828000.0,-6.0,-817726.0652839735
388,-1.0,results\2018-02-05T05-26-02.txt,-9.118980079971069e-07,0.0,1.4671671438159358e-12,413414000.0,-6.0,-560547.2941450085
389,-1.0,results\2018-02-05T05-25-43.txt,-9.118980079971069e-07,0.0,3.0023574256976847e-13,826828000.0,-6.0,-814004.010459936
390,-1.0,results\2018-02-05T05-26-06.txt,-7.599150066642557e-07,0.0,1.6668132617316646e-12,413414000.0,-6.0,-569346.9581151973
391,-1.0,results\2018-02-05T05-25-43.txt,-7.599150066642557e-07,0.0,4.2868981501070284e-13,826828000.0,-6.0,-900709.8902528606
392,-1.0,results\2018-02-05T05-26-09.txt,-6.079320053314045e-07,0.0,1.862349587800339e-12,413414000.0,-6.0,-577623.618061161
393,-1.0,results\2018-02-05T05-25-46.txt,-6.079320053314045e-07,0.0,5.584135371689845e-13,826828000.0,-6.0,-888069.4477688742
394,-1.0,results\2018-02-05T05-26-12.txt,-4.559490039985536e-07,0.0,2.053935800409374e-12,413414000.0,-6.0,-585404.0937459994
395,-1.0,results\2018-02-05T05-25-49.txt,-4.559490039985536e-07,0.0,6.886039943419065e-13,826828000.0,-6.0,-878013.4298791194
396,-1.0,results\2018-02-05T05-26-15.txt,-3.0396600266570224e-07,0.0,2.2416889789609165e-12,413414000.0,-6.0,-592716.7070630229
397,-1.0,results\2018-02-05T05-25-49.txt,-3.0396600266570224e-07,0.0,8.042615786652174e-13,826828000.0,-6.0,-955150.8179989556
398,-1.0,results\2018-02-05T05-26-15.txt,-1.5198300133285112e-07,0.0,2.425696132702135e-12,413414000.0,-6.0,-622858.0322455659
399,-1.0,results\2018-02-05T05-25-52.txt,-1.5198300133285112e-07,0.0,9.254932334267552e-13,826828000.0,-6.0,-938975.1014125132
400,-1.0,results\2018-02-05T05-26-19.txt,0.0,0.0,2.606023511987629e-12,413414000.0,-6.0,-628931.1152203457
401,-1.0,results\2018-02-05T05-25-52.txt,0.0,0.0,1.039865762574532e-12,826828000.0,-6.0,-1014120.951366256
402,-1.0,results\2018-02-05T05-26-22.txt,1.5198300133285112e-07,0.0,2.782723075888626e-12,413414000.0,-6.0,-634607.2957921483
403,-1.0,results\2018-02-05T05-25-56.txt,1.5198300133285112e-07,0.0,1.1471169712674841e-12,826828000.0,-6.0,-993176.8935939434
404,-1.0,results\2018-02-05T05-26-25.txt,3.0396600266570224e-07,0.0,2.9558371192894633e-12,413414000.0,-6.0,-639918.479936806
405,-1.0,results\2018-02-05T05-25-56.txt,3.0396600266570224e-07,0.0,1.2586510229161875e-12,826828000.0,-6.0,-1065134.7077540315
406,-1.0,results\2018-02-05T05-26-29.txt,4.559490039985536e-07,0.0,3.1254013628339903e-12,413414000.0,-6.0,-644894.1255392514
407,-1.0,results\2018-02-05T05-25-59.txt,4.559490039985536e-07,0.0,1.3570716263679535e-12,826828000.0,-6.0,-1040767.0389864768
408,-1.0,results\2018-02-05T05-26-32.txt,6.079320053314045e-07,0.0,3.292969304937117e-12,413414000.0,-6.0,-649561.2916617304
409,-1.0,results\2018-02-05T05-26-02.txt,6.079320053314045e-07,0.0,1.4644545900613047e-12,826828000.0,-6.0,-1020578.9043286756
410,-1.0,results\2018-02-05T05-26-35.txt,7.599150066642557e-07,0.0,3.458662798362135e-12,413414000.0,-6.0,-653944.743368851
411,-1.0,results\2018-02-05T05-26-02.txt,7.599150066642557e-07,0.0,1.5574345436146972e-12,826828000.0,-6.0,-1082334.2196283098
412,-1.0,results\2018-02-05T05-26-38.txt,9.118980079971069e-07,0.0,3.6209671569748124e-12,413414000.0,-6.0,-658067.0889636873
413,-1.0,results\2018-02-05T05-26-06.txt,9.118980079971069e-07,0.0,1.6593419890793982e-12,826828000.0,-6.0,-1060022.5470395058
414,-1.0,results\2018-02-05T05-26-38.txt,1.0638810093299578e-06,0.0,3.779892826329552e-12,413414000.0,-6.0,-683751.3469596951
415,-1.0,results\2018-02-05T05-26-06.txt,1.0638810093299578e-06,0.0,1.7479924623076039e-12,826828000.0,-6.0,-1118622.7267443654
416,-1.0,results\2018-02-05T05-26-42.txt,1.215864010662809e-06,0.0,3.935452838418701e-12,413414000.0,-6.0,-686910.6896865739
417,-1.0,results\2018-02-05T05-26-06.txt,1.215864010662809e-06,0.0,1.8445032816991568e-12,826828000.0,-6.0,-1179214.3664248365
418,-1.0,results\2018-02-05T05-26-45.txt,1.36784701199566e-06,0.0,4.087661922032071e-12,413414000.0,-6.0,-689881.3000890204
419,-1.0,results\2018-02-05T05-26-09.txt,1.36784701199566e-06,0.0,1.9303629923605435e-12,826828000.0,-6.0,-1150377.026300025
420,-1.0,results\2018-02-05T05-26-48.txt,1.5198300133285113e-06,0.0,4.240125413864129e-12,413414000.0,-6.0,-692678.7522055086
421,-1.0,results\2018-02-05T05-26-09.txt,1.5198300133285113e-06,0.0,2.0206870475410415e-12,826828000.0,-6.0,-1207413.9445968922
422,-1.0,results\2018-02-05T05-26-52.txt,1.6718130146613625e-06,0.0,4.38959237518446e-12,413414000.0,-6.0,-695317.0563049825
423,-1.0,results\2018-02-05T05-26-12.txt,1.6718130146613625e-06,0.0,2.1045369653580573e-12,826828000.0,-6.0,-1178272.6034969871
424,-1.0,results\2018-02-05T05-26-52.txt,1.823796015994213e-06,0.0,4.535739837032396e-12,413414000.0,-6.0,-718794.3067419038
425,-1.0,results\2018-02-05T05-26-12.txt,1.823796015994213e-06,0.0,2.1884104648098116e-12,826828000.0,-6.0,-1232014.226815528
426,-1.0,results\2018-02-05T05-26-55.txt,1.9757790173270646e-06,0.0,4.678587212415155e-12,413414000.0,-6.0,-720643.3768160527
427,-1.0,results\2018-02-05T05-26-15.txt,1.9757790173270646e-06,0.0,2.270792460439704e-12,826828000.0,-6.0,-1202893.890795051
428,-1.0,results\2018-02-05T05-26-58.txt,2.127762018659916e-06,0.0,4.821513749759673e-12,413414000.0,-6.0,-722389.034318256
429,-1.0,results\2018-02-05T05-26-15.txt,2.127762018659916e-06,0.0,2.3480623955412006e-12,826828000.0,-6.0,-1253609.3844752442
430,-1.0,results\2018-02-05T05-27-02.txt,2.279745019992767e-06,0.0,4.9620337485403115e-12,413414000.0,-6.0,-724039.5117915374
431,-1.0,results\2018-02-05T05-26-15.txt,2.279745019992767e-06,0.0,2.429366799199698e-12,826828000.0,-6.0,-1305220.2447425122
432,-1.0,results\2018-02-05T05-27-02.txt,2.431728021325618e-06,0.0,5.099265820706085e-12,413414000.0,-6.0,-746042.1662545796
433,-1.0,results\2018-02-05T05-26-19.txt,2.431728021325618e-06,0.0,2.5040389057994397e-12,826828000.0,-6.0,-1272683.887727997
