,field,tt10,tp20,tb20,dW,W0,a,phi,y0
48,48.0,54.56187160728523,159.33057401932703,237.82749204075603,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
49,49.0,56.72779189092799,167.13296400406134,246.52478865056884,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
50,50.0,58.93050209453192,175.1105351586206,255.38583994091965,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
51,51.0,61.171276526138946,183.26313069430722,264.41105697892607,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
52,52.0,63.4496863968452,191.5904399859695,273.6006411989975,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
53,53.0,65.76526828503421,200.09213226757566,282.954618223103,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
54,54.0,68.11879874863355,208.76858654491312,292.473807407771,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
55,55.0,70.51121496908567,217.61936560702495,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
56,56.0,72.94090564359473,226.64429180930668,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
57,57.0,75.41033236513015,235.84326445285916,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
58,58.0,77.91739865717739,245.2163859030105,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
59,59.0,80.46436651704177,254.76337157249313,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
60,60.0,83.04928295792377,264.48422173093894,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
61,61.0,85.67448662473154,274.37871807809336,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
62,62.0,88.33855435530505,284.4468399808047,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
63,63.0,91.04161309814357,294.68847270899255,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
64,64.0,93.78514864984844,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
65,65.0,96.56829773636511,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
66,66.0,99.39110998101708,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
67,67.0,102.25382599437012,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
68,68.0,105.15665225675878,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
69,69.0,108.09974716412552,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
70,70.0,111.08324860719146,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
71,71.0,114.10725502494476,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
72,72.0,117.17185111576883,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
73,73.0,120.27708667349182,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
74,74.0,123.42299533094491,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
75,75.0,126.60958872302514,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
76,76.0,129.8368603607422,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
77,77.0,133.10520359776,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
78,78.0,136.41493874315887,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
79,79.0,139.76534993827394,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
80,80.0,143.1569553548737,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
81,81.0,146.59006018735602,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
82,82.0,150.06392536472666,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
83,83.0,153.57977342796787,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
84,84.0,157.13647352965947,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
85,85.0,160.734965236596,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
86,86.0,164.3748849181301,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
87,87.0,168.05599997544442,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
88,88.0,171.7791793465221,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
89,89.0,175.5439136698853,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
90,90.0,179.35018636574225,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
91,91.0,183.19810160533947,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
92,92.0,187.08776093624707,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
93,93.0,191.01923768631127,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
94,94.0,194.99261533174047,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
95,95.0,199.0078706384036,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
96,96.0,203.06507139443602,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
97,97.0,207.16423585032726,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
98,98.0,211.30534343221956,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
99,99.0,215.48837881430833,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
100,100.0,219.71331584881528,inf,inf,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
