,field,tt10,tp20,tb20,dW,W0,a,phi,y0
0,0.0,-12.735953662360584,-12.735953662360584,0.0,43,0,-0.16651111231291515,0.5410520681182421,0.2958333333333334
1,1.0,-11.889405044971259,-11.889405044971259,1.8947213566469374,43,0,-0.16540812478235317,0.5410520681182421,0.30972222222222257
2,2.0,-11.03003165097401,-11.03003165097401,3.8987807110513653,43,0,-0.1627610338201616,0.5410520681182421,0.32083333333333386
3,3.0,-10.167698333846616,-10.167698333846616,5.992982954988374,43,0,-0.16005807906775768,0.5410520681182421,0.33472222222222237
4,4.0,-9.283524597452448,-9.283524597452448,8.18292265191154,43,0,-0.15759942256842943,0.5410520681182421,0.34305555555555584
5,5.0,-8.378851857693212,-8.378851857693212,10.475404188134641,43,0,-0.15221303655983656,0.5410520681182421,0.36250000000000016
6,6.0,-7.454415539849057,-7.454415539849057,12.871798089761313,43,0,-0.14660716604781437,0.5410520681182421,0.37361111111111145
7,7.0,-6.5104877539737585,-6.5104877539737585,15.378436216772638,43,0,-0.140747040910715,0.5410520681182421,0.3875000000000004
8,8.0,-5.547002872918383,-5.547002872918383,17.993995613630663,43,0,-0.13185799166067985,0.5410520681182421,0.4069444444444446
9,9.0,-4.563657095366532,-4.563657095366532,20.72798804337322,43,0,-0.12160584642313657,0.5410520681182421,0.4263888888888894
10,10.0,-3.559991720410998,-3.559991720410998,23.578733975500572,43,0,-0.10677113477084615,0.5410520681182421,0.44861111111111157
11,11.0,-2.5354541663598793,-2.5354541663598793,26.549977059607933,43,0,-0.09025497184049036,0.5410520681182421,0.4736111111111114
12,12.0,-1.489445574985836,-1.489445574985836,29.64467455393191,43,0,-0.0717943400481516,0.5410520681182421,0.4958333333333338
13,13.0,-0.42135346387496136,-0.42135346387496136,32.86495251914193,43,0,-0.047577455256361784,0.5410520681182421,0.5263888888888897
14,14.0,0.6694239146935799,0.6694239146935799,36.215240370869054,43,0,-0.011879044993059695,0.5410520681182421,0.5680555555555563
15,15.0,1.7834612959158467,2.283819667969786,39.696598293440665,43,0,0.036901259792760654,3.6826447217080314,0.6125000000000006
16,16.0,2.9212981571099714,4.017022429739414,43.31106448032591,43,0,0.15798836881191247,3.6826447217080314,0.7291666666666672
17,17.0,4.082044710327246,5.973979135857189,47.0601140773657,43,0,0.15716647048731863,3.6826447217080314,0.7236111111111121
18,18.0,5.266570477533016,8.139623723187148,50.94766987947362,43,0,0.15518837692992515,3.6826447217080314,0.7125000000000015
19,19.0,6.476846147398982,10.506790457052034,54.97456500475966,43,0,0.15076611534293732,3.6826447217080314,0.6930555555555563
20,20.0,7.713227975531719,13.067311108828621,59.14330231272529,43,0,0.14708952209688914,3.6826447217080314,0.6819444444444452
21,21.0,8.976020855653015,15.824920537334139,63.45500627310685,43,0,0.14078056154907842,3.6826447217080314,0.6652777777777777
22,22.0,10.26442996121293,18.77341340609721,67.90980820193808,43,0,0.13254602210713534,3.6826447217080314,0.6458333333333337
23,23.0,11.58028048420579,21.910474103693588,72.51202436181637,43,0,0.12090006455597013,3.6826447217080314,0.6236111111111123
24,24.0,12.923837282110757,25.236753743388725,77.26058271851639,43,0,0.10735361353535774,3.6826447217080314,0.6013888888888894
25,25.0,14.2954064407188,28.74884782717468,82.15776716339016,43,0,0.08837507905712988,3.6826447217080314,0.5736111111111117
26,26.0,15.695462136502364,32.44642255308782,87.2051104260488,43,0,0.06283875461787078,3.6826447217080314,0.5402777777777777
27,27.0,17.12439691594044,36.3277340398507,92.40354945663394,43,0,0.025073451469734415,3.6826447217080314,0.4958333333333336
28,28.0,18.58313028861066,40.39254600220321,97.75355016034781,43,0,-0.03217684629646697,0.5410520681182421,0.43472222222222245
29,29.0,20.0711521460196,44.63969814718309,103.25674156840032,43,0,-0.1411739505047411,0.5410520681182421,0.3263888888888892
30,30.0,21.59033351430794,49.06798517170173,108.91352864227872,43,0,-0.13713428055187377,0.5410520681182421,0.3347222222222223
31,31.0,23.139528715621033,53.67856324856895,114.72575864171718,43,0,-0.13423162127647584,0.5410520681182421,0.3402777777777782
32,32.0,24.720489554282356,58.46913571730372,120.69328139873487,43,0,-0.12957215356859575,0.5410520681182421,0.3486111111111113
33,33.0,26.33291163090045,63.43954838350012,126.81697061763892,43,0,-0.12626770835902767,0.5410520681182421,0.35416666666666696
34,34.0,27.976573785858726,68.58941349501431,133.09774125472134,43,0,-0.12102390425885534,0.5410520681182421,0.3625000000000003
35,35.0,29.654056264914338,73.91785601670111,139.5367411022761,43,0,-0.1154483820493779,0.5410520681182421,0.3708333333333338
36,36.0,31.363643517966302,79.4257757368464,146.13343805439862,43,0,-0.1095564238494218,0.5410520681182421,0.3791666666666673
37,37.0,33.10585922978387,85.1111298319644,152.88932150731645,43,0,-0.101236277875982,0.5410520681182421,0.3902777777777781
38,38.0,34.882146307596315,90.97453523539247,159.80482188097017,43,0,-0.09242291893296553,0.5410520681182421,0.4013888888888896
39,39.0,36.69270524169196,97.01562222565775,166.88009185776716,43,0,-0.08315928481922694,0.5410520681182421,0.4125000000000003
40,40.0,38.53721051664144,103.2342824192295,174.11591179671498,43,0,-0.0710154889062457,0.5410520681182421,0.4263888888888897
41,41.0,40.41611263382476,109.62964218023563,181.51288936980646,43,0,-0.0531276859999103,0.5410520681182421,0.44583333333333325
42,42.0,42.32982905198897,116.20145396762976,189.0706446965776,43,0,-0.02900405281844473,0.5410520681182421,0.4708333333333338
43,43.0,44.278741071028136,122.9496393669778,196.7905802207368,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
44,44.0,46.26319482321969,129.87432329612125,204.67252850622222,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
45,45.0,48.28349097799088,136.9747480190404,212.71681097474513,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
46,46.0,50.339892567361105,144.25131594021477,220.92370967028504,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
47,47.0,52.43262353233543,151.70325751005186,229.29404836782606,43,0,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
